client,target,n_query,none,oracle_correct_pair,oracle_target_permuted,oracle_wrong_alt,oracle_noise_source,oracle_target_permuted_delta,oracle_wrong_alt_delta,oracle_noise_source_delta
33,contrast_low,264,5.303030461072922,11.742424964904785,0.0,4.545454680919647,0.0,11.742424964904785,7.196970283985138,11.742424964904785
34,contrast_low,102,11.764706671237946,17.64705926179886,15.686275064945221,8.82352963089943,9.803921729326248,1.9607841968536377,8.82352963089943,7.8431375324726105
35,contrast_low,175,30.85714280605316,65.71428775787354,54.85714077949524,47.42857217788696,47.999998927116394,10.857146978378296,18.285715579986572,17.71428883075714
36,contrast_low,18,5.55555559694767,11.11111119389534,16.66666716337204,5.55555559694767,16.66666716337204,-5.5555559694767,5.55555559694767,-5.5555559694767
37,contrast_low,80,32.50000178813934,27.500000596046448,16.25000089406967,26.250001788139343,10.000000149011612,11.249999701976776,1.2499988079071045,17.500000447034836
38,contrast_low,25,59.99999642372131,68.00000071525574,95.99999785423279,63.999998569488525,95.99999785423279,-27.99999713897705,4.000002145767212,-27.99999713897705
39,contrast_low,160,59.375,43.75,86.2500011920929,49.37500059604645,89.3750011920929,-42.500001192092896,-5.625000596046448,-45.625001192092896
40,contrast_low,250,0.0,0.0,0.0,0.4000000189989805,0.0,0.0,-0.4000000189989805,0.0
41,contrast_low,100,0.9999999776482582,10.999999940395355,68.00000071525574,2.9999999329447746,63.999998569488525,-57.00000077486038,8.00000000745058,-52.99999862909317
42,contrast_low,320,38.43750059604645,48.12500178813934,33.43749940395355,36.56249940395355,37.18750178813934,14.687502384185791,11.562502384185791,10.9375
43,contrast_low,198,3.030303120613098,2.0202020183205605,0.0,1.515151560306549,0.0,2.0202020183205605,0.5050504580140114,2.0202020183205605
44,contrast_low,74,17.56756752729416,17.56756752729416,1.3513513840734959,18.918919563293457,0.0,16.216216143220663,-1.351352035999298,17.56756752729416
45,contrast_low,13,61.538463830947876,15.384615957736969,23.076924681663513,38.46153914928436,15.384615957736969,-7.692308723926544,-23.076923191547394,0.0
46,contrast_low,79,1.2658228166401386,5.0632912665605545,0.0,1.2658228166401386,0.0,5.0632912665605545,3.797468449920416,5.0632912665605545
47,contrast_low,32,37.5,56.25,37.5,37.5,25.0,18.75,18.75,31.25
48,contrast_low,161,0.0,1.2422360479831696,0.0,0.0,0.0,1.2422360479831696,1.2422360479831696,1.2422360479831696
49,contrast_low,202,1.4851484447717667,22.772276401519775,3.4653466194868088,6.435643136501312,0.0,19.306929782032967,16.336633265018463,22.772276401519775
50,contrast_low,121,40.495866537094116,34.71074104309082,37.19007968902588,36.36363446712494,58.677685260772705,-2.4793386459350586,-1.6528934240341187,-23.966944217681885
51,contrast_low,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,contrast_low,24,41.66666865348816,33.33333432674408,79.16666865348816,41.66666865348816,83.33333730697632,-45.83333432674408,-8.33333432674408,-50.00000298023224
53,contrast_low,121,0.0,18.18181723356247,0.0,4.1322313249111176,0.0,18.18181723356247,14.049585908651352,18.18181723356247
54,contrast_low,237,19.409281015396118,21.09704613685608,15.611813962459564,19.409281015396118,15.611813962459564,5.485232174396515,1.687765121459961,5.485232174396515
55,contrast_low,210,50.47619342803955,60.00000238418579,95.71428894996643,60.952383279800415,95.71428894996643,-35.71428656578064,-0.952380895614624,-35.71428656578064
56,contrast_low,118,13.55932205915451,13.55932205915451,5.932203307747841,13.55932205915451,0.0,7.62711875140667,0.0,13.55932205915451
57,contrast_low,117,16.239316761493683,37.60683834552765,21.367523074150085,23.076924681663513,21.367523074150085,16.239315271377563,14.529913663864136,16.239315271377563
58,contrast_low,28,0.0,3.57142873108387,3.57142873108387,0.0,3.57142873108387,0.0,3.57142873108387,0.0
59,contrast_low,94,22.340424358844757,42.553189396858215,31.91489279270172,23.404254019260406,31.91489279270172,10.638296604156494,19.14893537759781,10.638296604156494
60,contrast_low,475,8.210525661706924,9.473683685064316,0.0,6.947368383407593,0.0,9.473683685064316,2.526315301656723,9.473683685064316
61,contrast_low,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,contrast_low,75,15.999999642372131,15.999999642372131,0.0,14.666667580604553,0.0,15.999999642372131,1.3333320617675781,15.999999642372131
63,contrast_low,215,29.30232584476471,32.55814015865326,40.93023240566254,33.95348787307739,40.93023240566254,-8.372092247009277,-1.3953477144241333,-8.372092247009277
64,contrast_low,127,10.236220061779022,18.110236525535583,2.3622047156095505,14.173227548599243,4.724409431219101,15.748031809926033,3.9370089769363403,13.385827094316483
65,contrast_low,152,0.0,15.789473056793213,0.0,1.9736841320991516,0.0,15.789473056793213,13.815788924694061,15.789473056793213
66,contrast_low,194,2.0618556067347527,3.0927833169698715,0.0,2.0618556067347527,0.0,3.0927833169698715,1.0309277102351189,3.0927833169698715
67,contrast_low,82,7.31707289814949,20.73170691728592,7.31707289814949,10.975609719753265,4.878048598766327,13.414634019136429,9.756097197532654,15.853658318519592
68,contrast_low,229,1.7467249184846878,21.397380530834198,29.694324731826782,8.296943455934525,29.694324731826782,-8.296944200992584,13.100437074899673,-8.296944200992584
69,contrast_low,142,6.338027864694595,7.746478915214539,0.0,4.929577559232712,0.0,7.746478915214539,2.816901355981827,7.746478915214539
70,contrast_low,77,38.96103799343109,57.14285969734192,75.32467246055603,55.84415793418884,70.1298713684082,-18.18181276321411,1.2987017631530762,-12.987011671066284
71,contrast_low,36,2.777777798473835,11.11111119389534,0.0,5.55555559694767,0.0,11.11111119389534,5.55555559694767,11.11111119389534
72,contrast_low,161,23.60248565673828,37.88819909095764,49.06832277774811,31.05590045452118,50.31055808067322,-11.180123686790466,6.832298636436462,-12.422358989715576
73,contrast_low,228,15.789473056793213,19.29824650287628,19.29824650287628,17.543859779834747,19.29824650287628,0.0,1.7543867230415344,0.0
74,contrast_low,164,68.90243887901306,71.95121645927429,91.4634108543396,78.04877758026123,92.07316637039185,-19.512194395065308,-6.0975611209869385,-20.121949911117554
75,contrast_low,200,3.999999910593033,37.00000047683716,42.49999821186066,18.50000023841858,42.49999821186066,-5.4999977350234985,18.50000023841858,-5.4999977350234985
76,contrast_low,167,44.31138038635254,46.706587076187134,53.89221906661987,50.89820623397827,54.4910192489624,-7.185631990432739,-4.191619157791138,-7.7844321727752686
77,contrast_low,172,36.62790656089783,27.906978130340576,50.581395626068115,30.2325576543808,51.744186878204346,-22.67441749572754,-2.325579524040222,-23.83720874786377
78,contrast_low,98,2.0408162847161293,12.244898080825806,0.0,3.0612245202064514,0.0,12.244898080825806,9.183673560619354,12.244898080825806
79,contrast_low,18,50.0,33.33333432674408,0.0,38.88888955116272,11.11111119389534,33.33333432674408,-5.55555522441864,22.22222313284874
80,contrast_low,80,73.7500011920929,75.0,81.25,78.75000238418579,81.25,-6.25,-3.750002384185791,-6.25
81,contrast_low,17,0.0,5.882352963089943,0.0,0.0,0.0,5.882352963089943,5.882352963089943,5.882352963089943
82,contrast_low,163,0.0,2.4539876729249954,0.0,0.0,0.0,2.4539876729249954,2.4539876729249954,2.4539876729249954
83,contrast_low,509,37.721022963523865,51.27701759338379,77.79961228370667,48.72298836708069,79.1748583316803,-26.522594690322876,2.5540292263031006,-27.89784073829651
84,contrast_low,254,66.5354311466217,64.56692814826965,71.2598443031311,68.11023354530334,71.2598443031311,-6.69291615486145,-3.5433053970336914,-6.69291615486145
85,contrast_low,222,52.70270109176636,55.40540814399719,63.06306719779968,58.55855941772461,63.9639675617218,-7.65765905380249,-3.153151273727417,-8.55855941772461
86,contrast_low,40,10.000000149011612,5.000000074505806,7.500000298023224,7.500000298023224,7.500000298023224,-2.500000223517418,-2.500000223517418,-2.500000223517418
87,contrast_low,150,7.333333790302277,21.33333384990692,34.66666638851166,11.33333370089531,0.0,-13.333332538604736,10.000000149011612,21.33333384990692
88,contrast_low,77,36.36363744735718,33.766233921051025,48.051947355270386,38.96103799343109,48.051947355270386,-14.28571343421936,-5.194804072380066,-14.28571343421936
89,contrast_low,155,7.741935551166534,10.322580486536026,3.870967775583267,9.03225764632225,3.870967775583267,6.451612710952759,1.2903228402137756,6.451612710952759
90,contrast_low,155,10.322580486536026,17.419354617595673,13.548387587070465,10.322580486536026,14.838708937168121,3.8709670305252075,7.096774131059647,2.5806456804275513
