client,bank,context,salt,coverage,observed_classes,weight_sum,clean_residual_L1,shift_residual_L1,paired_residual_L1_actual,paired_residual_L1_null_median,paired_residual_L1_null_p95,paired_residual_L1_percentile,paired_residual_L1_above_p95,paired_residual_L2_actual,paired_residual_L2_null_median,paired_residual_L2_null_p95,paired_residual_L2_percentile,paired_residual_L2_above_p95,delta_DU_actual,delta_DU_null_median,delta_DU_null_p95,delta_DU_percentile,delta_DU_above_p95,delta_regret_actual,delta_regret_null_median,delta_regret_null_p95,delta_regret_percentile,delta_regret_above_p95,context_excess
1,B,gaussian_blur,T013-S0,1.0,2,1.0,0.15852161619106478,0.1775908721361707,0.03722315817347997,0.040206249393409096,0.07121125255078965,0.4140625,False,0.013562975767164398,0.017182508244634867,0.03070352911068182,0.2890625,False,0.010124436496721043,0.003237965593535619,0.049283359622094174,0.625,False,0.0,0.011464355351828413,0.03999339855840971,0.4609375,False,False
1,B,gaussian_blur,T013-S1,1.0,2,1.0,0.15852161619106478,0.1775908721361707,0.03722315817347997,0.040206249393409096,0.07121125255078965,0.4140625,False,0.013562975767164398,0.017182508244634867,0.03070352911068182,0.2890625,False,0.01010256319405338,0.003510011167255061,0.049214593907683936,0.625,False,0.0,0.0026767402937224486,0.03977271858141058,0.359375,False,False
1,B,gaussian_blur,T013-S2,1.0,2,1.0,0.15852161619106478,0.1775908721361707,0.03722315817347997,0.040206249393409096,0.07121125255078965,0.4140625,False,0.013562975767164398,0.017182508244634867,0.03070352911068182,0.2890625,False,0.010135093502063527,0.0031639736956949457,0.04898174915753905,0.609375,False,0.0,0.01508937597647275,0.03979904799789176,0.4609375,False,False
1,B,gaussian_blur,T013-S3,1.0,2,1.0,0.15852161619106478,0.1775908721361707,0.03722315817347997,0.040206249393409096,0.07121125255078965,0.4140625,False,0.013562975767164398,0.017182508244634867,0.03070352911068182,0.2890625,False,0.010111965582718378,0.0030607763590430282,0.048452439417965655,0.625,False,0.0,0.01243788918449437,0.04004626956322837,0.453125,False,False
2,A,brightness_dark,T013-S0,1.0,3,1.0,0.11089244996671288,0.10074476939243868,0.050362786030431136,0.05478619250644087,0.11341742039465223,0.3515625,False,0.021761331677757907,0.02410209687685108,0.057676133405099625,0.40625,False,0.02668169732774195,0.15099898217315377,0.48061158501526796,0.2734375,False,0.005059673554956574,-0.0017573359847083488,0.0054538237936684105,0.875,False,False
2,A,brightness_dark,T013-S1,1.0,3,1.0,0.11089244996671288,0.10074476939243868,0.050362786030431136,0.05478619250644087,0.11341742039465223,0.3515625,False,0.021761331677757907,0.02410209687685108,0.057676133405099625,0.40625,False,0.02673293644515609,0.15143240540724237,0.4808399720543305,0.2734375,False,0.004728377801901602,-0.0014792206074900442,0.005457397494028628,0.703125,False,False
2,A,brightness_dark,T013-S2,1.0,3,1.0,0.11089244996671288,0.10074476939243868,0.050362786030431136,0.05478619250644087,0.11341742039465223,0.3515625,False,0.021761331677757907,0.02410209687685108,0.057676133405099625,0.40625,False,0.026574892171796705,0.15077914322832736,0.48064268998932913,0.2734375,False,0.0052111520799603935,-0.0015895656497764126,0.005613066545254265,0.8671875,False,False
2,A,brightness_dark,T013-S3,1.0,3,1.0,0.11089244996671288,0.10074476939243868,0.050362786030431136,0.05478619250644087,0.11341742039465223,0.3515625,False,0.021761331677757907,0.02410209687685108,0.057676133405099625,0.40625,False,0.026740232912346007,0.15160170557723057,0.48094458422371894,0.2734375,False,0.00490554777578238,-0.0018884957752001964,0.005302633132306089,0.8671875,False,False
2,A,contrast_low,T013-S0,1.0,3,1.0,0.11089244996671288,0.09318355869989237,0.0747556928855807,0.08197780762608772,0.13318481617614955,0.3984375,False,0.03299305166993281,0.03562891054371936,0.06336993773133286,0.4140625,False,-0.034606615404719626,0.08740509505578228,0.3732257181543395,0.1015625,False,-0.0003656371668164122,-0.0015559470958194598,2.8513071895424838e-05,0.8515625,False,False
2,A,contrast_low,T013-S1,1.0,3,1.0,0.11089244996671288,0.09318355869989237,0.0747556928855807,0.08197780762608772,0.13318481617614955,0.3984375,False,0.03299305166993281,0.03562891054371936,0.06336993773133286,0.4140625,False,-0.034504455463679515,0.0871656970511661,0.3740550865975666,0.1015625,False,-0.000672511514001613,-0.0018432450933208498,-0.0002496123410380325,0.8359375,False,False
