client,bank,target,J_ray,PC_ray_safe
89,B,gaussian_blur,1.25,0.0
90,A,brightness_dark,1.0,0.0
90,B,brightness_dark,1.0,0.0
90,A,contrast_low,1.25,0.0
90,B,contrast_low,1.25,0.0
90,A,gaussian_noise,0.75,1.5
90,B,gaussian_noise,0.75,1.5
90,A,gaussian_blur,1.0,0.0
90,B,gaussian_blur,1.0,0.0
91,A,brightness_dark,1.0,0.0
91,B,brightness_dark,1.0,0.0
91,A,contrast_low,1.0,0.0
91,B,contrast_low,1.0,0.0
91,A,gaussian_noise,1.0,1.5
91,B,gaussian_noise,1.0,1.5
91,A,gaussian_blur,0.5,0.0
91,B,gaussian_blur,0.5,0.0
92,A,brightness_dark,1.0,0.0
92,B,brightness_dark,1.0,0.0
92,A,contrast_low,0.75,0.0
92,B,contrast_low,0.75,0.0
92,A,gaussian_noise,1.0,0.0
92,B,gaussian_noise,1.0,0.0
92,A,gaussian_blur,0.75,1.5
92,B,gaussian_blur,0.5,1.5
93,A,brightness_dark,1.25,0.0
93,B,brightness_dark,1.0,0.0
93,A,contrast_low,1.25,0.0
93,B,contrast_low,1.25,0.0
93,A,gaussian_noise,0.75,1.5
93,B,gaussian_noise,0.75,0.0
93,A,gaussian_blur,1.5,0.0
93,B,gaussian_blur,1.25,0.0
94,A,brightness_dark,1.0,0.0
94,B,brightness_dark,1.0,0.0
94,A,contrast_low,1.0,0.0
94,B,contrast_low,1.0,0.0
94,A,gaussian_noise,1.0,1.5
94,B,gaussian_noise,1.0,1.5
94,A,gaussian_blur,0.75,0.0
94,B,gaussian_blur,0.75,0.0
95,A,brightness_dark,1.0,0.0
95,B,brightness_dark,1.0,0.0
95,A,contrast_low,0.75,0.0
95,B,contrast_low,0.75,0.0
95,A,gaussian_noise,1.0,0.0
95,B,gaussian_noise,1.0,0.0
95,A,gaussian_blur,0.75,0.0
95,B,gaussian_blur,0.5,0.0
96,A,brightness_dark,1.0,0.0
96,B,brightness_dark,1.0,0.0
96,A,contrast_low,1.0,0.0
96,B,contrast_low,1.0,0.0
96,A,gaussian_noise,1.0,0.0
96,B,gaussian_noise,1.0,0.0
96,A,gaussian_blur,1.0,0.0
96,B,gaussian_blur,0.75,0.0
97,A,brightness_dark,1.0,0.0
97,B,brightness_dark,1.0,0.0
97,A,contrast_low,1.25,0.0
97,B,contrast_low,1.25,0.0
97,A,gaussian_noise,0.75,1.25
97,B,gaussian_noise,0.75,1.5
97,A,gaussian_blur,1.5,0.0
97,B,gaussian_blur,1.25,0.0
98,A,brightness_dark,1.0,0.0
98,B,brightness_dark,1.0,0.0
98,A,contrast_low,0.75,0.0
98,B,contrast_low,0.75,0.0
98,A,gaussian_noise,1.0,1.5
98,B,gaussian_noise,1.0,1.5
98,A,gaussian_blur,0.75,0.0
98,B,gaussian_blur,0.5,0.0
99,A,brightness_dark,1.0,0.0
99,B,brightness_dark,1.0,0.0
99,A,contrast_low,1.25,0.0
99,B,contrast_low,1.25,0.0
99,A,gaussian_noise,0.75,0.0
99,B,gaussian_noise,0.75,0.0
99,A,gaussian_blur,1.25,0.0
99,B,gaussian_blur,1.0,0.0
