bank,target,estimator,stratum,n,L1_mean,L1_median,JS_mean,JS_median,top_class_agreement,spearman_mean,spearman_median,spearman_valid
B,brightness_dark,T015_zero_soft,all,100,1.4755939924802903,1.5090927318794778,0.3999580516926695,0.4042294604369602,0.15,0.10371606459339067,0.17279050442735322,100
B,brightness_dark,T015_zero_soft,quartile_1,25,1.628487959811154,1.7247681534085308,0.4591732244603615,0.4833420041543386,0.24,0.12297176125190097,0.19894973017461143,25
B,brightness_dark,T015_zero_soft,quartile_2,25,1.596387231370265,1.657000990255885,0.45237057460683405,0.45187831666294875,0.12,0.014934341253621924,0.03728333758674101,25
B,brightness_dark,T015_zero_soft,quartile_3,25,1.3506001873614357,1.3840191157228392,0.3538556139339384,0.3748683997532185,0.16,0.19305200362002914,0.17150335289900864,25
B,brightness_dark,T015_zero_soft,quartile_4,25,1.3269005913783074,1.3379237756179938,0.3344327937695442,0.3420040867520835,0.08,0.08390615224801062,0.11185001276022301,25
B,brightness_dark,T015_zero_hard,all,100,1.574,1.7000000000000002,0.49285916192194884,0.5382673918496315,0.14,0.07419384140195584,0.07340263761140489,100
B,brightness_dark,T015_zero_hard,quartile_1,25,1.54,1.8,0.4845455567540221,0.5474673938870493,0.2,0.11855888698696793,0.19977432661993444,25
B,brightness_dark,T015_zero_hard,quartile_2,25,1.696,1.9,0.5490965836081907,0.621376824859474,0.12,0.01536973098042957,0.0638550856814101,25
B,brightness_dark,T015_zero_hard,quartile_3,25,1.452,1.7,0.4474316078050029,0.47050006482778794,0.16,0.10950126464204737,0.2084875972073649,25
B,brightness_dark,T015_zero_hard,quartile_4,25,1.6079999999999999,1.7000000000000002,0.4903628995205792,0.5163993119678616,0.08,0.05334548299837845,0.04035399987325775,25
B,contrast_low,BBSE-H-01,all,100,1.2288531677932657,1.3,0.3427461768868212,0.32336934853552324,0.32,0.3248595831614873,0.3736640224763291,100
B,contrast_low,BBSE-H-01,quartile_1,25,1.1094482403017247,1.2734564156373391,0.2856075577158461,0.29799147703812245,0.36,0.42663012083291607,0.4576043153224294,25
B,contrast_low,BBSE-H-01,quartile_2,25,1.3224537276663058,1.474306342336384,0.3859456578199481,0.3958931343632712,0.24,0.2906835909128189,0.2660628570058754,25
B,contrast_low,BBSE-H-01,quartile_3,25,1.2044088440759828,1.1563874512023726,0.335782378595297,0.30012622673538414,0.36,0.33712676986803397,0.4116339200325736,25
B,contrast_low,BBSE-H-01,quartile_4,25,1.2791018591290493,1.2742994698753476,0.3636491134161933,0.3535761091409997,0.32,0.24499785103218033,0.24770642201834867,25
B,contrast_low,BBSE-H-11,all,100,1.2288531677932657,1.3,0.3427461768868212,0.32336934853552324,0.32,0.3248595831614873,0.3736640224763291,100
B,contrast_low,BBSE-H-11,quartile_1,25,1.1094482403017247,1.2734564156373391,0.2856075577158461,0.29799147703812245,0.36,0.42663012083291607,0.4576043153224294,25
B,contrast_low,BBSE-H-11,quartile_2,25,1.3224537276663058,1.474306342336384,0.3859456578199481,0.3958931343632712,0.24,0.2906835909128189,0.2660628570058754,25
B,contrast_low,BBSE-H-11,quartile_3,25,1.2044088440759828,1.1563874512023726,0.335782378595297,0.30012622673538414,0.36,0.33712676986803397,0.4116339200325736,25
B,contrast_low,BBSE-H-11,quartile_4,25,1.2791018591290493,1.2742994698753476,0.3636491134161933,0.3535761091409997,0.32,0.24499785103218033,0.24770642201834867,25
B,contrast_low,BBSE-S-01,all,100,0.8532605068287741,0.8416522284626697,0.2145466534449521,0.2043359692916472,0.69,0.49370678937816764,0.5000369904566647,100
B,contrast_low,BBSE-S-01,quartile_1,25,0.6573084113984982,0.4175117145124882,0.16476755842019267,0.07844533671241066,0.84,0.5718262812279308,0.5883484054145521,25
B,contrast_low,BBSE-S-01,quartile_2,25,0.8002477034835931,0.7658582064897512,0.19235772899166043,0.16130233947462358,0.76,0.5435042858985346,0.5444042118116937,25
B,contrast_low,BBSE-S-01,quartile_3,25,0.9864156527393222,1.0,0.2531062421646717,0.268780594120525,0.52,0.40019350115336993,0.3831305140884606,25
B,contrast_low,BBSE-S-01,quartile_4,25,0.9690702596936834,0.8999999999999999,0.24795508420328394,0.2228849650732072,0.64,0.45930308923283525,0.44177063089637436,25
B,contrast_low,BBSE-S-11,all,100,0.8532605068287741,0.8416522284626697,0.2145466534449521,0.2043359692916472,0.69,0.49370678937816764,0.5000369904566647,100
B,contrast_low,BBSE-S-11,quartile_1,25,0.6573084113984982,0.4175117145124882,0.16476755842019267,0.07844533671241066,0.84,0.5718262812279308,0.5883484054145521,25
B,contrast_low,BBSE-S-11,quartile_2,25,0.8002477034835931,0.7658582064897512,0.19235772899166043,0.16130233947462358,0.76,0.5435042858985346,0.5444042118116937,25
B,contrast_low,BBSE-S-11,quartile_3,25,0.9864156527393222,1.0,0.2531062421646717,0.268780594120525,0.52,0.40019350115336993,0.3831305140884606,25
B,contrast_low,BBSE-S-11,quartile_4,25,0.9690702596936834,0.8999999999999999,0.24795508420328394,0.2228849650732072,0.64,0.45930308923283525,0.44177063089637436,25
B,contrast_low,raw_soft_01,all,100,1.3476972761144421,1.3614633924600046,0.3580871508974955,0.3523001244898586,0.26,0.18347412648505468,0.2140872096444188,100
B,contrast_low,raw_soft_01,quartile_1,25,1.4847707799762149,1.4972199618712037,0.4026561403872892,0.40544550785889943,0.44,0.23273876919984088,0.27679962459076374,25
B,contrast_low,raw_soft_01,quartile_2,25,1.5146836806810762,1.5575461188877047,0.41829093308329696,0.42994733256146156,0.12,0.14696500038722976,0.2075997184430728,25
B,contrast_low,raw_soft_01,quartile_3,25,1.261074311676373,1.324520957003672,0.3289745941278085,0.335451736285413,0.28,0.19279674329844007,0.26967994498529685,25
B,contrast_low,raw_soft_01,quartile_4,25,1.130260332124104,1.2040273970678312,0.2824269359915871,0.2948228369627788,0.2,0.16139599305470817,0.1565900178643122,25
B,contrast_low,raw_hard_01,all,100,1.362,1.5,0.41066814453976586,0.42394745727561556,0.27,0.13447894852518075,0.18153749332475722,100
B,contrast_low,raw_hard_01,quartile_1,25,1.3679999999999999,1.6,0.4120777422092559,0.43009755083641965,0.44,0.1782061438891455,0.25,25
B,contrast_low,raw_hard_01,quartile_2,25,1.54,1.5,0.47244934452922954,0.45211847229953883,0.16,0.08186011385854525,0.11995458201095775,25
B,contrast_low,raw_hard_01,quartile_3,25,1.268,1.3000000000000003,0.38604057847925566,0.4190214976493618,0.32,0.14242328629765438,0.17722938923964168,25
B,contrast_low,raw_hard_01,quartile_4,25,1.272,1.4,0.3721049129413218,0.4052120586692447,0.16,0.13542625005537795,0.15487133117489393,25
B,contrast_low,raw_soft_11,all,100,1.3476972761144421,1.3614633924600046,0.3580871508974955,0.3523001244898586,0.26,0.18347412648505468,0.2140872096444188,100
B,contrast_low,raw_soft_11,quartile_1,25,1.4847707799762149,1.4972199618712037,0.4026561403872892,0.40544550785889943,0.44,0.23273876919984088,0.27679962459076374,25
B,contrast_low,raw_soft_11,quartile_2,25,1.5146836806810762,1.5575461188877047,0.41829093308329696,0.42994733256146156,0.12,0.14696500038722976,0.2075997184430728,25
B,contrast_low,raw_soft_11,quartile_3,25,1.261074311676373,1.324520957003672,0.3289745941278085,0.335451736285413,0.28,0.19279674329844007,0.26967994498529685,25
B,contrast_low,raw_soft_11,quartile_4,25,1.130260332124104,1.2040273970678312,0.2824269359915871,0.2948228369627788,0.2,0.16139599305470817,0.1565900178643122,25
B,contrast_low,raw_hard_11,all,100,1.362,1.5,0.41066814453976586,0.42394745727561556,0.27,0.13447894852518075,0.18153749332475722,100
B,contrast_low,raw_hard_11,quartile_1,25,1.3679999999999999,1.6,0.4120777422092559,0.43009755083641965,0.44,0.1782061438891455,0.25,25
B,contrast_low,raw_hard_11,quartile_2,25,1.54,1.5,0.47244934452922954,0.45211847229953883,0.16,0.08186011385854525,0.11995458201095775,25
B,contrast_low,raw_hard_11,quartile_3,25,1.268,1.3000000000000003,0.38604057847925566,0.4190214976493618,0.32,0.14242328629765438,0.17722938923964168,25
B,contrast_low,raw_hard_11,quartile_4,25,1.272,1.4,0.3721049129413218,0.4052120586692447,0.16,0.13542625005537795,0.15487133117489393,25
B,contrast_low,T015_zero_soft,all,100,1.451653724970962,1.4703784504810051,0.38808321575027477,0.38032162017992877,0.24,0.12812836064940378,0.1692137165282319,100
B,contrast_low,T015_zero_soft,quartile_1,25,1.5858664329018015,1.6532006482118122,0.43725940595167045,0.44741915288319023,0.4,0.14840218948964343,0.2901294265928297,25
B,contrast_low,T015_zero_soft,quartile_2,25,1.5792331618357105,1.6212172780630627,0.4398940483001161,0.45456495732051194,0.16,0.04611842822543902,0.1565900178643122,25
B,contrast_low,T015_zero_soft,quartile_3,25,1.3473533676470248,1.3135583803751927,0.3524444082062887,0.35696839124462576,0.28,0.22825891216445973,0.1565900178643122,25
B,contrast_low,T015_zero_soft,quartile_4,25,1.294161937499311,1.252842840838685,0.32273500054302395,0.30814023916653244,0.12,0.08973391271807288,0.14167668282961582,25
B,contrast_low,T015_zero_hard,all,100,1.5309999999999997,1.7000000000000002,0.4795200212223116,0.5188919782723467,0.2,0.07625594798838345,0.09501921188046475,100
B,contrast_low,T015_zero_hard,quartile_1,25,1.4960000000000002,2.0,0.47311293538173055,0.6931471805599452,0.32,0.0947068686078617,-0.16563466499998444,25
B,contrast_low,T015_zero_hard,quartile_2,25,1.672,1.9,0.5365902615392768,0.6093722537889048,0.12,0.020463289032302812,0.0638550856814101,25
B,contrast_low,T015_zero_hard,quartile_3,25,1.4120000000000001,1.5,0.43536007902795926,0.43568324332671615,0.24,0.1575819638312283,0.21841799838463094,25
B,contrast_low,T015_zero_hard,quartile_4,25,1.544,1.7,0.47301680894027953,0.4789839426979995,0.12,0.032271670482140954,-0.019379844961240313,25
B,gaussian_noise,BBSE-H-01,all,100,1.0252351379371296,1.0,0.28425785779105867,0.25384340734514144,0.54,0.3788474539454313,0.4166467152476539,100
B,gaussian_noise,BBSE-H-01,quartile_1,25,0.8701652877785885,0.6666917688309076,0.24565529035794692,0.14344008870616687,0.68,0.4705734645672655,0.5570860145311556,25
B,gaussian_noise,BBSE-H-01,quartile_2,25,0.944112301922016,0.8380171708686845,0.24348624982925973,0.23474382885210898,0.52,0.4839702267508455,0.6146788990825688,25
B,gaussian_noise,BBSE-H-01,quartile_3,25,1.056893184549103,0.9603951694438294,0.29161265271558223,0.24547127896155385,0.56,0.3561984018846055,0.34203551693267764,25
B,gaussian_noise,BBSE-H-01,quartile_4,25,1.2297697774988117,1.1381358383794151,0.3562772382614457,0.31336988029323287,0.4,0.20464772257900862,0.23022773006809516,25
B,gaussian_noise,BBSE-H-11,all,100,1.0252351379371296,1.0,0.28425785779105867,0.25384340734514144,0.54,0.3788474539454313,0.4166467152476539,100
B,gaussian_noise,BBSE-H-11,quartile_1,25,0.8701652877785885,0.6666917688309076,0.24565529035794692,0.14344008870616687,0.68,0.4705734645672655,0.5570860145311556,25
B,gaussian_noise,BBSE-H-11,quartile_2,25,0.944112301922016,0.8380171708686845,0.24348624982925973,0.23474382885210898,0.52,0.4839702267508455,0.6146788990825688,25
B,gaussian_noise,BBSE-H-11,quartile_3,25,1.056893184549103,0.9603951694438294,0.29161265271558223,0.24547127896155385,0.56,0.3561984018846055,0.34203551693267764,25
B,gaussian_noise,BBSE-H-11,quartile_4,25,1.2297697774988117,1.1381358383794151,0.3562772382614457,0.31336988029323287,0.4,0.20464772257900862,0.23022773006809516,25
B,gaussian_noise,BBSE-S-01,all,100,0.7645025836040458,0.696733408000152,0.18281190025387503,0.1535328607745488,0.64,0.5258206292201593,0.5599749112143633,100
B,gaussian_noise,BBSE-S-01,quartile_1,25,0.5256704848427072,0.26503686630659384,0.12671067424952498,0.054536893948345155,0.84,0.6252581808770853,0.6425294053171791,25
B,gaussian_noise,BBSE-S-01,quartile_2,25,0.731312693870645,0.6302821127108357,0.17422365608881812,0.12315295706382012,0.68,0.5615684103167277,0.6454972243679028,25
B,gaussian_noise,BBSE-S-01,quartile_3,25,0.8323382058567514,0.7787368553334275,0.1985300892991849,0.20848042849364978,0.56,0.47245236918233036,0.48912503213677155,25
B,gaussian_noise,BBSE-S-01,quartile_4,25,0.9686889498460787,0.9958941035846844,0.2317831813779724,0.2121968716074245,0.48,0.44400355650449347,0.4533283016215245,25
B,gaussian_noise,BBSE-S-11,all,100,0.7645025836040458,0.696733408000152,0.18281190025387503,0.1535328607745488,0.64,0.5258206292201593,0.5599749112143633,100
B,gaussian_noise,BBSE-S-11,quartile_1,25,0.5256704848427072,0.26503686630659384,0.12671067424952498,0.054536893948345155,0.84,0.6252581808770853,0.6425294053171791,25
B,gaussian_noise,BBSE-S-11,quartile_2,25,0.731312693870645,0.6302821127108357,0.17422365608881812,0.12315295706382012,0.68,0.5615684103167277,0.6454972243679028,25
B,gaussian_noise,BBSE-S-11,quartile_3,25,0.8323382058567514,0.7787368553334275,0.1985300892991849,0.20848042849364978,0.56,0.47245236918233036,0.48912503213677155,25
B,gaussian_noise,BBSE-S-11,quartile_4,25,0.9686889498460787,0.9958941035846844,0.2317831813779724,0.2121968716074245,0.48,0.44400355650449347,0.4533283016215245,25
B,gaussian_noise,raw_soft_01,all,100,1.3041667893960396,1.3356308749752026,0.33860495609868335,0.33395274833353805,0.27,0.24080864767222615,0.2921145138602581,100
B,gaussian_noise,raw_soft_01,quartile_1,25,1.425813998629738,1.5255673933053588,0.37907289400068356,0.410625636905003,0.48,0.28181285688573376,0.2901294265928297,25
B,gaussian_noise,raw_soft_01,quartile_2,25,1.4610795244852415,1.4894101830946476,0.3923052300416509,0.40652605137334485,0.12,0.23492442100882843,0.3027495893961478,25
B,gaussian_noise,raw_soft_01,quartile_3,25,1.228248945471169,1.2795805136291838,0.31151376272826337,0.32509572545991827,0.28,0.24972178791256364,0.3084435454322494,25
B,gaussian_noise,raw_soft_01,quartile_4,25,1.1015246889980104,1.1522324319183292,0.2715279376241356,0.2755175501536953,0.2,0.19677552488177877,0.23115669303779424,25
B,gaussian_noise,raw_hard_01,all,100,1.276,1.3,0.3667789794228327,0.37120393220027237,0.31,0.19876346235091746,0.2619118440241306,100
B,gaussian_noise,raw_hard_01,quartile_1,25,1.244,1.3,0.3617191711031081,0.31452722203472094,0.48,0.23625525555066595,0.2526455763199557,25
B,gaussian_noise,raw_hard_01,quartile_2,25,1.4480000000000004,1.5,0.4164271929119816,0.41380277738519267,0.2,0.20451907206408337,0.31337559712098123,25
B,gaussian_noise,raw_hard_01,quartile_3,25,1.2,1.3,0.34290549433019174,0.3709547770250654,0.32,0.19908985398684245,0.26042145961244456,25
B,gaussian_noise,raw_hard_01,quartile_4,25,1.2120000000000002,1.3,0.34606405934604967,0.3613853306001351,0.24,0.15518966780207824,0.21055320966650218,25
B,gaussian_noise,raw_soft_11,all,100,1.3041667893960396,1.3356308749752026,0.33860495609868335,0.33395274833353805,0.27,0.24080864767222615,0.2921145138602581,100
B,gaussian_noise,raw_soft_11,quartile_1,25,1.425813998629738,1.5255673933053588,0.37907289400068356,0.410625636905003,0.48,0.28181285688573376,0.2901294265928297,25
B,gaussian_noise,raw_soft_11,quartile_2,25,1.4610795244852415,1.4894101830946476,0.3923052300416509,0.40652605137334485,0.12,0.23492442100882843,0.3027495893961478,25
B,gaussian_noise,raw_soft_11,quartile_3,25,1.228248945471169,1.2795805136291838,0.31151376272826337,0.32509572545991827,0.28,0.24972178791256364,0.3084435454322494,25
B,gaussian_noise,raw_soft_11,quartile_4,25,1.1015246889980104,1.1522324319183292,0.2715279376241356,0.2755175501536953,0.2,0.19677552488177877,0.23115669303779424,25
B,gaussian_noise,raw_hard_11,all,100,1.276,1.3,0.3667789794228327,0.37120393220027237,0.31,0.19876346235091746,0.2619118440241306,100
B,gaussian_noise,raw_hard_11,quartile_1,25,1.244,1.3,0.3617191711031081,0.31452722203472094,0.48,0.23625525555066595,0.2526455763199557,25
B,gaussian_noise,raw_hard_11,quartile_2,25,1.4480000000000004,1.5,0.4164271929119816,0.41380277738519267,0.2,0.20451907206408337,0.31337559712098123,25
B,gaussian_noise,raw_hard_11,quartile_3,25,1.2,1.3,0.34290549433019174,0.3709547770250654,0.32,0.19908985398684245,0.26042145961244456,25
B,gaussian_noise,raw_hard_11,quartile_4,25,1.2120000000000002,1.3,0.34606405934604967,0.3613853306001351,0.24,0.15518966780207824,0.21055320966650218,25
B,gaussian_noise,T015_zero_soft,all,100,1.325834513269683,1.4031002518977096,0.35147546722444617,0.3514158354677971,0.24,0.20066957344730618,0.25729625023129604,100
B,gaussian_noise,T015_zero_soft,quartile_1,25,1.4241803424449213,1.5200804455788581,0.386655248917616,0.407088719971777,0.44,0.2710584858648917,0.354649519006916,25
B,gaussian_noise,T015_zero_soft,quartile_2,25,1.499786525078284,1.5071663302331708,0.4095002947846272,0.40189679402276424,0.08,0.20129845545401445,0.3027495893961478,25
B,gaussian_noise,T015_zero_soft,quartile_3,25,1.2522652893522859,1.327104574913239,0.32634277117146276,0.34721191415811825,0.24,0.18356408517765752,0.20133002296840144,25
B,gaussian_noise,T015_zero_soft,quartile_4,25,1.1271058962032394,1.194534231105755,0.2834035540240786,0.2834454653033538,0.2,0.14675726729266114,0.12974982402692048,25
B,gaussian_noise,T015_zero_hard,all,100,1.319,1.4000000000000001,0.38459366698196695,0.3809517806307409,0.26,0.17438155725775503,0.19759510460612906,100
B,gaussian_noise,T015_zero_hard,quartile_1,25,1.276,1.4,0.3779747530729597,0.32986962204761905,0.44,0.21781259035245085,0.24845199749997662,25
B,gaussian_noise,T015_zero_hard,quartile_2,25,1.5040000000000004,1.5,0.43882366198079603,0.44918523733161797,0.12,0.17779654080197166,0.27308444891971223,25
B,gaussian_noise,T015_zero_hard,quartile_3,25,1.2600000000000002,1.4000000000000001,0.37113341446822795,0.43774193805495054,0.24,0.147070777385736,0.050404153473376366,25
B,gaussian_noise,T015_zero_hard,quartile_4,25,1.2360000000000002,1.3,0.35044283840588425,0.34298991372915677,0.24,0.15484632049086178,0.12815593247855372,25
B,gaussian_blur,BBSE-H-01,all,100,1.024209141267789,0.9635441900313746,0.2771384190585643,0.2201170120686431,0.5,0.38966885471511825,0.4289039069791194,100
B,gaussian_blur,BBSE-H-01,quartile_1,25,0.9636229172417271,0.7080071409553156,0.2745962346396692,0.15458236678576698,0.64,0.38666982853136517,0.3831305140884606,25
B,gaussian_blur,BBSE-H-01,quartile_2,25,0.9670035397906618,0.9063040383738421,0.2431109788020015,0.20662966702914676,0.44,0.4958220973356775,0.5749602571012747,25
B,gaussian_blur,BBSE-H-01,quartile_3,25,1.0289809246631814,0.9999999999999998,0.26643513261273016,0.23159850782668134,0.48,0.4137937411986863,0.3831305140884606,25
B,gaussian_blur,BBSE-H-01,quartile_4,25,1.1372291833755859,1.0,0.3244113301798562,0.2522488801386673,0.44,0.2623897517947434,0.37435244296357273,25
B,gaussian_blur,BBSE-H-11,all,100,1.0303627821891346,0.9436013891122028,0.2783237206183482,0.2201170120686431,0.5,0.38632676039834474,0.4289039069791194,100
B,gaussian_blur,BBSE-H-11,quartile_1,25,0.9882374809271096,0.7080071409553156,0.27933744087880497,0.15458236678576698,0.64,0.3733014512642714,0.3831305140884606,25
B,gaussian_blur,BBSE-H-11,quartile_2,25,0.9670035397906618,0.9063040383738421,0.2431109788020015,0.20662966702914676,0.44,0.4958220973356775,0.5749602571012747,25
B,gaussian_blur,BBSE-H-11,quartile_3,25,1.0289809246631814,0.9999999999999998,0.26643513261273016,0.23159850782668134,0.48,0.4137937411986863,0.3831305140884606,25
B,gaussian_blur,BBSE-H-11,quartile_4,25,1.1372291833755859,1.0,0.3244113301798562,0.2522488801386673,0.44,0.2623897517947434,0.37435244296357273,25
B,gaussian_blur,BBSE-S-01,all,100,0.7433652516039579,0.7040146751539191,0.17499161352661294,0.15041549389935222,0.72,0.5441494368839453,0.5488476899617385,100
B,gaussian_blur,BBSE-S-01,quartile_1,25,0.5565301624245632,0.36539232383910225,0.13019707565284327,0.07042347856272668,0.88,0.6259279835755086,0.6425294053171791,25
B,gaussian_blur,BBSE-S-01,quartile_2,25,0.7019260046845969,0.6400538450349418,0.16731327959472228,0.10388796484736684,0.72,0.597253800276965,0.6454972243679028,25
B,gaussian_blur,BBSE-S-01,quartile_3,25,0.794883350717144,0.8201439390903704,0.1863753848156135,0.19253380007674337,0.68,0.4895140376398491,0.453913305752099,25
B,gaussian_blur,BBSE-S-01,quartile_4,25,0.9201214885895282,0.8560808015029463,0.21608071404327273,0.18413142073836108,0.6,0.463901926043459,0.482381910618866,25
B,gaussian_blur,BBSE-S-11,all,100,0.7812961961517734,0.7175773782719599,0.18731390874677736,0.1532382911396415,0.7,0.5230022703159061,0.5390456507160952,100
B,gaussian_blur,BBSE-S-11,quartile_1,25,0.7082539406158239,0.5213065975964281,0.17948625653350095,0.09945788762990027,0.8,0.5413393173033509,0.6139406135149206,25
B,gaussian_blur,BBSE-S-11,quartile_2,25,0.7019260046845969,0.6400538450349418,0.16731327959472228,0.10388796484736684,0.72,0.597253800276965,0.6454972243679028,25
B,gaussian_blur,BBSE-S-11,quartile_3,25,0.794883350717144,0.8201439390903704,0.1863753848156135,0.19253380007674337,0.68,0.4895140376398491,0.453913305752099,25
B,gaussian_blur,BBSE-S-11,quartile_4,25,0.9201214885895282,0.8560808015029463,0.21608071404327273,0.18413142073836108,0.6,0.463901926043459,0.482381910618866,25
B,gaussian_blur,raw_soft_01,all,100,1.3030753214984703,1.3289558300775597,0.3381550914197326,0.33947598504245735,0.28,0.2490985001935735,0.3113995776646092,100
B,gaussian_blur,raw_soft_01,quartile_1,25,1.4348596062327779,1.5521385225690607,0.3814236994377739,0.4146263216764505,0.48,0.28166877995984835,0.3113995776646092,25
B,gaussian_blur,raw_soft_01,quartile_2,25,1.4566657158406693,1.4591656901073036,0.3898103377342371,0.39515217502998934,0.16,0.2586825332051901,0.37194949554383877,25
B,gaussian_blur,raw_soft_01,quartile_3,25,1.226534007823232,1.304094379225939,0.31225834001217,0.3398499914278519,0.28,0.2476795455886009,0.32900644846106597,25
B,gaussian_blur,raw_soft_01,quartile_4,25,1.0942419560972017,1.145273214216282,0.2691279884947493,0.2708674478763087,0.2,0.20836314202065456,0.20133002296840144,25
B,gaussian_blur,raw_hard_01,all,100,1.2750000000000001,1.3,0.3655834734782315,0.3699115704872422,0.3,0.1999484557438571,0.20790698396222884,100
B,gaussian_blur,raw_hard_01,quartile_1,25,1.3079999999999998,1.4,0.38156263253899886,0.32986962204761905,0.44,0.2168351604885823,0.3069703067574603,25
B,gaussian_blur,raw_hard_01,quartile_2,25,1.412,1.5,0.40470550998614835,0.3933542663439733,0.2,0.22836959213669458,0.2791452631195413,25
B,gaussian_blur,raw_hard_01,quartile_3,25,1.2,1.3,0.3380555622174618,0.3790556465526851,0.32,0.20325011354296987,0.183583371334054,25
B,gaussian_blur,raw_hard_01,quartile_4,25,1.18,1.3,0.338010189170317,0.3496831321269538,0.24,0.15133895680718176,0.11792602765062973,25
B,gaussian_blur,raw_soft_11,all,100,1.3104579627363417,1.3289558300775597,0.34060455396663847,0.33947598504245735,0.28,0.24561694707445952,0.3113995776646092,100
B,gaussian_blur,raw_soft_11,quartile_1,25,1.4643901711842637,1.5521385225690607,0.39122154962539724,0.4146263216764505,0.48,0.26774256748339254,0.3113995776646092,25
B,gaussian_blur,raw_soft_11,quartile_2,25,1.4566657158406693,1.4591656901073036,0.3898103377342371,0.39515217502998934,0.16,0.2586825332051901,0.37194949554383877,25
B,gaussian_blur,raw_soft_11,quartile_3,25,1.226534007823232,1.304094379225939,0.31225834001217,0.3398499914278519,0.28,0.2476795455886009,0.32900644846106597,25
B,gaussian_blur,raw_soft_11,quartile_4,25,1.0942419560972017,1.145273214216282,0.2691279884947493,0.2708674478763087,0.2,0.20836314202065456,0.20133002296840144,25
B,gaussian_blur,raw_hard_11,all,100,1.2830000000000001,1.3,0.3672224393785671,0.3699115704872422,0.3,0.19489158154221745,0.20790698396222884,100
B,gaussian_blur,raw_hard_11,quartile_1,25,1.34,1.4,0.3881184961403412,0.32986962204761905,0.44,0.19660766368202368,0.3069703067574603,25
B,gaussian_blur,raw_hard_11,quartile_2,25,1.412,1.5,0.40470550998614835,0.3933542663439733,0.2,0.22836959213669458,0.2791452631195413,25
B,gaussian_blur,raw_hard_11,quartile_3,25,1.2,1.3,0.3380555622174618,0.3790556465526851,0.32,0.20325011354296987,0.183583371334054,25
B,gaussian_blur,raw_hard_11,quartile_4,25,1.18,1.3,0.338010189170317,0.3496831321269538,0.24,0.15133895680718176,0.11792602765062973,25
B,gaussian_blur,T015_zero_soft,all,100,1.3293515808042264,1.3106388862427778,0.3408078097421047,0.3245526900008219,0.3,0.24199728187186725,0.2901294265928297,100
B,gaussian_blur,T015_zero_soft,quartile_1,25,1.4650924333201127,1.5730986776396687,0.3865651599665671,0.42450535207695417,0.44,0.26390711253425164,0.3113995776646092,25
B,gaussian_blur,T015_zero_soft,quartile_2,25,1.4698729004726956,1.532918939572542,0.3903758960554836,0.41145604452761564,0.2,0.22958372530689197,0.18164975363768868,25
B,gaussian_blur,T015_zero_soft,quartile_3,25,1.2419924381979597,1.2593593709862534,0.31115762442071876,0.31364400192738406,0.36,0.2629530464422079,0.23115669303779424,25
B,gaussian_blur,T015_zero_soft,quartile_4,25,1.1404485512261373,1.2053962584817586,0.27513255852564955,0.267083781962574,0.2,0.2115452432041174,0.3209107087394919,25
B,gaussian_blur,T015_zero_hard,all,100,1.3229999999999997,1.4,0.3845379620714582,0.3783752342796749,0.3,0.17271062621088507,0.1952722589783058,100
B,gaussian_blur,T015_zero_hard,quartile_1,25,1.296,1.6,0.3824303769010397,0.4228104552401626,0.44,0.20432066246668662,0.3069703067574603,25
B,gaussian_blur,T015_zero_hard,quartile_2,25,1.4879999999999998,1.5999999999999999,0.4367752825133958,0.43751800809102914,0.2,0.16038711435867192,0.1851851851851852,25
B,gaussian_blur,T015_zero_hard,quartile_3,25,1.232,1.3,0.3475682472468778,0.36260560740140235,0.36,0.2236317942402753,0.22681869063019364,25
B,gaussian_blur,T015_zero_hard,quartile_4,25,1.276,1.3,0.3713779416245198,0.36513629889508703,0.2,0.10250293377790659,0.08616076077126703,25
