bank,target,policy,stratum,control,L1_reduction,JS_reduction,dominant_agreement_gain
A,gaussian_noise,BBSE-S-11,quartile_1,raw_hard_11,0.7217260222217798,0.23686247567316754,0.36
A,gaussian_noise,BBSE-S-11,quartile_1,T015_zero_hard,0.7497260222217799,0.2512085151381347,0.39999999999999997
A,gaussian_noise,BBSE-S-11,quartile_2,raw_soft_11,0.7300764629213239,0.21801169126471415,0.6
A,gaussian_noise,BBSE-S-11,quartile_2,raw_hard_11,0.699094001993162,0.23458175365573758,0.52
A,gaussian_noise,BBSE-S-11,quartile_2,T015_zero_hard,0.7750940019931623,0.26539611636703087,0.6
A,gaussian_noise,BBSE-S-11,quartile_3,raw_soft_11,0.3946977831511256,0.112684093284243,0.31999999999999995
A,gaussian_noise,BBSE-S-11,quartile_3,raw_hard_11,0.3764174458036855,0.147063186828908,0.27999999999999997
A,gaussian_noise,BBSE-S-11,quartile_3,T015_zero_hard,0.4284174458036858,0.1731398774700843,0.36
A,gaussian_noise,BBSE-S-11,quartile_4,raw_soft_11,0.1356205805902594,0.04080646895365589,0.27999999999999997
A,gaussian_noise,BBSE-S-11,quartile_4,raw_hard_11,0.23160328706305988,0.11195992431389687,0.19999999999999996
A,gaussian_noise,BBSE-S-11,quartile_4,T015_zero_hard,0.2716032870630599,0.12024623215847521,0.24
A,gaussian_blur,BBSE-H-01,all,raw_soft_01,0.27657047761300424,0.058728914018865375,0.21999999999999997
A,gaussian_blur,BBSE-H-01,all,raw_hard_01,0.2475786500697208,0.08711569418817705,0.19
A,gaussian_blur,BBSE-H-01,all,T015_zero_hard,0.2965786500697205,0.10526227633986202,0.19
A,gaussian_blur,BBSE-H-01,quartile_1,raw_soft_01,0.4690284203398164,0.10697675733234152,0.16000000000000003
A,gaussian_blur,BBSE-H-01,quartile_1,raw_hard_01,0.3413393654522977,0.107180300048756,0.2
A,gaussian_blur,BBSE-H-01,quartile_1,T015_zero_hard,0.3293393654522977,0.10800135296248026,0.2
A,gaussian_blur,BBSE-H-01,quartile_2,raw_soft_01,0.49647526928310826,0.14725229689054403,0.32
A,gaussian_blur,BBSE-H-01,quartile_2,raw_hard_01,0.45602182506420297,0.16380273038784415,0.24
A,gaussian_blur,BBSE-H-01,quartile_2,T015_zero_hard,0.5280218250642026,0.19430822636905937,0.24
