policy,comparison,bank,context,salt,new_mean,baseline_mean,new_mean_exact,baseline_mean_exact,new_p90,baseline_p90,relative_mean_reduction,clients_better,clients_equal,clients_worse
ROT-CURRENT,vs_P,A,clean,T013-S0,0.11628705209109622,0.01410265346913888,611519089398434197092416783782548624389526988260302473426787739351170927945251883505248709283927383825599344087872425427804577763308719765598336103002306189255297323907036738723/5258703169458507085586141697187113036104897796062142922255968732385745451080913460546752369412432942259775056431742098152924039555972378511931781370763653380340169158602624000000,875592089616180909180391799613213452345866170565029487294519514474988511825103632022001134600088744624546549088560732148586673683801100403/62087045642315235377223819373606387455380907159622506133135234228295886849398238249158983674650935314640956651559355100299554480985841000000,0.34439641624476347,0.051541079253143975,-7.245756895719626,10,28,62
ROT-CURRENT,vs_P,A,clean,T013-S1,0.11640235411934756,0.015283455208744315,244812712380808245888703874566345947193886847445311865082030799409990118525542253575174937897695019653888166878309734340696509397643136830428612043350211434575750709/2103159461275167253192411937035028212780781455216425178414287213969627913941769744576489139751587131712420560412226189366270189822752352956815049642297201119008000000,831744726262908300471537139283223755611156327372205558404242388285802788695251162225341789442511379014076414323022998536601501041/54421249311937774687282806540882600717444155439497563048237469173329753743684124889334226260916463599734375752338830393920032000000,0.3413175363089458,0.07082371232233402,-6.616232882519185,10,28,62
ROT-CURRENT,vs_P,A,clean,T013-S2,0.11647149277619222,0.015446250276702178,28232154663446922850139676424099339822014024953968194819243085396752093028102882330121318789823115825977036070101506031660621185059962746623650719203984367802933252483846527480349459960497207/242395405008647924577765715148438062530974613664375675848673441682230882108884953915707409414394467250391268198645950994735043202765634355079573321982704610374275429467259817188303809184000000,222538550182435873215971831348424959554670747201456568907798496077077487862578788904709686191860706061115289586425832289469184118027579220401/14407286311946807237775465024348257930801064003274877576825571124321613868345360691743783528324374904578592383779699069839112477314108252000000,0.3396186473190298,0.0613591171675478,-6.540438015035144,10,28,62
ROT-CURRENT,vs_P,A,clean,T013-S3,0.1163231334668454,0.01525980667712776,1428664554185546692162985009279442408524829200177325205293963223557210837667647267723880726131077856405338532097428783911335813733000814949183061178462850108003575234317/12281860981614176223239895236390204964234840369665706462629708215996326262847062294764765215272570215940846307514720541989118479929950382041736067531392024046175555200000,110681761470537721567431536046023016482917620205724259412003168711759039436185182685573070289795531093696777699627914368428826323787/7253156203900908974557095560019376311563037418207677900866333534869881809141435120424360169309217733080465434000175945587122852000000,0.3395642482725031,0.05586534930736403,-6.622844504393161,11,29,60
ROT-CURRENT,vs_P,A,brightness_dark,T013-S0,0.11110208315259903,0.02273440083162813,763164164307887731594534741280459794793793412469059788878968560908503912264578677602979471493504095872611153705581142508063410252450428338993477492859934623126851/6869035599086648326040856582409943769453662783260228663738088347957537242759950650282772211001219783164027706886128559547070334997919272165220636067935158432000000,236636852624469859275930153804784561910418181724832258414932741922498361255222921754810816869034667031488984276112562650534232613797/10408756948424184971445463211348882526368977889334656896542294051981387321935493928691474411849195570210523025058293612567403136000000,0.3449756169939405,0.07428623006387206,-3.8869589295722133,15,37,48
ROT-CURRENT,vs_P,A,brightness_dark,T013-S1,0.1110945918714412,0.022412535948232306,252497855504538793956560957231659165631483977316943101888049945687556335433539549867072614876410766349692708550895187415881937478173718820550800947084209120555337/2272818606658455691370378204918705058738053560184521242590633701208497379015408226075368150131694891712888984652453252688458303459371568455296389613859952224000000,119223064029154685143032569697057733982727266641168641521362172945450163578924741703347600989759784005258806885753715422516656083613/5319481218213412698600438791077276726633553468758189406163401916230887281163294782736085454576864485896761938721911821861722768000000,0.3374133558361978,0.08131788068294155,-3.956805964663866,16,36,48
ROT-CURRENT,vs_P,A,brightness_dark,T013-S2,0.11104119072312464,0.023234295959268885,26573407996453007186483795543215288420965206619687740508576846389715462999755781884387839831951917172986607888993205904955789816497203665681225715208412250625367110989/239311266597567382426402796107446153053390869777212545358303130395764635424030446941813093284392181542852048665870561926746186045274607993157892873588861639346576000000,41991736300677687095101139043645351784785007202504870820111886339892591660006688647691757768302451481103092092740176423490407695647499241263620389/1807316923839298645248078066256890867429080265319067212150539118296867495208419278258517251440157879782464413713469537679771723036514920714432000000,0.3434657624536178,0.07958095840426654,-3.7791932631738234,17,36,47
ROT-CURRENT,vs_P,A,brightness_dark,T013-S3,0.11106942124190357,0.021643825196068216,11894570139052568727953084704162289125897879782634179400456857789562993780374250907498377803474816078638278915043515928677472787135009126239833264068061532701701767/107091312856909530893244619691649956644157500591731140999752451376637492021948638007922552256489494240872616626511627014624829472345911462168629576870273597056000000,131837785784873785477846438756031365684484920338615826333986037676296651574585617869180113023552301235138389691452012783/6091242402420771087853568957951831602849901077550078187438436912420042101038350822849130394057051805059744223495593600000,0.33427765516547264,0.0770817031741112,-4.13169092042382,16,36,48
ROT-CURRENT,vs_P,A,contrast_low,T013-S0,0.10427482407812243,0.025156459413006402,1867555534377777509310650864750413751418037407828637461896460859825964228477432489945221457813337531569291527286632958041895773686582487531259882031139286756011012229240538859/17909937042699873178587605410553762522837612138984561982158233334489515515165210045633452614119725784944103355700287187941539741964859853927075399869251847908074415081452000000,1236011898195277350072122246838412448678714783816711469773233536665179089483513458106048781882536939662280958531286684097383914508529913/49132983219261530356063173800289765263908005458014592501017804840868128200740785541653730424087902287620716878462691791689711581472000000,0.31882327497939933,0.08376173645030946,-3.145051669083854,11,29,60
ROT-CURRENT,vs_P,A,contrast_low,T013-S1,0.10427631354244572,0.02506281554541304,4584069780549250191961169778166886661880820710087208534319231717712227758049671685586294323843063462276865032165314989166151749309836031679750987006325137853610550387493/43960796319130540529721793159878216442890214066803241704849254084685646061321281106416142699573853539696991524131234507187655414568774199820785379719202911248148928000000,614160422377319456473870324373446217526320222007356568125701220822505878925007779459036397880263895726888647501424936361791375899753/24504845485714879979006044610906754070189635392233030212037503758654470019780544992753060057568811992115312392054886249819068775800000,0.32643199440182624,0.08389353546224376,-3.160598531058903,11,28,61
ROT-CURRENT,vs_P,A,contrast_low,T013-S2,0.10448461250762478,0.0259783509919807,81462145425669931313253209733057708709119100314983150514680848170863184566137760444461495845855908838892904724989943006161672483218203468990380916632922569140115962042922761655545951/779656864973540653657689309107636686266677563751688586898847037252369121086324678078016731394693905963076319853766159744807269773832790801231193732055813658674843543497592220256000000,3716406078038160826330942519527662995775865312232313441628376997181294474961345231107897731106296888989282632103819689331094145783045927610606204253/143057812991493737148803354161097419173914339312977755060942405662249322920347936395111090366883764394822226317272998434397598740464742707217696000000,0.31488421450120374,0.08521300539673568,-3.0219878675085385,11,27,62
ROT-CURRENT,vs_P,A,contrast_low,T013-S3,0.10421937454747394,0.025299277978226165,1212413254740429673076631514231882939350429543227243375498472301780064935351565846787569609746976458069590479127828992519088663193211069912410099010266384362159607/11633280855932905333998003170383450037667568302665562150926875418036277706308466003122378891762580757954791311058946491325349376267250135767509971474265542784000000,415491647917048621093564117490994756536505465442023726008873785447135683127079951690654744923227914175050654620657159/16423063467449215922150606724819258648889531865769326523902047051020347794928890885030113095082206471994416127171750000,0.32321611369519176,0.08247223418908163,-3.119460430339964,11,29,60
ROT-CURRENT,vs_P,A,gaussian_noise,T013-S0,0.15202167428133098,0.013178013494602934,11165993620315977277097612255512679053680617349011136102242035034545347364694006974992146236730183776285351220245550792525251972571173331910054085968313721647444011218194436070853/73450010816564308494984061690546307719366386880369587329415827719693950587788732228032847105324580639355295447096195105922652622562740474190403595294903056824013501842584896000000,582086018314130191904015878111134275270813422676207301372249851714786447745868461271069223192648060653331307992372023225331073505013/44170998804373968358789430728232204965387224601202022566391138011906250843451507919287806635798337125220031638356109027978009144000000,0.3900556992102185,0.0572659441381927,-10.536008393343321,7,21,72
ROT-CURRENT,vs_P,A,gaussian_noise,T013-S1,0.15190232822999217,0.01307797019783079,131859479478285147194798589303103680756452642644770431402850577091591674414848722777996883646065277288965254368268259566909661105262747127919641602500396845600545633/868054367663406988246404784729532053944402402432508821278375646623832421790605470528384145363680155306417761939001153261230949873799011142123037058271045538164000000,211270916286194182246271169781237768237993457589447210248702269382662299091593809291967548474200579869469520375152493261/16154717673331078121917979499768306764531548759758267586144605963094644987980923374368106195560262644725220188171056000000,0.38899235108572106,0.047443781312606514,-10.61513032467285,7,22,71
ROT-CURRENT,vs_P,A,gaussian_noise,T013-S2,0.15203814773026825,0.013230630373728881,3534748707247903326725088089104867042697942206573448754393473888916137276530815794488518637611236068867094762124222593394120343389475440215412959992427068076794111033369623806855843057041/23249090836853138791008069064239240508739757735714675127040901229703829484672449104449816068378771782737917767043103243007420230513827631444569331926008432633831793920876957921049312000000,25580201639418892399586322131016615988221047980548328203192937757380999221560168540979605781105657386722442334927791536605586342273/1933407624342047402868372899995489630429135662086390474486334388405573906201193117510135926095443080200700750639113855008381358000000,0.3888818236640116,0.05196682196489976,-10.49137595379881,7,22,71
ROT-CURRENT,vs_P,A,gaussian_noise,T013-S3,0.15185139151261018,0.012981213800667652,190003059698555370179502140826354093646145050673148423036033891930139226846032817800411044185427915476330019436448003719344889741180453923731440236313994331670702401739573/1251243454576950521613319042297637193562034109934928207603905774241896508888479614577225257062651548490721336465035535131143137202295793714642563280433570302920145024000000,130495080671841069650311322888715623330316679003503819319664461921238805756733771227542502403208834490462618787784152997741479/10052610077582222953300610359944097349130343489090105180645136485925076787650900268117016536399971500874227922179913712242000000,0.3843877945227909,0.05266294608698942,-10.697780642423448,7,22,71
ROT-CURRENT,vs_P,A,gaussian_blur,T013-S0,0.10746896823884282,0.018999883230678905,803884322740363219738969264090727730088096916322727906028462814824466678146957871038737141691569385560346134474320151414887976467300088530595114745042565131674647290296195005682633199/7480152977311389173718446243811019265712184616387726989490466815404027017779730581346506082835542505611257958106344069048855103241874762302413902298440410261865998760596757235776000000,3264667254345118345033818092465021770943953633621381744518304500580088048999346621690031676844122765141646636582318509501368525142077169101497616029327330702130377368453/171825648332074761463123994471040926129028839945987587595807905545949421212793459061464521106538861361895091609868596479137400818152127998011562861292007899376400652800000,0.3056356140517535,0.06629783801485245,-4.656296248458719,18,25,57
ROT-CURRENT,vs_P,A,gaussian_blur,T013-S1,0.10758373273124931,0.018358503483926286,47286150075711143763593685519559625215042085849019813785951660426030831990256586810737105903663528279452537892961767704583637278892119899130848289489525598628555959968015958867/439528810492519475185148394400914968403474560971432784650054195307250852617540200558507156356753406569848189597405966500014454717187626755393891447311684516043884757865056000000,46619080676289621956954309273141213894843199709570311759426182171457985937583484247692560871584986197580064054064099531965102030361602739993022620889/2539372597396447199259830261101952019111511847019465421387656480302805116840370713886699258146225775365379221338049626894630464941155170292584864000000,0.3014678292060319,0.06496259982923903,-4.860158091069014,17,23,60
ROT-CURRENT,vs_P,A,gaussian_blur,T013-S2,0.10752913810192972,0.01861224510247813,230477565670443240314249777634491735002073553823304470901616581043724910383713692644537899570682237742191053622368349464646810663608097580056703566819752832047439976952898691405856437483992459739121133/2143396382959634904291289222345717713342194522790702241271688772068070532505592887560648654525465744887961566999525913255791325141544752154097964539272077777360038872959926259662663283706625696608000000,157103493897936292425751050156299601115131214159182823089085871929448245452596224419808595538047641109103006186344101698368799702011260394851575689790838776364205987476337/8440867452203211930112212517175444243165822002614341685437945926061131379265663708823324847808003470312483847543270822528251642099236097782804312768333371646704400291200000,0.2980545988503154,0.06071953805974376,-4.777333014361214,19,23,58
ROT-CURRENT,vs_P,A,gaussian_blur,T013-S3,0.10737210289960489,0.017871097174483982,15353756692082833399657086882562338817795856258483163323110374481011928927213390191776280861024181388490600628802249646386457795413624147112295897929808823003473348046137/142995771503505985159001133843526319632746230018879657523313799935203343528095412637390898577099484909712250656427466249501741133384976134535800507256671403089046848000000,16170633976468247939652107312016810860105510779186650838844246424600055461362242517406092946563757352779006416169586465123219150588206667694578949/904848416333182793898564652560844002849722095521116544941521812068222502586883022236614457600845646917841412605415179549023256387419922620632000000,0.3001172443307939,0.05994217611026342,-5.008142748667316,18,23,59
ROT-CURRENT,vs_P,B,clean,T013-S0,0.1376182473996718,0.013651751181850925,2422942582864521004025697984300751942968769196239081464406237740703923834876729891968404935049573271979845213826823559898382759595615172593991368810254630439991252412221763/17606259552396388629152249577553800021536477246502738100557232063422674655466180331864085825881621762881697360312151695900832144227932764630656425810513437608975439168000000,106838830196051913734646702132889014357494667638549620797049534791592729204381907020537066560353855249440923337478082804045419234624099207625798683128127/7826016514136799679499043074974441145189201510373262741764709507092012422572846671333252837842141422636814247462804474241416459865659094141981105728000000,0.3812852513284536,0.049492032503386046,-9.080629625203388,10,25,65
ROT-CURRENT,vs_P,B,clean,T013-S1,0.1376707856417518,0.013657847972183007,3336557188653080882310531822150408409383037832829248838366022369129981019952402077545018584582094814746681985938429712324200588392919688776083540368294963180850448516704451/24235767763652490436317428109619445095256670586912606984008597858505260008413350970975699028656677282852186529381699808441971311964245626713135113375446910055493855184000000,136964465591262369225795840026611344320316992546237448698194428731508254553458408102362189978803240318886854700444844952347372058061/10028261104547249249775740360179584548700993904052676131494482775606283208122889426173705056897763645203496763165725410348193064000000,0.3857328711092114,0.04867272452421841,-9.07997642982602,10,25,65
ROT-CURRENT,vs_P,B,clean,T013-S2,0.13774474983490617,0.01377544857879653,15006011338705903227945527274156727981711095368369591065911153646687442677898853317732283874293773575556922688470503285565838146105982789671562871273958516004447165246673051328282767910588745097/108940713578494580777643276068317532566253435738063304493199794553051806167884451909548851460840511835855212476737041686453056834367216742507382129417285955442759677061017730049095410275368000000,8868679089179783541768582716020648238781796106592460208410299634558250874145715861837407294943636485269637974521674672030450151842020671/643803288034528818023673768429323247633234908006403193337458185125154371618968421456112953432945682837634362425265561008283893628912000000,0.37577811737539757,0.053608780315562585,-8.999293238764354,10,25,65
ROT-CURRENT,vs_P,B,clean,T013-S3,0.13762850580083025,0.014717120416458729,135972469693843141803903939625762848495338460280809951443219436202918584696730650745098436985658303147389567192009134968480253151746296007364872204376476192943232774805201/987967346609257999134150396221388546387714365030461975743889763845586833202550452240636260699131751194065136795669431833536442429659243967180827785245799581361474808000000,74667911416412629299584068589830361766682237826236426552973511175562699053060870187582127260857620147125293174662254481017916907414481921/5073540835672486178432729564512457587188327648054930355283212763528181518602261867382115932942242694769637509964113730750098915100898400000,0.3841142361722943,0.05821327558274431,-8.351592017071148,11,25,64
ROT-CURRENT,vs_P,B,brightness_dark,T013-S0,0.10997484599059298,0.018254374356048993,8755137223468758299004442183676676500694224663883939682653657222570677180303686894755408658547498132599221345239563095003765125715288339747090411137690197163200699/79610361302235001112063260903828066251103989180349316820759382904533508557115325485328539471091060051029244192628977151673738241514346436376403269300171579776000000,19640825503169443069548476823033997097751408398043999995254367997874452475719467455337596310891283522793135308607078220956188881/1075951720945233096076644946387107972541759136792914709173278277029293707043156287853160472591399169961807217806315238016064000000,0.3369740510091479,0.04843771885995619,-5.024574923552524,15,36,49
ROT-CURRENT,vs_P,B,brightness_dark,T013-S1,0.10999658293027498,0.0190245913159035,697610124194416103523259030028120681496792487944127355603312613088766679933617461007571194836445783150672089894815116281484744835844333775803110422335677583309/6342107232882131239761911182581318335182262015210543720479816757855662665816835804465491476009318844558676716774521553263921675746741270085778797444948256000000,9830685567372588902599501717618911569962483037230269157568701572310197977511218427940228947933965192857078229989137090216852146717933/516735702971694376228070673052756680073165489699918996521885097118745519976905177949808398639414805639154356376699861183409179372000000,0.33150794021553737,0.052109119990592104,-4.781810557913217,15,37,48
ROT-CURRENT,vs_P,B,brightness_dark,T013-S2,0.10993594808088138,0.018140619540135853,393512536765107013508324294202525281993668607493026054489515266922891619667422331503594179044242682097426861816915211090974659277399093350763322687258118225907265853269916871/3579470988648721999961323212858369585434645848133502044966648226337784417186497070661217976108661634718513632786211020775246428706985787752347962656917808840299525010336000000,496873857947241279608495864997771745745622126771693703607912311589237291987981518674783234733747880354390617590193418476102293446287721341277/27390126166745031524512976092302990814387116757627435313696252787756306435832102317499513727452771493254044060864766134310615038001450176000000,0.3342278798787159,0.04913094308573106,-5.060209125584145,15,36,49
ROT-CURRENT,vs_P,B,brightness_dark,T013-S3,0.10996980079394042,0.018073268864106817,7550827768444949694048373424363295532404348937345192938888481717984802923258772959263791490729514169552845360393969454411930555037761776540703285140937829083/68662739351447631882055069493631279466848601271171146476658558516828881758531264280650467030595812903431230103240799741972321394203820888968575705425088000000,12518362993504975710132478669257507418607605262663584394639224371999734848184600070080268639355123186815421283239/692645203677914397118485975790322551995210144228933311068364200398798391670676911199652068738384379292870209125000,0.3350285761512448,0.0523610031462748,-5.084665791274673,15,36,49
ROT-CURRENT,vs_P,B,contrast_low,T013-S0,0.10542678605971657,0.030747832962941944,1223001443526453944978326262554430038260649004937597544505502047198051391566655593025976536239890932078182299871829119847195586098157566055422500767645731789998323922412789661208299/11600481141801220256249335075680598631192195433765968610587673629548873073358688529077334859596715827617715072727344415075990589347543305706813861400112852912234695541237437824000000,1326841448399619243498597875260613816685840460331102379984440285441174574149784771244137318093584277081321181498896792580352562733413629/43152356460332073341439415294088806333761452377521669675885579276393790707950953922867405116493888663295439524907413685712519985024000000,0.2968410155975042,0.1001416458095041,-2.428755001589204,17,29,54
ROT-CURRENT,vs_P,B,contrast_low,T013-S1,0.10542247137082883,0.029405457234345414,1770362112311887949382516309665387144427770682302343870997071988696710072316412550924967460262974453083146231201794787791829139893680250333265828042132553567654402190320521/16793024193907866482353724987073478681184061773518838331252415060349916795424729382650966511237212052164250762218131581745684368365271744331540015052735512096792890496000000,16411181342168112167525391908009285323361721626617434047586128302420129178354230633326723255626367695524073226096234166349772112046460879421/558099852397463857109850079167585096634553686972357760026163615531898209738528549404677894260657696220452658908855658700172792408626608000000,0.3041234315956867,0.09655729472056884,-2.585132872808927,16,29,55
ROT-CURRENT,vs_P,B,contrast_low,T013-S2,0.1055842468187091,0.03163709316235362,12373556716754333290194743919606005904745922296290092739145020296775707995312351434157076352779005546568099575632815639613807086773563517639681739181988939462140748501514490816531963479939/117191314893783858608202400817001621004105077956105563860787356555255755907254983216456004119360393576778349944067386743865623449882490151240182453536534229174537877804083983255787718400000,1335819822485299196692564642708516274233007356327248338765171192008963643769115535520546523115418637022563502359638783818815442131689955716168777517/42223216135256397523331274149647673220476709693266791328260836153569301081164841919503928525818924526021795722630013534309364383625040529740576000000,0.3038386501490302,0.09653577408450131,-2.337356130567282,17,26,57
ROT-CURRENT,vs_P,B,contrast_low,T013-S3,0.1053227440639333,0.030968087569511766,14942061734308247379172097078580710346850146012318228739461794521929098123913731043857402435087717697099167455598952254185222663914868308511245961280239086965449/141869278730889089439000038663212805337409369544701977450327749000442411052542268330760718192226594609204772086084713308845724100820123606920853310661774912000000,547856939268884975347182881156627697937170504038212921604081529741012525777317818251123834866797143292409722952234018524272039824531418517/17691016212710945889775103564528994328699097767178246303044787903202682286117127215341265090959464410461165641946926724581639201029712000000,0.29440084478172796,0.09991135138837492,-2.4010089847338216,17,29,54
ROT-CURRENT,vs_P,B,gaussian_noise,T013-S0,0.1595397832192302,0.012506677980768816,23436397606249565452451929667790110838981101346569519012076738680580482243876163409308381137741506054907652379169924850699313480980577321380380037931939141355639837457947406010649/146900021633128616989968123381092615438732773760739174658831655439387901175577464456065694210649161278710590894192390211845305245125480948380807190589806113648027003685169792000000,91222456965086196515737409023286357400622818911734726023830343865800053102432062156503802222721724643622869039987991616246403945201543253/7293899875359110155788057342020992274219839332282833917789045547611163532656237070602056969634841380787565562346696139626999360861312000000,0.409252144140705,0.04372400823869221,-11.756367715275811,8,17,75
ROT-CURRENT,vs_P,B,gaussian_noise,T013-S1,0.1594778557715803,0.012662662762279757,197506411252212841529083326544481693686629539584498384831107459519167254398950555135325437072487841184691017226744719168968879654669518582220978996621770598549006039/1238456651530985880523348749828874863143834613367762351926571417405430383282955330501746941284503526898418618340610422206499431752721651750853408613481006145952000000,24887853831762665732157206028949869346195974671221921197683371147130579376478527130003841274647528719841218764960370477/1965451840500719037545282246202673342383109072294404521856309338998191448730547496908784746142611719953128779759952000000,0.4039907682743924,0.04260654298649791,-11.59433807608316,9,18,73
ROT-CURRENT,vs_P,B,gaussian_noise,T013-S2,0.1595138476279106,0.011799907990129394,265998668825391271425123897073672435431833736825435200528737137978748594912638496496159777947318173429444930101661325144205778217210024468482660679406501655917931793914141559158154603205884723/1667558477091419019639147009684357704919740678412436859493353921376429447660244916353491394866518690195714205279491862432139471598777172236085318759391899336986060792820340464605702690184000000,116515495304878975237917271938630733412708640536064154643535312846634443260978054836586682219940152817648045463774971816807531/9874271511468057903939786239784467075922404569742008400386255439501826709978311247256115118345774463188684006630834599888000000,0.4071493822467218,0.03836433680320934,-12.518228087993883,9,18,73
ROT-CURRENT,vs_P,B,gaussian_noise,T013-S3,0.15938561233312634,0.012649836833747598,6049382860295429639897232109431054027082893240521656911480972084084762645038075356831940065082629347105729227627386894882514674092706805789883548675231024572017943697802061/37954384788834165822270677616361661538048368001359488963985141818670860769617214975509166130900430304218547206106077898978008495136305742677491086173151632521911065728000000,9271786274803225732651461362244272714590979092331150590600362921378956810516241007272280645094558395238655420756802799863/732956985663853618541473450305981257086280950648222129576096859642679289060305386984760025998535980997425655892130576000000,0.41208747503977555,0.04260507745643062,-11.599815667812633,8,19,73
ROT-CURRENT,vs_P,B,gaussian_blur,T013-S0,0.11497672004952104,0.017516103407535746,3685259857290226389002290864701854834984824131300873697819249050141016970307700559698565004362535553317148114611609524922911354917781451437622405478406090407464436811082937/32052226361153517179208530994904183493809877630594709376729626661459307266069496922451162091093880852949988933516741541608942837095348040067521299856471173005306695750400000,5583219950337278503317967889522369015592901500213780797487053337018272965539113658566043344022016286324950117294152651417076861660710073050469632495599748273568191881/318747829950311673371448498952631316625053092000934743670948929830282127363474385287787861290638078141902678487489580607780032742237820856658877237764496633890624000000,0.3049386473526555,0.05840751809423723,-5.5640580769839465,18,22,60
ROT-CURRENT,vs_P,B,gaussian_blur,T013-S1,0.11540273742010035,0.01782892488406006,1434321611733187609859068234386481310428892687906402791708672776282921497180647288621041602603618729929830514995097395039006303738117582106489350172360362329949141108020394869/12428835258143224234027332489486027384159949024899127586505388556246168068876458113479636812144697872155090194271119875321745506141552427530418524217039922047513450736544000000,2486432227280503348930548974868135818373559598604158829019295107591817802445023724810592256411908668042474501606424157694915907912836696914199457743/139460581243656284616886924867396923892800443235349439942100299904196909172891082338321015210403124230741711752628322018164910119894400482762804000000,0.314621350903544,0.058663663022515904,-5.472781627078147,18,22,60
ROT-CURRENT,vs_P,B,gaussian_blur,T013-S2,0.11503974125335904,0.01774060960995557,1083847411872846151151966808138007981682859031511073665093334029336071828604831252587126707130274549877567847080386968035697769049439726782990199634174071646990830755105580634401239420072985306010888443/9421504256392778606505260164647614622351558152380788841361850620642215731871086664052208736096781682257524328311128541505443371418805650206886052937261487991831030973448463432045701537474175698017600000,418259339587211539490756182206141129800450778843204435579069956527124232357869428470390052822063922765486174073542956127759237509178498958642098066630828724611266609/23576379210356742883505901446433683343493975234362653057753180253453863548837758876136618641080047509669495807899234777536485992694709847379517327931598645258366000000,0.31478044756226076,0.05846613551042816,-5.4845427402225075,18,23,59
ROT-CURRENT,vs_P,B,gaussian_blur,T013-S3,0.1149238686705218,0.017569016159216168,891965719446436622726337982611051150796135896307398132816971341941664879436686253434699808751002203725221675423849259523560854324442576704772556171540822285759/7761361758571112226321633716167532104645692701091364923807888679612546235141845774721887231024276761953455646594183531534405322092877312350170396904450688000000,16186734352818977271522170099252056023473441184085341666702578453454683104551757085240618689589727715792992310798789076484100258684207398087421/921322753996552695369519146347166044171318484204327121027071418659877848372146343002107288287740119439040937674037354369631829200628652432000000,0.3050216935978086,0.05939761216502052,-5.541280833772599,19,21,60
ROT-CLEAN-SURROGATE,vs_P,A,clean,T013-S0,0.11628705209109622,0.01410265346913888,611519089398434197092416783782548624389526988260302473426787739351170927945251883505248709283927383825599344087872425427804577763308719765598336103002306189255297323907036738723/5258703169458507085586141697187113036104897796062142922255968732385745451080913460546752369412432942259775056431742098152924039555972378511931781370763653380340169158602624000000,875592089616180909180391799613213452345866170565029487294519514474988511825103632022001134600088744624546549088560732148586673683801100403/62087045642315235377223819373606387455380907159622506133135234228295886849398238249158983674650935314640956651559355100299554480985841000000,0.34439641624476347,0.051541079253143975,-7.245756895719626,10,28,62
ROT-CLEAN-SURROGATE,vs_P,A,clean,T013-S1,0.11640235411934756,0.015283455208744315,244812712380808245888703874566345947193886847445311865082030799409990118525542253575174937897695019653888166878309734340696509397643136830428612043350211434575750709/2103159461275167253192411937035028212780781455216425178414287213969627913941769744576489139751587131712420560412226189366270189822752352956815049642297201119008000000,831744726262908300471537139283223755611156327372205558404242388285802788695251162225341789442511379014076414323022998536601501041/54421249311937774687282806540882600717444155439497563048237469173329753743684124889334226260916463599734375752338830393920032000000,0.3413175363089458,0.07082371232233402,-6.616232882519185,10,28,62
ROT-CLEAN-SURROGATE,vs_P,A,clean,T013-S2,0.11647149277619222,0.015446250276702178,28232154663446922850139676424099339822014024953968194819243085396752093028102882330121318789823115825977036070101506031660621185059962746623650719203984367802933252483846527480349459960497207/242395405008647924577765715148438062530974613664375675848673441682230882108884953915707409414394467250391268198645950994735043202765634355079573321982704610374275429467259817188303809184000000,222538550182435873215971831348424959554670747201456568907798496077077487862578788904709686191860706061115289586425832289469184118027579220401/14407286311946807237775465024348257930801064003274877576825571124321613868345360691743783528324374904578592383779699069839112477314108252000000,0.3396186473190298,0.0613591171675478,-6.540438015035144,10,28,62
ROT-CLEAN-SURROGATE,vs_P,A,clean,T013-S3,0.1163231334668454,0.01525980667712776,1428664554185546692162985009279442408524829200177325205293963223557210837667647267723880726131077856405338532097428783911335813733000814949183061178462850108003575234317/12281860981614176223239895236390204964234840369665706462629708215996326262847062294764765215272570215940846307514720541989118479929950382041736067531392024046175555200000,110681761470537721567431536046023016482917620205724259412003168711759039436185182685573070289795531093696777699627914368428826323787/7253156203900908974557095560019376311563037418207677900866333534869881809141435120424360169309217733080465434000175945587122852000000,0.3395642482725031,0.05586534930736403,-6.622844504393161,11,29,60
