representation,policy,bank,context,salt,macro_class,macro_class_exact,capture,capture_exact,delta_vs_BBSE_pp,clean_delta_vs_zero,true_template_regret,true_template_regret_exact,regret_p90,optimal_set_agreement,canonical_agreement,L1
P,oracle,A,clean,T013-S0,39.115670128760435,4379124746870947087559/111953207818140489775,0.8123936380704208,417891674733031462617/514395553029684521137,0.6009036883602624,4.976980208991895,0.01410265346913888,875592089616180909180391799613213452345866170565029487294519514474988511825103632022001134600088744624546549088560732148586673683801100403/62087045642315235377223819373606387455380907159622506133135234228295886849398238249158983674650935314640956651559355100299554480985841000000,0.051541079253143975,0.65,0.65,0.7184083941651161
P,oracle,A,clean,T013-S1,39.055656911893294,35404097771102715117/906503707029477650,0.7983792226356284,1100940455008560359093/1378969321588943132807,0.7543997301647263,4.916966992124758,0.015283455208744315,831744726262908300471537139283223755611156327372205558404242388285802788695251162225341789442511379014076414323022998536601501041/54421249311937774687282806540882600717444155439497563048237469173329753743684124889334226260916463599734375752338830393920032000000,0.07082371232233402,0.66,0.65,0.7184083941651161
P,oracle,A,clean,T013-S2,39.06935355761002,4373939458155521497762/111953207818140489775,0.8004916748231686,3312021665571698162154/4137484210942399939171,0.6936649539037528,4.9306636378414845,0.015446250276702178,222538550182435873215971831348424959554670747201456568907798496077077487862578788904709686191860706061115289586425832289469184118027579220401/14407286311946807237775465024348257930801064003274877576825571124321613868345360691743783528324374904578592383779699069839112477314108252000000,0.0613591171675478,0.63,0.625,0.7184083941651161
P,oracle,A,clean,T013-S3,38.97003400399879,26176921893178067633497/671719246908842938650,0.773342186234171,3245306809816636809079/4196469386494771626546,0.6209873119198612,4.83134408423025,0.01525980667712776,110681761470537721567431536046023016482917620205724259412003168711759039436185182685573070289795531093696777699627914368428826323787/7253156203900908974557095560019376311563037418207677900866333534869881809141435120424360169309217733080465434000175945587122852000000,0.05586534930736403,0.65,0.645,0.7184083941651161
P,oracle,A,brightness_dark,T013-S0,33.65725645904361,22608226961686561507157/671719246908842938650,0.8984659835648294,901851940468439356311/1003768597771699181435,0.33363100390862993,16.111230004832546,0.02273440083162813,236636852624469859275930153804784561910418181724832258414932741922498361255222921754810816869034667031488984276112562650534232613797/10408756948424184971445463211348882526368977889334656896542294051981387321935493928691474411849195570210523025058293612567403136000000,0.07428623006387206,0.695,0.675,0.7684346693626029
P,oracle,A,brightness_dark,T013-S1,33.69726020864514,870580701932401222082/25835355650340113025,0.9010580738007838,10849094574177142542707/12040394387027914519545,0.41421286134172836,16.151233754434077,0.022412535948232306,119223064029154685143032569697057733982727266641168641521362172945450163578924741703347600989759784005258806885753715422516656083613/5319481218213412698600438791077276726633553468758189406163401916230887281163294782736085454576864485896761938721911821861722768000000,0.08131788068294155,0.685,0.675,0.7684346693626029
P,oracle,A,brightness_dark,T013-S2,33.53010866143379,22522819338829979773823/671719246908842938650,0.891381026641532,10736815662764690542398/12045147183823210116145,0.17955534064059622,15.984082207222734,0.023234295959268885,41991736300677687095101139043645351784785007202504870820111886339892591660006688647691757768302451481103092092740176423490407695647499241263620389/1807316923839298645248078066256890867429080265319067212150539118296867495208419278258517251440157879782464413713469537679771723036514920714432000000,0.07958095840426654,0.675,0.66,0.7684346693626029
P,oracle,A,brightness_dark,T013-S3,33.75649545071011,22674887702432780383039/671719246908842938650,0.9036692950939224,10888884026367491151614/12049633738231375520845,0.42520699094130116,16.210468996499053,0.021643825196068216,131837785784873785477846438756031365684484920338615826333986037676296651574585617869180113023552301235138389691452012783/6091242402420771087853568957951831602849901077550078187438436912420042101038350822849130394057051805059744223495593600000,0.0770817031741112,0.695,0.675,0.7684346693626029
P,oracle,A,contrast_low,T013-S0,31.249615062826653,3498494649365525705024/111953207818140489775,0.8339188640877399,3793316499250545012188/4548783655829897649377,1.5473323454259373,11.294351075116134,0.025156459413006402,1236011898195277350072122246838412448678714783816711469773233536665179089483513458106048781882536939662280958531286684097383914508529913/49132983219261530356063173800289765263908005458014592501017804840868128200740785541653730424087902287620716878462691791689711581472000000,0.08376173645030946,0.655,0.645,0.9182003322799165
P,oracle,A,contrast_low,T013-S1,31.23746173864131,6994268091474645951373/223906415636280979550,0.8342238605846344,7578469376731873648351/9084455306062318509936,1.4739742018343822,11.282197750930793,0.02506281554541304,614160422377319456473870324373446217526320222007356568125701220822505878925007779459036397880263895726888647501424936361791375899753/24504845485714879979006044610906754070189635392233030212037503758654470019780544992753060057568811992115312392054886249819068775800000,0.08389353546224376,0.645,0.635,0.9182003322799165
P,oracle,A,contrast_low,T013-S2,31.178121717851884,2094294444034770897583/67171924690884293865,0.8248648495361796,3769304771327822385031/4569602854876526239254,1.4479117041871914,11.222857730141365,0.0259783509919807,3716406078038160826330942519527662995775865312232313441628376997181294474961345231107897731106296888989282632103819689331094145783045927610606204253/143057812991493737148803354161097419173914339312977755060942405662249322920347936395111090366883764394822226317272998434397598740464742707217696000000,0.08521300539673568,0.65,0.64,0.9182003322799165
P,oracle,A,contrast_low,T013-S3,31.171350325912705,20938395966053799310301/671719246908842938650,0.8256860278040699,7534061068361735104533/9124607677325891101811,1.4350532723485463,11.216086338202187,0.025299277978226165,415491647917048621093564117490994756536505465442023726008873785447135683127079951690654744923227914175050654620657159/16423063467449215922150606724819258648889531865769326523902047051020347794928890885030113095082206471994416127171750000,0.08247223418908163,0.64,0.63,0.9182003322799165
P,oracle,A,gaussian_noise,T013-S0,36.09418639538801,24245159703297434470489/671719246908842938650,0.7917721941291489,1819533798851885225128/2298052157354612021949,0.8306091031392284,5.417542543927757,0.013178013494602934,582086018314130191904015878111134275270813422676207301372249851714786447745868461271069223192648060653331307992372023225331073505013/44170998804373968358789430728232204965387224601202022566391138011906250843451507919287806635798337125220031638356109027978009144000000,0.0572659441381927,0.685,0.685,0.7416556901538719
P,oracle,A,gaussian_noise,T013-S1,36.06206984800984,12111793200139631833513/335859623454421469325,0.7833401673790112,3617494294685599646793/4618037533795086817289,0.7782854913923899,5.385425996549596,0.01307797019783079,211270916286194182246271169781237768237993457589447210248702269382662299091593809291967548474200579869469520375152493261/16154717673331078121917979499768306764531548759758267586144605963094644987980923374368106195560262644725220188171056000000,0.047443781312606514,0.68,0.68,0.7416556901538719
P,oracle,A,gaussian_noise,T013-S2,36.108610746908646,24254848817838029454901/671719246908842938650,0.7948121565116447,3648756712244365434668/4590715784039354734789,0.8781141411509611,5.431966895448401,0.013230630373728881,25580201639418892399586322131016615988221047980548328203192937757380999221560168540979605781105657386722442334927791536605586342273/1933407624342047402868372899995489630429135662086390474486334388405573906201193117510135926095443080200700750639113855008381358000000,0.05196682196489976,0.67,0.67,0.7416556901538719
P,oracle,A,gaussian_noise,T013-S3,36.06918300080455,24228364441917673364351/671719246908842938650,0.7866043669063877,1811136168162004672059/2302474082727212323157,0.778978872928123,5.392539149344305,0.012981213800667652,130495080671841069650311322888715623330316679003503819319664461921238805756733771227542502403208834490462618787784152997741479/10052610077582222953300610359944097349130343489090105180645136485925076787650900268117016536399971500874227922179913712242000000,0.05266294608698942,0.69,0.69,0.7416556901538719
P,oracle,A,gaussian_blur,T013-S0,37.83236862448681,4235455026869669990554/111953207818140489775,0.7575335137347834,2327772334352092330969/3072830828138196424458,0.89613932984312,6.930789448312436,0.018999883230678905,3264667254345118345033818092465021770943953633621381744518304500580088048999346621690031676844122765141646636582318509501368525142077169101497616029327330702130377368453/171825648332074761463123994471040926129028839945987587595807905545949421212793459061464521106538861361895091609868596479137400818152127998011562861292007899376400652800000,0.06629783801485245,0.555,0.555,0.7693456503777586
P,oracle,A,gaussian_blur,T013-S1,37.778627989190156,25376631542148144771833/671719246908842938650,0.7511022258547141,4619446049634309490447/6150222820039745243316,0.7894497321441666,6.877048813015776,0.018358503483926286,46619080676289621956954309273141213894843199709570311759426182171457985937583484247692560871584986197580064054064099531965102030361602739993022620889/2539372597396447199259830261101952019111511847019465421387656480302805116840370713886699258146225775365379221338049626894630464941155170292584864000000,0.06496259982923903,0.565,0.56,0.7693456503777586
P,oracle,A,gaussian_blur,T013-S2,37.80677322362708,12697768618914096983654/335859623454421469325,0.7608498861862641,70278056747187252817/92367835000217686501,0.8250161559273509,6.905194047452709,0.01861224510247813,157103493897936292425751050156299601115131214159182823089085871929448245452596224419808595538047641109103006186344101698368799702011260394851575689790838776364205987476337/8440867452203211930112212517175444243165822002614341685437945926061131379265663708823324847808003470312483847543270822528251642099236097782804312768333371646704400291200000,0.06071953805974376,0.555,0.555,0.7693456503777586
P,oracle,A,gaussian_blur,T013-S3,37.87194715764174,25439315823702604823267/671719246908842938650,0.7668993069473864,4682130331188769541881/6105273911155053629466,0.9700495098225572,6.970367981467364,0.017871097174483982,16170633976468247939652107312016810860105510779186650838844246424600055461362242517406092946563757352779006416169586465123219150588206667694578949/904848416333182793898564652560844002849722095521116544941521812068222502586883022236614457600845646917841412605415179549023256387419922620632000000,0.05994217611026342,0.57,0.565,0.7693456503777586
P,oracle,B,clean,T013-S0,39.01635236113596,13104017412576151444036/335859623454421469325,0.7907957626585994,1638209870895436031827/2071596672935993351968,0.7265258353548757,4.877662441367421,0.013651751181850925,106838830196051913734646702132889014357494667638549620797049534791592729204381907020537066560353855249440923337478082804045419234624099207625798683128127/7826016514136799679499043074974441145189201510373262741764709507092012422572846671333252837842141422636814247462804474241416459865659094141981105728000000,0.049492032503386046,0.63,0.63,0.7184083941651161
P,oracle,B,clean,T013-S1,38.95546403976405,8722378322591606574049/223906415636280979550,0.7955225221581421,3235519884413388897729/4067163146601900121861,0.8191044335974338,4.81677411999551,0.013657847972183007,136964465591262369225795840026611344320316992546237448698194428731508254553458408102362189978803240318886854700444844952347372058061/10028261104547249249775740360179584548700993904052676131494482775606283208122889426173705056897763645203496763165725410348193064000000,0.04867272452421841,0.665,0.66,0.7184083941651161
P,oracle,B,clean,T013-S2,39.002725016272706,13099440537661695713411/335859623454421469325,0.7970474382823207,816816497990490150601/1024802864620922387933,0.6259911287556641,4.864035096504168,0.01377544857879653,8868679089179783541768582716020648238781796106592460208410299634558250874145715861837407294943636485269637974521674672030450151842020671/643803288034528818023673768429323247633234908006403193337458185125154371618968421456112953432945682837634362425265561008283893628912000000,0.053608780315562585,0.655,0.65,0.7184083941651161
P,oracle,B,clean,T013-S3,38.9297283765989,26149847827494825916349/671719246908842938650,0.7733554267231476,3218232744133395091931/4161388971911210748786,0.5991763381545577,4.791038456830361,0.014717120416458729,74667911416412629299584068589830361766682237826236426552973511175562699053060870187582127260857620147125293174662254481017916907414481921/5073540835672486178432729564512457587188327648054930355283212763528181518602261867382115932942242694769637509964113730750098915100898400000,0.05821327558274431,0.63,0.62,0.7184083941651161
P,oracle,B,brightness_dark,T013-S0,33.800153171702945,329046571505794802279/9735061549403520850,0.917828397730856,5459104878917276062913/5947849175743311063642,0.6728418747073301,16.254126717491886,0.018254374356048993,19640825503169443069548476823033997097751408398043999995254367997874452475719467455337596310891283522793135308607078220956188881/1075951720945233096076644946387107972541759136792914709173278277029293707043156287853160472591399169961807217806315238016064000000,0.04843771885995619,0.695,0.675,0.7683893438949474
P,oracle,B,brightness_dark,T013-S1,33.78020166890782,493278513597121743022/14602592324105281275,0.9146259726800982,10904807949402310947587/11922696572292074619309,0.5667419463006231,16.23417521469676,0.0190245913159035,9830685567372588902599501717618911569962483037230269157568701572310197977511218427940228947933965192857078229989137090216852146717933/516735702971694376228070673052756680073165489699918996521885097118745519976905177949808398639414805639154356376699861183409179372000000,0.052109119990592104,0.685,0.675,0.7683893438949474
P,oracle,B,brightness_dark,T013-S2,33.80015745309184,11352108154895583564929/335859623454421469325,0.9133433834544415,10918212633725877898433/11954115868701082530484,0.6128638577807177,16.254130998880782,0.018140619540135853,496873857947241279608495864997771745745622126771693703607912311589237291987981518674783234733747880354390617590193418476102293446287721341277/27390126166745031524512976092302990814387116757627435313696252787756306435832102317499513727452771493254044060864766134310615038001450176000000,0.04913094308573106,0.695,0.68,0.7683893438949474
P,oracle,B,brightness_dark,T013-S3,33.81324364724439,22713006558272217998917/671719246908842938650,0.9175279089207541,2731750720551732191873/2977294416869525981346,0.652633203125086,16.26721719303333,0.018073268864106817,12518362993504975710132478669257507418607605262663584394639224371999734848184600070080268639355123186815421283239/692645203677914397118485975790322551995210144228933311068364200398798391670676911199652068738384379292870209125000,0.0523610031462748,0.7,0.68,0.7683893438949474
P,oracle,B,contrast_low,T013-S0,30.242584905525078,3385754392886007842992/111953207818140489775,0.7671749647928036,1727547864905995713046/2251830344037056589399,0.7409559964219553,10.28732091781456,0.030747832962941944,1326841448399619243498597875260613816685840460331102379984440285441174574149784771244137318093584277081321181498896792580352562733413629/43152356460332073341439415294088806333761452377521669675885579276393790707950953922867405116493888663295439524907413685712519985024000000,0.1001416458095041,0.63,0.62,0.9182514495453833
P,oracle,B,contrast_low,T013-S1,30.528056895513163,20506283387444412304261/671719246908842938650,0.800007774177147,7101948489752348098493/8877349344582434514917,0.9988756230948618,10.572792907802645,0.029405457234345414,16411181342168112167525391908009285323361721626617434047586128302420129178354230633326723255626367695524073226096234166349772112046460879421/558099852397463857109850079167585096634553686972357760026163615531898209738528549404677894260657696220452658908855658700172792408626608000000,0.09655729472056884,0.635,0.625,0.9182514495453833
P,oracle,B,contrast_low,T013-S2,30.0496883216394,403699080185141426237/13434384938176858773,0.7572906351070882,3390309555782503553041/4476893544712964012842,0.36813278736146793,10.094424333928883,0.03163709316235362,1335819822485299196692564642708516274233007356327248338765171192008963643769115535520546523115418637022563502359638783818815442131689955716168777517/42223216135256397523331274149647673220476709693266791328260836153569301081164841919503928525818924526021795722630013534309364383625040529740576000000,0.09653577408450131,0.62,0.605,0.9182514495453833
P,oracle,B,contrast_low,T013-S3,30.18946870387832,20278847182347227373611/671719246908842938650,0.7598029864902919,2291504094885054389281/3015918778458675061002,0.5143820385445714,10.234204716167799,0.030968087569511766,547856939268884975347182881156627697937170504038212921604081529741012525777317818251123834866797143292409722952234018524272039824531418517/17691016212710945889775103564528994328699097767178246303044787903202682286117127215341265090959464410461165641946926724581639201029712000000,0.09991135138837492,0.615,0.605,0.9182514495453833
P,oracle,B,gaussian_noise,T013-S0,36.21542507453864,1871276773657901959723/51670711300680226050,0.8030118344444077,3720505951959061456166/4633189440518302623787,0.7718354368307038,5.538781223078398,0.012506677980768816,91222456965086196515737409023286357400622818911734726023830343865800053102432062156503802222721724643622869039987991616246403945201543253/7293899875359110155788057342020992274219839332282833917789045547611163532656237070602056969634841380787565562346696139626999360861312000000,0.04372400823869221,0.71,0.71,0.7434919764874425
P,oracle,B,gaussian_noise,T013-S1,36.26924029609495,256449966080513242061/7070728914829925670,0.8108007787582652,3756654672055093975562/4633264755626382303719,0.8123173250536736,5.592596444634701,0.012662662762279757,24887853831762665732157206028949869346195974671221921197683371147130579376478527130003841274647528719841218764960370477/1965451840500719037545282246202673342383109072294404521856309338998191448730547496908784746142611719953128779759952000000,0.04260654298649791,0.7,0.7,0.7434919764874425
P,oracle,B,gaussian_noise,T013-S2,36.335529555968385,128459339733521503463/3535364457414962835,0.8188875921885723,543026063396488805391/663126500604543865538,0.8919487953132594,5.658885704508135,0.011799907990129394,116515495304878975237917271938630733412708640536064154643535312846634443260978054836586682219940152817648045463774971816807531/9874271511468057903939786239784467075922404569742008400386255439501826709978311247256115118345774463188684006630834599888000000,0.03836433680320934,0.695,0.68,0.7434919764874425
P,oracle,B,gaussian_noise,T013-S3,36.23604182574099,24340446726144072259829/671719246908842938650,0.8043783392302322,311196218379200686633/386877919508631790019,0.8658571921354179,5.559397974280744,0.012649836833747598,9271786274803225732651461362244272714590979092331150590600362921378956810516241007272280645094558395238655420756802799863/732956985663853618541473450305981257086280950648222129576096859642679289060305386984760025998535980997425655892130576000000,0.04260507745643062,0.7,0.7,0.7434919764874425
P,oracle,B,gaussian_blur,T013-S0,37.6769726015732,25308347661733856236757/671719246908842938650,0.7563479742370641,4551162169220020955371/6017286122582431926481,0.7404719900916206,6.7753934253988195,0.017516103407535746,5583219950337278503317967889522369015592901500213780797487053337018272965539113658566043344022016286324950117294152651417076861660710073050469632495599748273568191881/318747829950311673371448498952631316625053092000934743670948929830282127363474385287787861290638078141902678487489580607780032742237820856658877237764496633890624000000,0.05840751809423723,0.59,0.585,0.7717563712544364
P,oracle,B,gaussian_blur,T013-S1,37.68271918734031,1012488310159905530231/26868769876353717546,0.7575432208623061,4555022261483802974389/6012887629433016010913,0.6664775866529254,6.781140011165933,0.01782892488406006,2486432227280503348930548974868135818373559598604158829019295107591817802445023724810592256411908668042474501606424157694915907912836696914199457743/139460581243656284616886924867396923892800443235349439942100299904196909172891082338321015210403124230741711752628322018164910119894400482762804000000,0.058663663022515904,0.575,0.575,0.7717563712544364
P,oracle,B,gaussian_blur,T013-S2,37.63733194323263,25281720268566362539423/671719246908842938650,0.7491074205075158,4524534776052527258037/6039901157282866179256,0.6086705558729821,6.735752767058257,0.01774060960995557,418259339587211539490756182206141129800450778843204435579069956527124232357869428470390052822063922765486174073542956127759237509178498958642098066630828724611266609/23576379210356742883505901446433683343493975234362653057753180253453863548837758876136618641080047509669495807899234777536485992694709847379517327931598645258366000000,0.05846613551042816,0.605,0.605,0.7717563712544364
P,oracle,B,gaussian_blur,T013-S3,37.71641381054754,1948833929301790736671/51670711300680226050,0.7562075989868505,138716836012407402889/183437506047621074868,0.6922686464867112,6.814834634373168,0.017569016159216168,16186734352818977271522170099252056023473441184085341666702578453454683104551757085240618689589727715792992310798789076484100258684207398087421/921322753996552695369519146347166044171318484204327121027071418659877848372146343002107288287740119439040937674037354369631829200628652432000000,0.05939761216502052,0.59,0.585,0.7717563712544364
L,oracle,A,clean,T013-S0,38.16825271605802,1709223331350459494857/44781283127256195910,0.657746473252283,2706734886895461598437/4115164424237476169096,-0.3465137243421518,4.029562796289481,0.020322749085877674,168211610572145918253856518397518924646463505915475495824336697249212296050191342582469023040136307627680540071462788498188130385879669026299/8277010647591794023560717454626620695685770587503057254572461509869374477074691719455854476695803629356062458251128030504638921509193392000000,0.09311926271622246,0.63,0.63,0.9395978880746125
L,oracle,A,clean,T013-S1,38.254155920083555,25696052805771981165659/671719246908842938650,0.6682376658979803,2764437722410550341241/4136907964766829398421,-0.04710126164501598,4.115466000315016,0.01839073909224737,55120916866824934363494246137962029171670414935842066300891863061228169302146527744913767964443267141563473098898467346868918644189211/2997210530275055995735314348617480689502151065092761367911210965527184486965111892792866307180089007586828927677610728063211568104000000,0.08149700051950393,0.645,0.635,0.9395978880746125
L,oracle,A,clean,T013-S2,38.23474843427375,4280502737336570756958/111953207818140489775,0.6649937982558013,2751401340657993717330/4137484210942399939171,-0.14094016943252194,4.09605851450521,0.019590415624863147,9381595869432008663917584104582067741116092355741898115815092487464807127385446015876222147918923535862430858249328329927242115423463479521221873346441/478887025629276092626529180623808405045544179074412779847075768174624937896004474880275581512366967106035831372125750820190003106171455443233911456000000,0.08539704527655195,0.625,0.62,0.9395978880746125
L,oracle,A,clean,T013-S3,38.20121930932804,5132098853092276187677/134343849381768587730,0.6502797782541027,2728879182099950113967/4196469386494771626546,-0.14782738275088653,4.062529389559502,0.019604694366076866,348598041061391098823277969448207635745931063504518880613511331761503617470188370701732932526728499080886996904938970124408678866788469/17781355554544649396959602714765318627670733612960137273487912261110554588490849147457032717558973119620422532371151923164742644488000000,0.08156876510708069,0.645,0.64,0.9395978880746125
L,oracle,A,brightness_dark,T013-S0,33.76191329553474,22678526973078249253871/671719246908842938650,0.9043023230315609,139647734577089231057/154425938118722950990,0.43828784039976587,16.215886841323684,0.019716057745739812,25933677215443087062120791182588467342878744465863995727070984617147491840847805731014699831320566318966213987268220970339994970449/1315358148666751660720857113645148573216900880389343381570072408085203327953798097350056876850818590762875833755920042135955584000000,0.07361081085104706,0.715,0.7,0.7965169546966777
L,oracle,A,brightness_dark,T013-S1,33.73463734743965,11330102596882545909673/335859623454421469325,0.9031432998088048,3624733839233267529307/4013464795675971506515,0.45159000013624506,16.188610893228596,0.01969445603885915,618580075773294247162726626415265068679313658074015677990613568100844622125450181704718184635289758578488427034969032198433/31408842902427628901552528857209754467903710744498558084374728502537254446141587824213965164517642562783961224752966832000000,0.070404080511256,0.72,0.71,0.7965169546966777
L,oracle,A,brightness_dark,T013-S2,33.80862565692863,22709904565295088001421/671719246908842938650,0.9069130266752357,10923900889229798769996/12045147183823210116145,0.45807233613543724,16.262599202717574,0.01926045211417672,224241419854747201607358297897477464046284251831236756795950863484495194558850297017708914709029960291979063906505628221922117909907/11642583389290926078055575090702770961554821873275319732962136229739352809860197157301566914656090459587730056816384652497266584000000,0.07288762000317167,0.715,0.705,0.7965169546966777
L,oracle,A,brightness_dark,T013-S3,33.775322395553005,1745194932588018417017/51670711300680226050,0.9047188225307052,10901530447578950189796/12049633738231375520845,0.44403393578418915,16.22929594134194,0.01968088153949682,504511898213008229879682044920318060473657154507675815685396164269798255434189081074282760109174710191970988040835058429/25634618916867229055823770422297542729017883725867188638671085987411110527564908946678635736142551639639984657815048000000,0.07678728031519759,0.715,0.7,0.7965169546966777
L,oracle,A,contrast_low,T013-S0,27.75622656564292,3107398600950813751903/111953207818140489775,0.57598438445154,2620028354006409152825/4548783655829897649377,-1.9460561517577957,7.800962577932401,0.05930723901728122,5245690336233871733645195826151944632062001514957997907727870658347656616857577738042916499318894621819618469726365261834359666215266840456881284801917/88449410614197666894802723276395247394824394695638217084965212209237666449216004103790933271481691285534190653301629953437365745759108970586803424000000,0.24471817951747465,0.52,0.51,1.2004938860725458
L,oracle,A,contrast_low,T013-S1,27.949631679340957,18774305543026447613531/671719246908842938650,0.5911164141840015,94210011321655849259/159376408878286289648,-1.8138558574659718,7.994367691630439,0.05765025879458825,224229215774803284922117875878691475236943009493666395853431041772429926258778830437619705155572214270316209821119394903218419611245811378521458960763002539/3889474574151471621870147158057302931168337433228976535314028468713478335686318111159965470584370310873612375330000033407482555697384379840244005456672000000,0.25096424413639695,0.52,0.51,1.2004938860725458
L,oracle,A,contrast_low,T013-S2,28.07092844558576,18855782915500883328637/671719246908842938650,0.5964903505773174,5451448017808819122869/9139205709753052478508,-1.6592815680789348,8.11566445787524,0.05862192520854178,442910249156100216167810916351899042122390200081638776545501157308768265512651238546992597514078754528850240351849479812189171910323536838856743018926643063609422804013/7555368534562626537011624738375465913214095702799170334402789184211368894991838468743743384660993362517967840818016179181500018610893067127650127933263253882816656000000,0.2515357528731706,0.52,0.51,1.2004938860725458
L,oracle,A,contrast_low,T013-S3,27.949554097367805,9387126714860934068636/335859623454421469325,0.5885095252230661,5369918532029803931504/9124607677325891101811,-1.7867429561963544,7.994290109657286,0.057879414970843805,1279547041104867200848577534843642504701747684119702733132345152220701403649577716194401501851057348493613583507478155435580751545371350744022202427921/22107117733470987839918896920363287971932677507406527352101766104035125640941034015510070998233916499244684232779399387823032030912250096695092304000000,0.24356589635873938,0.52,0.51,1.2004938860725458
L,oracle,A,gaussian_noise,T013-S0,34.433215914672566,1069125166998864818/31049239479931725,0.5490218638389237,841120585753259150793/1532034771569741347966,-0.8303613775762098,3.756572063212319,0.02762117935666098,3306072384583501428188958307156580457967178592606868522930732554421036051749896270735793018291063182810785017294157216823711408207525659897487/119693382454584651630554367878840492915100209312183451917779785622297146608157502360523131209736785490764411349008839662917765578137821331200000,0.09475496763878369,0.58,0.57,0.9465246405483326
L,oracle,A,gaussian_noise,T013-S1,34.540413041898695,800050352980157604493/23162732652029066850,0.5620067207851475,2595368130830906510064/4618037533795086817289,-0.7433713147187545,3.8637691904384517,0.025979990240512042,36014298919032784365962048581118192955586226308501353162237703213686331025123064324457188456796023318516261601160867262461455467936763998655567/1386232195841001052785927993006116710107346537658088780252656814479034609172120201819451988055644614401759508919229044566620597359566486256000000,0.09424074311778655,0.59,0.58,0.9465246405483326
L,oracle,A,gaussian_noise,T013-S2,34.46666021443323,798342035955243751553/23162732652029066850,0.5545599111057014,2545826937108404774804/4590715784039354734789,-0.7638363913244557,3.790016362972984,0.027300251613214737,12137951118503033307037579132159136427374102493718761625057484246316682132160574930924679232957063848498499162173548497509780572657858471000001819619/444609496295910897603189766345950301304716124411037556111635204822344238707049907870614024243998041275191325066403712347068285196774481322470304000000,0.0939324432866377,0.59,0.58,0.9465246405483326
L,oracle,A,gaussian_noise,T013-S3,34.46048228668157,798198938266388502569/23162732652029066850,0.5519447804426666,1270838552065801277134/2302474082727212323157,-0.8297218411948583,3.783838435221324,0.02829391867634277,1019744511156684097806282115028817956452373222961369608916675716288993198226661001894285056702336767844233745083687078359686191229/36041119748086258105615177589719403131457188813335238908549572705679387217811749898409223937910981026989746946592131162147248000000,0.09701980925156671,0.59,0.58,0.9465246405483326
L,oracle,A,gaussian_blur,T013-S0,36.48316447786903,1885111059071202612553/51670711300680226050,0.6100658456494731,1249752758470599560601/2048553885425464282972,-0.45306481677466404,5.581585301694652,0.039885648088083495,310346503681924416729608031990818765731200854557524502790759445796002164649407426252241281588553363019836513263203095448579588408357876411478508754674815173/7780906630789976674967655419355064879829372064522026383152129651016068320392148161932684402246676822580777323433292329929745976060831603213800523309156000000,0.11951485262677791,0.515,0.515,0.9978724012485185
L,oracle,A,gaussian_blur,T013-S1,36.55690203627176,982238988204992542559/26868769876353717546,0.6176669242345318,3798789212610978282589/6150222820039745243316,-0.432276220774226,5.6553228600973835,0.03869741938503574,2662449007060379578807657365395902862795684067233253698129803245174691666599258458926304740696534368582409688877472145711527093280545126246978369579011820729689077/68801719840004265484721813814284983130025047218183815060307292791647159066070629963334531649896954027385870452746383847422854812398369246654414411648366740368000000,0.11539477233193564,0.52,0.515,0.9978724012485185
L,oracle,A,gaussian_blur,T013-S2,36.47022448632695,24497751726551982838799/671719246908842938650,0.613582054512173,3740566234038147557413/6096277110014367309066,-0.5115325813727833,5.568645310152575,0.039262958276589585,1876411591481461511234452395578661632871566801191990783511354105761885398981057763482103850962463436136113730027191882069218395028885133135744713952409347799478085838721/47790886724912578805020310005965071135701923782476515194097260762723443953805370787195189883071472976594303057330266335600154415817555100775517879271944392762449632000000,0.11217518158612709,0.51,0.51,0.9978724012485185
L,oracle,A,gaussian_blur,T013-S3,36.39017247666903,24443979250911023072821/671719246908842938650,0.603870327858834,1228931252799062597145/2035091303718351209822,-0.5117251711501557,5.488593300494651,0.039785518986127234,11988265774913678833754570325019447909525903476519907811847934862695039742236441011938846945120169430942674281349531016150083167629463723550152844697/301322342410409523467965795643509041376012781384162789337514536079652095660876705322096914495959498249884509556362370778988311031860107359931712000000,0.11560538395485498,0.515,0.51,0.9978724012485185
L,oracle,B,clean,T013-S0,37.88414469480519,65250023446615835838/1722357043356007535,0.6072354946518297,1257947030409372576201/2071596672935993351968,-0.4056818309758996,3.745454775036645,0.02195505220853812,2561788201748107729994169838901147693434328864395867804972793185489244034248904205546631828278930736610038360120367320009717119693034776322140361/116683311768753230639095539547300265562527882288412819134778570469734292762369964797570910770096750129182294663377584124980741330001387388096000000,0.09127256264839148,0.61,0.61,0.9356328098166603
L,oracle,B,clean,T013-S1,37.817343872372575,5080527549208570618843/134343849381768587730,0.6075543501976194,2471022662681422269797/4067163146601900121861,-0.31901573379403936,3.678653952604037,0.02292222502424762,5683344606422149713050949413956834084294560223236226102910714293505085698718135133047840798442556622997287939040425980403983054533074288042989/247940354848195866030312494916930548367389704384951940169129254363920977978863525596777901665508507529782071457261894183884577980906722979200000,0.09524054497508891,0.615,0.61,0.9356328098166603
