client,n_query,before,after,delta,logit_abs_difference_mean,logit_abs_difference_max
79,18,38.88888955116272,38.88888955116272,0.0,0.6352826356887817,1.6389708518981934
80,80,73.7500011920929,37.5,-36.250001192092896,0.8848092555999756,2.5442280769348145
81,17,11.764705926179886,11.764705926179886,0.0,0.2684485614299774,0.7072397470474243
82,163,13.49693238735199,12.883435189723969,-0.6134971976280212,0.4512017071247101,1.22420072555542
83,509,58.74263644218445,39.0962690114975,-19.64636743068695,0.8606001734733582,2.052933931350708
84,254,64.56692814826965,43.7007874250412,-20.866140723228455,0.6290873885154724,1.921996831893921
85,222,60.36036014556885,32.43243396282196,-27.927926182746887,0.8604621887207031,2.270026683807373
86,40,12.5,12.5,0.0,0.5743661522865295,1.5799460411071777
87,150,26.66666805744171,20.666667819023132,-6.000000238418579,0.47003841400146484,1.7670412063598633
88,77,40.25973975658417,33.766233921051025,-6.493505835533142,0.7181442379951477,1.9154777526855469
89,155,15.483871102333069,14.193548262119293,-1.2903228402137756,0.4379817247390747,1.2709827423095703
90,155,21.935483813285828,14.838708937168121,-7.096774876117706,0.6293806433677673,1.6600773334503174
91,183,3.2786883413791656,2.185792289674282,-1.0928960517048836,0.4610716700553894,1.2974034547805786
92,96,71.875,36.45833432674408,-35.41666567325592,0.957777738571167,1.8642449378967285
93,218,4.58715558052063,4.58715558052063,0.0,0.48797664046287537,2.094503402709961
94,293,26.962456107139587,20.81911265850067,-6.143343448638916,0.6624448299407959,1.9876679182052612
95,38,60.52631735801697,50.0,-10.526317358016968,0.3370935022830963,1.0362234115600586
96,215,4.1860464960336685,3.7209302186965942,-0.4651162773370743,0.7319858074188232,1.993180751800537
97,170,37.05882430076599,32.35294222831726,-4.7058820724487305,0.3996189832687378,1.2424700260162354
98,66,21.212121844291687,13.636364042758942,-7.575757801532745,0.45952108502388,1.0885765552520752
99,145,13.793103396892548,12.413793057203293,-1.3793103396892548,0.3143359124660492,1.2816095352172852
