client,target,n_query,none,moment_correct,moment_wrong_clean,moment_wrong_alt,moment_noise_image,delta_wrong_clean,delta_wrong_alt
54,brightness_dark,237,19.409281015396118,33.75527262687683,16.455695033073425,14.345991611480713,8.860759437084198,17.299577593803406,19.409281015396118
55,brightness_dark,210,16.190476715564728,37.61904835700989,0.0,0.0,0.47619049437344074,37.61904835700989,37.61904835700989
56,brightness_dark,118,18.644067645072937,16.101695597171783,18.644067645072937,16.101695597171783,12.711864709854126,-2.5423720479011536,0.0
57,brightness_dark,117,15.384615957736969,30.769231915473938,18.803419172763824,12.820513546466827,9.401709586381912,11.965812742710114,17.94871836900711
58,brightness_dark,28,0.0,3.57142873108387,0.0,0.0,0.0,3.57142873108387,3.57142873108387
59,brightness_dark,94,12.765957415103912,43.617019057273865,11.702127009630203,7.446808367967606,4.2553190141916275,31.91489204764366,36.17021068930626
60,brightness_dark,475,0.21052630618214607,9.473683685064316,0.0,0.0,0.8421052247285843,9.473683685064316,9.473683685064316
61,brightness_dark,15,0.0,13.333334028720856,0.0,0.0,13.333334028720856,13.333334028720856,13.333334028720856
62,brightness_dark,75,6.666667014360428,14.666667580604553,6.666667014360428,5.33333346247673,3.999999910593033,8.000000566244125,9.333334118127823
63,brightness_dark,215,25.11627972126007,21.86046540737152,11.162790656089783,8.837209641933441,20.000000298023224,10.697674751281738,13.02325576543808
64,brightness_dark,127,4.724409431219101,17.322835326194763,6.299212574958801,6.299212574958801,1.5748031437397003,11.023622751235962,11.023622751235962
65,brightness_dark,152,0.0,3.2894738018512726,0.0,0.0,0.0,3.2894738018512726,3.2894738018512726
66,brightness_dark,194,1.0309278033673763,2.5773195549845695,0.5154639016836882,0.5154639016836882,4.639175161719322,2.0618556533008814,2.0618556533008814
67,brightness_dark,82,7.31707289814949,29.26829159259796,7.31707289814949,3.658536449074745,1.2195121496915817,21.95121869444847,25.609755143523216
68,brightness_dark,229,5.676855891942978,16.157205402851105,0.43668122962117195,0.0,2.1834060549736023,15.720524173229933,16.157205402851105
69,brightness_dark,142,11.267605423927307,24.6478870511055,11.267605423927307,11.971830576658249,4.929577559232712,13.380281627178192,12.67605647444725
70,brightness_dark,77,11.688311398029327,32.46753215789795,0.0,0.0,1.2987012974917889,32.46753215789795,32.46753215789795
71,brightness_dark,36,0.0,8.33333358168602,0.0,5.55555559694767,41.66666567325592,8.33333358168602,2.77777798473835
72,brightness_dark,161,7.453416287899017,32.29813575744629,0.6211180239915848,0.0,0.0,31.677017733454704,32.29813575744629
73,brightness_dark,228,11.84210553765297,23.68421107530594,4.82456162571907,4.385964944958687,3.9473682641983032,18.85964944958687,19.298246130347252
74,brightness_dark,164,53.04877758026123,40.85365831851959,14.024390280246735,8.536584675312042,24.99999850988388,26.829268038272858,32.31707364320755
75,brightness_dark,200,11.999999731779099,39.49999809265137,0.9999999776482582,1.9999999552965164,1.4999999664723873,38.49999811500311,37.49999813735485
76,brightness_dark,167,33.53293538093567,41.31736755371094,16.766467690467834,4.790419340133667,11.976048350334167,24.550899863243103,36.52694821357727
77,brightness_dark,172,43.60465109348297,33.139535784721375,39.5348846912384,43.60465109348297,21.511627733707428,-6.395348906517029,-10.465115308761597
78,brightness_dark,98,0.0,8.163265138864517,1.0204081423580647,1.0204081423580647,15.306122601032257,7.142856996506453,7.142856996506453
