client,bank,context,ROT_SCORE,direction_errors,direction_ranks,current_state,current_tie_mask,clean_surrogate_state,clean_surrogate_tie_mask
52,A,gaussian_noise,"[0.49373053049751126, 0.443013391917758, 0.40781131725992126, 0.5201067648925238, 0.45766049463074143]","[[0.4695984198716701, 0.5178626411233523], [0.3886160219698163, 0.49741076186569977], [0.3902428303220239, 0.4253798041978187], [0.5025108729905998, 0.5377026567944478], [0.4287421244117179, 0.48657886484976504]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,1,2
52,A,gaussian_blur,"[0.7777649893818412, 0.5880316099878058, 0.7109471424505323, 0.7455889994607099, 0.766654220583356]","[[0.880675005138156, 0.6748549736255265], [0.5402274153957309, 0.6358358045798808], [0.7927686624664931, 0.6291256224345714], [0.8477585960480593, 0.6434194028733605], [0.8635473624819177, 0.6697610786847944]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
52,B,clean,"[0.5943712639644526, 0.5195909260118389, 0.5388901258162684, 0.6080572339172536, 0.5838602338211323]","[[0.7125196052600667, 0.4762229226688384], [0.5505181965589657, 0.48866365546471197], [0.6806277838719902, 0.3971524677605465], [0.7125203386681405, 0.5035941291663668], [0.7240387974823614, 0.44368167015990306]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
52,B,brightness_dark,"[0.5013999087886264, 0.5352829206500116, 0.4737312518637344, 0.5033114798056404, 0.4864699633810346]","[[0.53724804739072, 0.4655517701865328], [0.6522406585693371, 0.41832518273068614], [0.5574826526477632, 0.38997985107970556], [0.5328505355678244, 0.4737724240434563], [0.560449649203207, 0.41249027755886225]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,1,2
52,B,contrast_low,"[0.597887852575268, 0.49903164128089816, 0.6205097404185003, 0.6183087430015822, 0.6343815748771701]","[[0.687649725290585, 0.5081259798599509], [0.5381359759035693, 0.45992730665822706], [0.7752755449531902, 0.46574393588381036], [0.6653464101720166, 0.5712710758311479], [0.7391072242939518, 0.5296559254603883]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
52,B,gaussian_noise,"[0.49373053049751126, 0.44374539100028926, 0.3964990014990937, 0.5210355470440116, 0.4541681515479567]","[[0.4695984198716701, 0.5178626411233523], [0.38934353095715285, 0.49814725104342567], [0.37934703030806705, 0.41365097269012036], [0.5037617438327434, 0.5383093502552796], [0.42733304752925816, 0.48100325556665524]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,1,2
52,B,gaussian_blur,"[0.7777649893818412, 0.5788373331002273, 0.7070956689581147, 0.7529438991663776, 0.7721895171466473]","[[0.880675005138156, 0.6748549736255265], [0.5406923905480301, 0.6169822756524246], [0.8230760040167635, 0.591115333899466], [0.8566832875234447, 0.6492045108093105], [0.8758311572426891, 0.6685478770506054]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
53,A,clean,"[0.28495814052481583, 0.2982066144189186, 0.27678168102962497, 0.28503296032735914, 0.28284925339080724]","[[0.291506839885652, 0.27840944116397964], [0.3157582917885469, 0.28065493704929034], [0.2618709304632557, 0.29169243159599423], [0.29878584701885963, 0.2712800736358586], [0.2771998110348918, 0.28849869574672277]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
53,A,brightness_dark,"[0.3207080578543433, 0.2985449557072818, 0.30163260246753876, 0.3294706502803276, 0.31791909232205817]","[[0.36591098870464595, 0.2755051270040406], [0.30905309011898924, 0.28803682129557434], [0.3319608983458825, 0.27130430658919497], [0.3838265797366084, 0.2751147208240468], [0.35151296760995127, 0.28432521703416513]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
53,A,contrast_low,"[0.2702416357886736, 0.31812501862934217, 0.28570870019738814, 0.2719944377830399, 0.27525456277033356]","[[0.25550261380253403, 0.2849806577748132], [0.29427782997719387, 0.3419722072814905], [0.25801315279954384, 0.31340424759523244], [0.258829835684251, 0.28515903988182884], [0.2586359231065376, 0.29187320243412956]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",0,1,2,4
53,A,gaussian_noise,"[0.28358470820005793, 0.304166927053737, 0.28963255638971985, 0.2849057046314376, 0.2852389092183495]","[[0.28277576777453567, 0.2843936486255802], [0.30236945902366985, 0.30596439508380413], [0.25793013643979057, 0.3213349763396492], [0.29249434202651037, 0.2773170672363648], [0.2662779923408082, 0.30419982609589075]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",0,1,2,4
53,A,gaussian_blur,"[0.28144064787771017, 0.29604853453976476, 0.2846869917964626, 0.2749011275279555, 0.28921327877320124]","[[0.3025338543625532, 0.2603474413928672], [0.31839404104320934, 0.27370302803632013], [0.30173549675179856, 0.2676384868411266], [0.29677222403180187, 0.25303003102410904], [0.3086980680482451, 0.2697284894981574]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
53,B,clean,"[0.28495814052481583, 0.29976859558797897, 0.27807693330852745, 0.28594634616182724, 0.2831141214880285]","[[0.291506839885652, 0.27840944116397964], [0.319485477007207, 0.2800517141687509], [0.2664088511822489, 0.2897450154348061], [0.3017350800804164, 0.27015761224323814], [0.27751938663295644, 0.2887088563431006]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
53,B,brightness_dark,"[0.3207080578543433, 0.29775389672654845, 0.3017170400476906, 0.33177577549829057, 0.3171361470045523]","[[0.36591098870464595, 0.2755051270040406], [0.3090854922037677, 0.2864223012493292], [0.3319492664716944, 0.27148481362368676], [0.3887293706925997, 0.2748221803039814], [0.3493947962042346, 0.28487749780486993]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
53,B,contrast_low,"[0.2702416357886736, 0.3158226906706568, 0.2843508659963092, 0.27052936064024513, 0.27607914443039083]","[[0.25550261380253403, 0.2849806577748132], [0.28888816536175893, 0.34275721597955466], [0.2636027940208738, 0.3050989379717447], [0.26274026955324337, 0.27831845172724684], [0.25969279252925215, 0.2924654963315296]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",0,1,2,4
53,B,gaussian_noise,"[0.28358470820005793, 0.30637713841700903, 0.28813729918103637, 0.28581749725572125, 0.284614180341842]","[[0.28277576777453567, 0.2843936486255802], [0.30568558522524447, 0.3070686916087736], [0.25453462617498746, 0.3217399721870852], [0.29558056957565587, 0.2760544249357867], [0.2644662773199047, 0.3047620833637793]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",0,1,2,4
53,B,gaussian_blur,"[0.28144064787771017, 0.2972260014018891, 0.2896918899477593, 0.2776564160510444, 0.2910359237809629]","[[0.3025338543625532, 0.2603474413928672], [0.32075220629202117, 0.273699796511757], [0.30705293162409303, 0.2723308482714256], [0.30176599331862386, 0.25354683878346496], [0.310225203242939, 0.27184664431898675]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
54,A,clean,"[0.36993261273561223, 0.36793341273843627, 0.3548384572555015, 0.35426621268434066, 0.3727242905132778]","[[0.4253858994797516, 0.3144793259914729], [0.3873750425194486, 0.348491782957424], [0.3943917607242179, 0.3152851537867851], [0.3960819548016635, 0.3124504705670178], [0.434743039410023, 0.3107055416165327]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,3,8
54,A,brightness_dark,"[0.339599561215849, 0.3451870146472977, 0.3522521524392107, 0.3327854314255025, 0.3561305314094321]","[[0.40001475248398083, 0.2791843699477171], [0.3998322125174, 0.29054181677719537], [0.40450152846463594, 0.3000027764137855], [0.38368254830385834, 0.28188831454714663], [0.4102570091550911, 0.30200405366377314]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,3,8
54,A,contrast_low,"[0.3743996919878519, 0.3692358108008854, 0.3701562754675782, 0.3638368627812722, 0.36996027777774354]","[[0.4275390800791998, 0.321260303896504], [0.3650372098179687, 0.37343441178380216], [0.40872240710263635, 0.33159014383252], [0.43101420432511545, 0.29665952123742895], [0.420210807758885, 0.3197097477966021]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,3,8
54,A,gaussian_noise,"[0.3175504004479477, 0.3064357276593781, 0.30654580962439765, 0.3161617970237843, 0.3144653009233225]","[[0.33544386443858576, 0.2996569364573097], [0.29191075911523146, 0.3209606962035248], [0.29916797661846517, 0.3139236426303301], [0.3309290720066267, 0.30139452204094186], [0.32565635946144333, 0.3032742423852017]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,3,8
54,A,gaussian_blur,"[0.36655984297758576, 0.35211908181146556, 0.38122838065370745, 0.3480501637351098, 0.379851315594676]","[[0.42951886549089346, 0.30360082046427805], [0.3649881165080559, 0.3392500471148753], [0.44593971083262096, 0.31651705047479395], [0.39510385667290643, 0.30099647079731306], [0.4529723670508143, 0.3067302641385377]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,3,8
54,B,clean,"[0.36993261273561223, 0.3671646522631471, 0.34187169620551305, 0.3593735138063315, 0.37301623498399517]","[[0.4253858994797516, 0.3144793259914729], [0.38571048254196716, 0.34861882198432703], [0.3834018991098217, 0.30034149330120447], [0.40584212335400444, 0.3129049042586585], [0.43498023368804245, 0.3110522362799478]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
54,B,brightness_dark,"[0.339599561215849, 0.3446939839921411, 0.34943880559959095, 0.3293012850741354, 0.3578391190787891]","[[0.40001475248398083, 0.2791843699477171], [0.39894821102772265, 0.2904397569565595], [0.4012626114414536, 0.2976149997577283], [0.37634740901647074, 0.2822551611318001], [0.4117354534919266, 0.30394278466565167]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
54,B,contrast_low,"[0.3743996919878519, 0.3731612721209292, 0.3686513335938938, 0.3711116280432628, 0.3704838030677621]","[[0.4275390800791998, 0.321260303896504], [0.36887240241250363, 0.3774501418293547], [0.4170340879234459, 0.32026857926434177], [0.43816358852090936, 0.3040596675656163], [0.4215109419347865, 0.3194566642007377]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
54,B,gaussian_noise,"[0.3175504004479477, 0.309011045899717, 0.29933774720920703, 0.318307308736832, 0.315752325183144]","[[0.33544386443858576, 0.2996569364573097], [0.29634511897061905, 0.32167697282881497], [0.29119421040140603, 0.3074812840170081], [0.33507055468855534, 0.30154406278510865], [0.3269406867648102, 0.30456396360147775]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
54,B,gaussian_blur,"[0.36655984297758576, 0.354327873465235, 0.38310051466880246, 0.3527971459362702, 0.3814630754130056]","[[0.42951886549089346, 0.30360082046427805], [0.3699143433387799, 0.3387414035916901], [0.45781713071918767, 0.30838389861841725], [0.404944060094346, 0.30065023177819433], [0.45561695650385187, 0.3073091943221594]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
55,A,clean,"[0.2966018828824817, 0.30356319265780146, 0.2835383901040097, 0.2961027472493788, 0.29153717401460594]","[[0.30044189892822604, 0.2927618668367373], [0.2976414056011859, 0.309484979714417], [0.2960125753253521, 0.2710642048826674], [0.3021740122072009, 0.29003148229155673], [0.29469530933493704, 0.28837903869427484]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
55,A,brightness_dark,"[0.3085857604567608, 0.2745703987953029, 0.28182480427553896, 0.3099944075380299, 0.29107155677385965]","[[0.29929258176886336, 0.31787893914465815], [0.2855219145303449, 0.26361888306026077], [0.2949810534935492, 0.26866855505752874], [0.295431499515711, 0.32455731556034884], [0.27825377049491873, 0.3038893430528005]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
55,A,contrast_low,"[0.3017446028363452, 0.31862797461613734, 0.28004534616833554, 0.31155619668115686, 0.2911892340773542]","[[0.3109443860501536, 0.2925448196225368], [0.28002722342067016, 0.3572287258116045], [0.2900149275389073, 0.27007576479776374], [0.31030388147576515, 0.31280851188654857], [0.30351262559395364, 0.27886584256075475]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
55,A,gaussian_noise,"[0.3117466499899706, 0.3135757884257927, 0.27991486169729807, 0.3168602988145106, 0.29917262367369757]","[[0.27718259935786405, 0.34631070062207714], [0.2840544556090673, 0.3430971212425181], [0.24450310444937542, 0.31532661894522074], [0.27514223065285326, 0.3585783669761679], [0.2681235054604531, 0.3302217418869421]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
55,A,gaussian_blur,"[0.308814653710178, 0.31200920676573574, 0.3125379625820386, 0.2981758984300076, 0.3145790587080375]","[[0.2718316540946367, 0.34579765332571927], [0.27592977210925385, 0.3480886414222177], [0.2800597771372469, 0.3450161480268303], [0.27236011473060956, 0.3239916821294056], [0.2733182777772588, 0.35583983963881616]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
55,B,clean,"[0.2966018828824817, 0.3044590809300416, 0.27394464086787984, 0.2973840663542799, 0.2898952969172176]","[[0.30044189892822604, 0.2927618668367373], [0.29843866876719594, 0.3104794930928872], [0.2875982583373167, 0.260291023398443], [0.3039344016089902, 0.29083373109956956], [0.29264591425474834, 0.2871446795796868]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
55,B,brightness_dark,"[0.3085857604567608, 0.2733207522029348, 0.28545374646072674, 0.30995122570321193, 0.2909452387964826]","[[0.29929258176886336, 0.31787893914465815], [0.28036594200418136, 0.2662755624016882], [0.29799130469531776, 0.2729161882261358], [0.2965868185088012, 0.32331563289762266], [0.2787655089017258, 0.30312496869123945]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
55,B,contrast_low,"[0.3017446028363452, 0.3205916104377724, 0.26690537754549026, 0.3122278183060463, 0.2908515557853642]","[[0.3109443860501536, 0.2925448196225368], [0.28045820391145804, 0.3607250169640868], [0.28080324453051364, 0.25300751056046683], [0.31237743367520365, 0.31207820293688887], [0.30364916904604194, 0.27805394252468646]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
55,B,gaussian_noise,"[0.3117466499899706, 0.31553539277281484, 0.27577628576568847, 0.3169904318585555, 0.29791834541768064]","[[0.27718259935786405, 0.34631070062207714], [0.28621173828828, 0.3448590472573496], [0.23694560660100156, 0.3146069649303754], [0.27705045787869303, 0.356930405838418], [0.2662216766341151, 0.32961501420124617]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
55,B,gaussian_blur,"[0.308814653710178, 0.3128284120070829, 0.2981599963040926, 0.30010007061404065, 0.3131445255366817]","[[0.2718316540946367, 0.34579765332571927], [0.27687102767954885, 0.34878579633461687], [0.26752608680078266, 0.32879390580740253], [0.272455118151185, 0.32774502307689624], [0.27128276026241205, 0.35500629081095136]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
56,A,clean,"[0.3317784903485542, 0.31841210021986543, 0.2791711802977733, 0.3511419808072899, 0.30959956930758237]","[[0.2702504185201679, 0.3933065621769406], [0.24099685721655, 0.3958273432231808], [0.24806558694084932, 0.3102767736546973], [0.27840696302472984, 0.42387699858985], [0.26194777908871514, 0.3572513595264496]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
56,A,brightness_dark,"[0.3579803416412233, 0.343400359818373, 0.36948514462930193, 0.3571132624302712, 0.36322839759814946]","[[0.3457043027272949, 0.37025638055515164], [0.3066802019214761, 0.38012051771527], [0.3350999359133005, 0.40387035334530336], [0.33402179400817433, 0.38020473085236806], [0.34009918043485704, 0.38635761476144187]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
56,A,contrast_low,"[0.3897271490980785, 0.35621615532680984, 0.36830773876250567, 0.37788871400200774, 0.3759053745312414]","[[0.310397592837143, 0.469056705359014], [0.3115366740979692, 0.4008956365556505], [0.30070706604186437, 0.4359084114831469], [0.3070028411938444, 0.44877458681017107], [0.3052235797191548, 0.44658716934332804]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
56,A,gaussian_noise,"[0.29883008501076724, 0.2805078494209332, 0.2610193371970356, 0.3104180520608414, 0.2848570039993174]","[[0.2659319535950332, 0.3317282164265013], [0.2220639438605681, 0.33895175498129826], [0.2485904841248045, 0.27344819026926664], [0.2739804667908278, 0.346855637330855], [0.26134459601267146, 0.30836941198596335]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
56,A,gaussian_blur,"[0.42598185539804756, 0.3545523914685994, 0.3829553321777468, 0.4197963930849517, 0.4265373335268504]","[[0.317927071375398, 0.5340366394206971], [0.3108550067322529, 0.3982497762049459], [0.31021022251790137, 0.4557004418375922], [0.3231243360974818, 0.5164684500724216], [0.3203770391184391, 0.5326976279352618]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
56,B,clean,"[0.3317784903485542, 0.3122805155148167, 0.28405903474230304, 0.3542550542176345, 0.3073341772332736]","[[0.2702504185201679, 0.3933065621769406], [0.24002808416078608, 0.3845329468688474], [0.25571519662420633, 0.31240287286039975], [0.28002551086105754, 0.42848459757421137], [0.26134296644794675, 0.3533253880186004]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
56,B,brightness_dark,"[0.3579803416412233, 0.3442425887937075, 0.37182195144900676, 0.35802017228263194, 0.3629349496815597]","[[0.3457043027272949, 0.37025638055515164], [0.30518728511423293, 0.383297892473182], [0.3324624150869882, 0.41118148781102526], [0.34182481343615223, 0.37421553112911166], [0.3407753271330984, 0.385094572230021]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
56,B,contrast_low,"[0.3897271490980785, 0.3520725894447867, 0.3695966541423645, 0.3836513942183132, 0.3747083311534065]","[[0.310397592837143, 0.469056705359014], [0.3082449708015378, 0.3959002080880356], [0.30230858758509926, 0.4368847206996297], [0.3066396270188422, 0.4606631614177842], [0.3051959298256118, 0.4442207324812012]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
56,B,gaussian_noise,"[0.29883008501076724, 0.27971756439461015, 0.272873958654289, 0.3101923535898578, 0.2840890714767449]","[[0.2659319535950332, 0.3317282164265013], [0.22243131908327177, 0.3370038097059485], [0.25959514825672914, 0.28615276905184883], [0.2743785685142332, 0.3460061386654824], [0.26222302815011866, 0.3059551148033711]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
56,B,gaussian_blur,"[0.42598185539804756, 0.34577240685766375, 0.3798698144956967, 0.4296801246590256, 0.4252953779990176]","[[0.317927071375398, 0.5340366394206971], [0.3070531696570827, 0.3844916440582448], [0.3137083795119674, 0.4460312494794259], [0.32517184684457534, 0.5341884024734759], [0.3197952952151278, 0.5307954607829075]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
57,A,clean,"[0.42405018512089565, 0.38025036125076317, 0.39383410570970123, 0.4143274314656083, 0.41208916303822396]","[[0.3733037079550447, 0.4747966622867466], [0.281704912931313, 0.4787958095702134], [0.3139929174519402, 0.47367529396746233], [0.3518479726528784, 0.47680689027833817], [0.3535507013825029, 0.47062762469394503]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
57,A,brightness_dark,"[0.3740981171150177, 0.3766843039825485, 0.37268058710211016, 0.3683645113347785, 0.36780600032026617]","[[0.2766041850866053, 0.47159204914343017], [0.2961901439584486, 0.45717846400664836], [0.27639354800932137, 0.4689676261948989], [0.2712072002907041, 0.46552182237885287], [0.2750548813671159, 0.4605571192734164]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",4,16,1,2
57,A,contrast_low,"[0.5819406581790102, 0.4437366549724501, 0.5136229664454515, 0.4908944816191092, 0.550227528243759]","[[0.6032457498891715, 0.5606355664688489], [0.36302957263149543, 0.5244437373134047], [0.5202184294282132, 0.5070275034626898], [0.47540003839729633, 0.506388924840922], [0.5727151818950603, 0.5277398745924577]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
57,A,gaussian_noise,"[0.35530437772873047, 0.3235661426678734, 0.3300013957110254, 0.35952409250420136, 0.34934476115742713]","[[0.2998005416072912, 0.41080821385016975], [0.2705600309374187, 0.3765722543983282], [0.2619125184158754, 0.39809027300617533], [0.3092333990096889, 0.40981478599871385], [0.2819231198186375, 0.41676640249621677]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
57,A,gaussian_blur,"[0.4788384988890677, 0.41248638858945824, 0.4433553911073281, 0.4428833036325027, 0.4614400654958742]","[[0.4019253642964175, 0.5557516334817179], [0.27734495747362775, 0.5476278197052887], [0.35352703232272475, 0.5331837498919314], [0.35452691194909225, 0.5312396953159132], [0.3921289349906235, 0.5307511960011249]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
57,B,clean,"[0.42405018512089565, 0.38168721854988674, 0.38226338481412914, 0.4194898439542851, 0.41077734257448983]","[[0.3733037079550447, 0.4747966622867466], [0.2845018012420533, 0.4788726358577202], [0.3054004410929537, 0.45912632853530455], [0.3582176470454563, 0.480762040863114], [0.3521520187944046, 0.46940266635457506]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
57,B,brightness_dark,"[0.3740981171150177, 0.37635909491147246, 0.37442706603282816, 0.37502274778267664, 0.36796423213700624]","[[0.2766041850866053, 0.47159204914343017], [0.29727520000519186, 0.45544298981775305], [0.2749394792087053, 0.473914652856951], [0.2725952994042752, 0.4774501961610781], [0.27707785079355146, 0.4588506134804611]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",4,16,1,2
57,B,contrast_low,"[0.5819406581790102, 0.4484575861151351, 0.485300549877544, 0.5013014135299814, 0.5509699168893759]","[[0.6032457498891715, 0.5606355664688489], [0.38435117791440393, 0.5125639943158662], [0.4735221977732415, 0.4970789019818465], [0.48463109722977393, 0.5179717298301887], [0.5712703162282811, 0.5306695175504708]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
57,B,gaussian_noise,"[0.35530437772873047, 0.3250062462606207, 0.3307537256612739, 0.3590148578611819, 0.3475368009421671]","[[0.2998005416072912, 0.41080821385016975], [0.27193087848095054, 0.3780816140402908], [0.2639332849659063, 0.3975741663566415], [0.30777360294260603, 0.4102561127797578], [0.281075273601087, 0.41399832828324723]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
57,B,gaussian_blur,"[0.4788384988890677, 0.4138673401748973, 0.43794666674141397, 0.4468414448892142, 0.4599311140058836]","[[0.4019253642964175, 0.5557516334817179], [0.28324112430258463, 0.54449355604721], [0.3599483178672531, 0.5159450156155748], [0.3585054897303957, 0.5351774000480326], [0.393483272033051, 0.5263789559787162]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,1,2
58,A,clean,"[0.21315076009907605, 0.20977148042290855, 0.20162405744588718, 0.2090108136746464, 0.21124471062078543]","[[0.24578938514868315, 0.18051213504946895], [0.2279794954595799, 0.19156346538623722], [0.22848099293857857, 0.17476712195319583], [0.23528956212858426, 0.18273206522070856], [0.24452315312018963, 0.17796626812138122]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",2,4,2,4
58,A,brightness_dark,"[0.2015590931149577, 0.20132208544465258, 0.2132022605549129, 0.19865884223755537, 0.20809216076148837]","[[0.22327647574407372, 0.1798417104858417], [0.2351268854370292, 0.16751728545227593], [0.24083692120124828, 0.18556759990857752], [0.21595322620057225, 0.18136445827453848], [0.23474844520240334, 0.1814358763205734]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",3,8,2,4
58,A,contrast_low,"[0.2795751622490542, 0.25227473576777426, 0.26011001658293414, 0.2652492704820517, 0.26187321879973235]","[[0.3025050970839437, 0.25664522741416473], [0.29731812713438294, 0.2072313444011656], [0.29663611837871817, 0.22358391478715012], [0.28313627849872985, 0.2473622624653736], [0.286958965266645, 0.2367874723328197]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
58,A,gaussian_noise,"[0.2014512831111997, 0.2013718288221697, 0.2049687780854611, 0.20145405795975324, 0.20248329383326139]","[[0.22010001642576477, 0.18280254979663463], [0.21388111953208394, 0.18886253811225548], [0.23050791982912297, 0.17942963634179923], [0.22047580177275505, 0.18243231414675143], [0.22134231247093186, 0.1836242751955909]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
58,A,gaussian_blur,"[0.2466952483571846, 0.2332122800423817, 0.24134123875610516, 0.23953798974257767, 0.24983957116245792]","[[0.31077948613370976, 0.1826110105806594], [0.24738184841607516, 0.21904271166868822], [0.30286321195435006, 0.17981926555786026], [0.29657303628090775, 0.18250294320424762], [0.3213162580418639, 0.17836288428305194]]","[[40, 40], [40, 40], [40, 40], [40, 40], [40, 40]]",1,2,2,4
