bank,context,salt,actual_macro,actual_macro_exact,actual_capture,actual_capture_exact,null_macro_p05,null_macro_median,null_macro_p95,null_capture_p05,null_capture_median,null_capture_p95,actual_below_null_p05,eligible_client_capture,nonpositive_client_denominator,capture_deficit_p95_exceedance
A,contrast_low,T013-S2,31.178121717851884,2094294444034770897583/67171924690884293865,0.8248648495361796,3769304771327822385031/4569602854876526239254,30.581292347075404,31.52344322585716,32.249601247630224,0.7809986987783268,0.8502455128744815,0.9036171443940215,False,95,5,0.010526315789473684
A,contrast_low,T013-S3,31.171350325912705,20938395966053799310301/671719246908842938650,0.8256860278040699,7534061068361735104533/9124607677325891101811,30.5873430762728,31.587096501747816,32.29055622717345,0.7826936139064029,0.8562916952489451,0.9080777504639883,False,95,5,0.010526315789473684
A,gaussian_noise,T013-S0,36.09418639538801,24245159703297434470489/671719246908842938650,0.7917721941291489,1819533798851885225128/2298052157354612021949,35.98499524901936,36.52193852478837,37.05105229404529,0.7758139413164077,0.8542880376675364,0.9316178540245965,False,73,27,0.0410958904109589
A,gaussian_noise,T013-S1,36.06206984800984,12111793200139631833513/335859623454421469325,0.7833401673790112,3617494294685599646793/4618037533795086817289,35.964303874572266,36.50798605100903,37.01142795606643,0.7691195627238493,0.84820115949332,0.92142958495603,False,72,28,0.041666666666666664
A,gaussian_noise,T013-S2,36.108610746908646,24254848817838029454901/671719246908842938650,0.7948121565116447,3648756712244365434668/4590715784039354734789,35.95844947477648,36.507693267448275,37.00256560241479,0.7728403722896336,0.8532064075962732,0.9256167435433268,False,74,26,0.02702702702702703
A,gaussian_noise,T013-S3,36.06918300080455,24228364441917673364351/671719246908842938650,0.7866043669063877,1811136168162004672059/2302474082727212323157,35.961919342264494,36.519869302308905,37.031681990145856,0.7709579228322218,0.8523455331826346,0.9270031451425947,False,74,26,0.04054054054054054
A,gaussian_blur,T013-S0,37.83236862448681,4235455026869669990554/111953207818140489775,0.7575335137347834,2327772334352092330969/3072830828138196424458,37.79751328767625,38.51627136907297,38.983880506422025,0.7537238343377357,0.8322839087688374,0.8833934678619623,False,87,13,0.022988505747126436
A,gaussian_blur,T013-S1,37.778627989190156,25376631542148144771833/671719246908842938650,0.7511022258547141,4619446049634309490447/6150222820039745243316,37.89976352954373,38.51504173113428,38.97931065185267,0.7643324902404326,0.8315323661319469,0.8822392069917584,True,86,14,0.046511627906976744
A,gaussian_blur,T013-S2,37.80677322362708,12697768618914096983654/335859623454421469325,0.7608498861862641,70278056747187252817/92367835000217686501,37.93372839291929,38.50549901612587,39.01269254465358,0.7748384613722666,0.8378390969231031,0.8937242951960007,True,87,13,0.034482758620689655
A,gaussian_blur,T013-S3,37.87194715764174,25439315823702604823267/671719246908842938650,0.7668993069473864,4682130331188769541881/6105273911155053629466,37.83537654681527,38.49807863963129,38.954480896502524,0.7628757064470929,0.8357880371941124,0.8860026851745901,False,87,13,0.04597701149425287
B,clean,T013-S0,39.01635236113596,13104017412576151444036/335859623454421469325,0.7907957626585994,1638209870895436031827/2071596672935993351968,38.76682974952965,39.26689033093777,39.65097436358541,0.7503416668047542,0.8314144744464564,0.8936844714324379,False,73,27,0.0410958904109589
B,clean,T013-S1,38.95546403976405,8722378322591606574049/223906415636280979550,0.7955225221581421,3235519884413388897729/4067163146601900121861,38.70955687149121,39.26164088385926,39.66988216826158,0.7549093055430851,0.8460896795903177,0.9135134632526318,False,71,29,0.014084507042253521
B,clean,T013-S2,39.002725016272706,13099440537661695713411/335859623454421469325,0.7970474382823207,816816497990490150601/1024802864620922387933,38.7164735018849,39.276215089336446,39.638217053252,0.7501406969203565,0.841863019956015,0.901182644972585,False,73,27,0.0273972602739726
B,clean,T013-S3,38.9297283765989,26149847827494825916349/671719246908842938650,0.7733554267231476,3218232744133395091931/4161388971911210748786,38.74209172940508,39.275856558371416,39.60971898398007,0.7430676674686583,0.829226426325326,0.8831175234120787,False,75,25,0.04
B,brightness_dark,T013-S0,33.800153171702945,329046571505794802279/9735061549403520850,0.917828397730856,5459104878917276062913/5947849175743311063642,33.120849176270056,33.8883596755085,34.47015415259176,0.879469862170199,0.9228091903298312,0.9556616161778064,False,91,9,0.02197802197802198
B,brightness_dark,T013-S1,33.78020166890782,493278513597121743022/14602592324105281275,0.9146259726800982,10904807949402310947587/11922696572292074619309,33.129263410407894,33.83210837987148,34.45156998207465,0.8779524102747719,0.9175503729268555,0.9524505549786132,False,92,8,0.03260869565217391
B,brightness_dark,T013-S2,33.80015745309184,11352108154895583564929/335859623454421469325,0.9133433834544415,10918212633725877898433/11954115868701082530484,33.106008801591024,33.8487759592073,34.4782140915809,0.8743381559202381,0.9160753283905965,0.9514443772518943,False,92,8,0.043478260869565216
B,brightness_dark,T013-S3,33.81324364724439,22713006558272217998917/671719246908842938650,0.9175279089207541,2731750720551732191873/2977294416869525981346,33.097179920396606,33.82605255672287,34.47235429292473,0.8771394118500923,0.9182503761866601,0.9547040531439641,False,91,9,0.03296703296703297
B,contrast_low,T013-S0,30.242584905525078,3385754392886007842992/111953207818140489775,0.7671749647928036,1727547864905995713046/2251830344037056589399,30.399582071111947,31.271279639968423,32.01558949216552,0.7788829980061062,0.8438896753558303,0.8993964384106716,True,90,10,0.07777777777777778
B,contrast_low,T013-S1,30.528056895513163,20506283387444412304261/671719246908842938650,0.800007774177147,7101948489752348098493/8877349344582434514917,30.378327126724425,31.241854819736524,31.943562561463324,0.7886782248233203,0.8540184687542416,0.9071143397768774,False,89,11,0.06741573033707865
B,contrast_low,T013-S2,30.0496883216394,403699080185141426237/13434384938176858773,0.7572906351070882,3390309555782503553041/4476893544712964012842,30.421912930480502,31.219603853510925,31.993216542719242,0.7852151804904555,0.8450585004993492,0.9030954548968714,True,91,9,0.08791208791208792
B,contrast_low,T013-S3,30.18946870387832,20278847182347227373611/671719246908842938650,0.7598029864902919,2291504094885054389281/3015918778458675061002,30.389022536357242,31.261508006428215,31.99689764802157,0.7746181677464904,0.839392821392225,0.8939892713766533,True,92,8,0.07608695652173914
B,gaussian_noise,T013-S0,36.21542507453864,1871276773657901959723/51670711300680226050,0.8030118344444077,3720505951959061456166/4633189440518302623787,35.84930450238073,36.47825825191441,37.052099636721024,0.7499317180008553,0.8411173568358602,0.9243128116723239,False,73,27,0.0410958904109589
B,gaussian_noise,T013-S1,36.26924029609495,256449966080513242061/7070728914829925670,0.8108007787582652,3756654672055093975562/4633264755626382303719,35.84726516771633,36.4563114623368,37.02839134255678,0.7496238699480045,0.8379218930338393,0.9208606169318037,False,72,28,0.027777777777777776
B,gaussian_noise,T013-S2,36.335529555968385,128459339733521503463/3535364457414962835,0.8188875921885723,543026063396488805391/663126500604543865538,35.83041688927653,36.50813490970029,37.034583176648816,0.7457936092014754,0.8438650152886321,0.9200464361980325,False,73,27,0.0273972602739726
B,gaussian_noise,T013-S3,36.23604182574099,24340446726144072259829/671719246908842938650,0.8043783392302322,311196218379200686633/386877919508631790019,35.840209937854695,36.4897542581383,37.01750391339812,0.7471062032785799,0.8410874911848036,0.917446548980472,False,74,26,0.04054054054054054
B,gaussian_blur,T013-S0,37.6769726015732,25308347661733856236757/671719246908842938650,0.7563479742370641,4551162169220020955371/6017286122582431926481,37.74660736027485,38.427235271951986,38.98297932804873,0.7641214134122783,0.8401009927347741,0.9021395880800056,True,84,16,0.03571428571428571
B,gaussian_blur,T013-S1,37.68271918734031,1012488310159905530231/26868769876353717546,0.7575432208623061,4555022261483802974389/6012887629433016010913,37.73958945427174,38.39580833158567,38.95207708198023,0.7638963834738425,0.8372047300191858,0.8993473225840146,True,84,16,0.03571428571428571
B,gaussian_blur,T013-S2,37.63733194323263,25281720268566362539423/671719246908842938650,0.7491074205075158,4524534776052527258037/6039901157282866179256,37.80620114139601,38.442533032214,38.99931468027493,0.7678879746362249,0.8386567450769372,0.9005784453811184,True,87,13,0.06896551724137931
B,gaussian_blur,T013-S3,37.71641381054754,1948833929301790736671/51670711300680226050,0.7562075989868505,138716836012407402889/183437506047621074868,37.7935743329697,38.404742323686605,38.99677295843022,0.7647697103993741,0.8325879192971397,0.8982825529670455,True,85,15,0.047058823529411764
