salt,bank,target,policy,macro_class,sample_weighted,macro_client,state_choice_frequency,oracle_hit_rate,regret_median,regret_p75,regret_p90,regret_gt2_fraction,regret_gt5_fraction
T013-S0,A,gaussian_blur,zero_hard,33.89513733643372,33.97832302679699,33.28490905460746,"{""clean"": 54, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 74, ""gaussian_blur"": 70}",0.365,3.871128871128871,11.142322097378276,20.0,0.575,0.435
T013-S0,A,gaussian_blur,uniform,31.263384887993965,31.331870470111046,31.08327200469012,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 6, ""gaussian_noise"": 2, ""gaussian_blur"": 192}",0.23,5.283094098883573,14.071428571428571,25.0,0.7,0.53
T013-S0,B,clean,P00,40.30673313862579,40.36837555688543,39.20603439804519,"{""clean"": 26, ""brightness_dark"": 83, ""contrast_low"": 10, ""gaussian_noise"": 63, ""gaussian_blur"": 18}",0.82,0.0,0.0,2.6541353383458635,0.12,0.075
T013-S0,B,clean,P01,36.002040043345616,36.07952656426624,34.912958208439164,"{""clean"": 93, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 84, ""gaussian_blur"": 23}",0.47,0.9580124679134581,6.863636363636363,18.92557651991614,0.44,0.315
T013-S0,B,clean,P10,40.123787585559796,40.18219296495778,39.107442848749415,"{""clean"": 24, ""brightness_dark"": 83, ""contrast_low"": 10, ""gaussian_noise"": 63, ""gaussian_blur"": 20}",0.81,0.0,0.0,3.683704674530362,0.13,0.085
T013-S0,B,clean,P11,35.098890711573326,35.17521111776049,34.059240671111645,"{""clean"": 92, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 76, ""gaussian_blur"": 32}",0.44,1.5449773323789073,8.020703611457035,20.513943797414246,0.47,0.35
T013-S0,B,clean,zero_soft,35.283490339189775,35.361393709688144,34.36853639104117,"{""clean"": 95, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 80, ""gaussian_blur"": 25}",0.46,1.025667999158426,7.515756302521009,20.0,0.45,0.33
T013-S0,B,clean,zero_hard,35.47409857468789,35.55422567989893,34.59275763901029,"{""clean"": 102, ""brightness_dark"": 0, ""contrast_low"": 2, ""gaussian_noise"": 71, ""gaussian_blur"": 25}",0.465,0.9580124679134581,7.430555555555555,18.98113207547169,0.445,0.325
T013-S0,B,clean,uniform,34.20201827447402,34.284194427821,33.04768492361947,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 188, ""gaussian_blur"": 12}",0.415,1.9345794392523366,10.112359550561798,22.9505582137161,0.495,0.395
T013-S0,B,brightness_dark,P00,35.255357259050946,35.31484806170623,34.583484866115334,"{""clean"": 7, ""brightness_dark"": 135, ""contrast_low"": 28, ""gaussian_noise"": 24, ""gaussian_blur"": 6}",0.875,0.0,0.0,1.4285714285714286,0.085,0.07
T013-S0,B,brightness_dark,P01,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,1.90625,14.357142857142854,0.24,0.21
T013-S0,B,brightness_dark,P10,35.255357259050946,35.31484806170623,34.583484866115334,"{""clean"": 7, ""brightness_dark"": 135, ""contrast_low"": 28, ""gaussian_noise"": 24, ""gaussian_blur"": 6}",0.875,0.0,0.0,1.4285714285714286,0.085,0.07
T013-S0,B,brightness_dark,P11,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,1.90625,14.357142857142854,0.24,0.21
T013-S0,B,brightness_dark,zero_soft,30.599783302285054,30.673582020081124,30.05538893452154,"{""clean"": 8, ""brightness_dark"": 81, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 111}",0.43,1.9615384615384617,8.91025641025641,14.763837039441649,0.49,0.405
T013-S0,B,brightness_dark,zero_hard,22.26640346801,22.34191103131857,22.305990949935776,"{""clean"": 26, ""brightness_dark"": 4, ""contrast_low"": 0, ""gaussian_noise"": 118, ""gaussian_blur"": 52}",0.185,9.79608156737305,20.113636363636363,30.998116760828616,0.735,0.64
T013-S0,B,brightness_dark,uniform,32.424807666744606,32.48886229137575,31.338011257580153,"{""clean"": 0, ""brightness_dark"": 200, ""contrast_low"": 0, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.715,0.0,1.90625,14.357142857142854,0.24,0.21
T013-S0,B,contrast_low,P00,33.36461829399048,33.44637276414655,32.97278328483835,"{""clean"": 3, ""brightness_dark"": 61, ""contrast_low"": 80, ""gaussian_noise"": 42, ""gaussian_blur"": 14}",0.825,0.0,0.0,2.3451240961500868,0.12,0.065
T013-S0,B,contrast_low,P01,28.215705251727467,28.293104594720393,26.887305336825797,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 196, ""gaussian_noise"": 0, ""gaussian_blur"": 4}",0.485,1.7740429505135387,9.222027972027973,22.53741496598639,0.495,0.385
T013-S0,B,contrast_low,P10,33.36461829399048,33.44637276414655,32.97278328483835,"{""clean"": 3, ""brightness_dark"": 61, ""contrast_low"": 80, ""gaussian_noise"": 42, ""gaussian_blur"": 14}",0.825,0.0,0.0,2.3451240961500868,0.12,0.065
T013-S0,B,contrast_low,P11,28.215705251727467,28.293104594720393,26.887305336825797,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 196, ""gaussian_noise"": 0, ""gaussian_blur"": 4}",0.485,1.7740429505135387,9.222027972027973,22.53741496598639,0.495,0.385
T013-S0,B,contrast_low,zero_soft,26.391387403271892,26.49777245827515,26.532980376267773,"{""clean"": 20, ""brightness_dark"": 0, ""contrast_low"": 69, ""gaussian_noise"": 103, ""gaussian_blur"": 8}",0.445,2.5105042016806722,11.174242424242424,21.25307125307125,0.525,0.42
T013-S0,B,contrast_low,zero_hard,22.88490564661644,23.013498237914757,22.58858022050239,"{""clean"": 27, ""brightness_dark"": 0, ""contrast_low"": 8, ""gaussian_noise"": 142, ""gaussian_blur"": 23}",0.285,7.417582417582418,18.12962962962963,27.820512820512818,0.665,0.565
T013-S0,B,contrast_low,uniform,28.1116255098242,28.186714542190305,26.830967308656785,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 200, ""gaussian_noise"": 0, ""gaussian_blur"": 0}",0.475,2.299154334038055,9.222027972027973,22.53741496598639,0.505,0.39
T013-S0,B,gaussian_noise,P00,37.574152686944096,37.62883170423565,36.30323225066275,"{""clean"": 25, ""brightness_dark"": 73, ""contrast_low"": 5, ""gaussian_noise"": 87, ""gaussian_blur"": 10}",0.805,0.0,0.0,3.014960629921259,0.125,0.06
T013-S0,B,gaussian_noise,P01,32.949044231128326,33.0208125540262,31.690859287500256,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8,7.115009746588694,18.92557651991614,0.43,0.3
T013-S0,B,gaussian_noise,P10,37.574152686944096,37.62883170423565,36.30323225066275,"{""clean"": 25, ""brightness_dark"": 73, ""contrast_low"": 5, ""gaussian_noise"": 87, ""gaussian_blur"": 10}",0.805,0.0,0.0,3.014960629921259,0.125,0.06
T013-S0,B,gaussian_noise,P11,32.949044231128326,33.0208125540262,31.690859287500256,"{""clean"": 38, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 162, ""gaussian_blur"": 0}",0.49,0.8,7.115009746588694,18.92557651991614,0.43,0.3
T013-S0,B,gaussian_noise,zero_soft,32.717116385424234,32.78808431411663,31.46351645162533,"{""clean"": 73, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 127, ""gaussian_blur"": 0}",0.455,1.2347560975609757,7.887512768130746,19.60869565217391,0.455,0.325
T013-S0,B,gaussian_noise,zero_hard,32.583069833833555,32.65509674845402,31.19384923101133,"{""clean"": 97, ""brightness_dark"": 0, ""contrast_low"": 1, ""gaussian_noise"": 84, ""gaussian_blur"": 18}",0.435,1.694915254237288,8.078585147247118,19.456521739130434,0.485,0.34
T013-S0,B,gaussian_noise,uniform,32.40677112345036,32.482212913092624,31.267717362254558,"{""clean"": 0, ""brightness_dark"": 0, ""contrast_low"": 0, ""gaussian_noise"": 200, ""gaussian_blur"": 0}",0.5,0.38461538461538464,7.858201581027668,20.04081632653061,0.435,0.325
T013-S0,B,gaussian_blur,P00,39.85961655603677,39.91621783363256,39.34144302741569,"{""clean"": 8, ""brightness_dark"": 83, ""contrast_low"": 32, ""gaussian_noise"": 45, ""gaussian_blur"": 32}",0.785,0.0,0.0,3.972519700949686,0.155,0.09
T013-S0,B,gaussian_blur,P01,34.037887824152286,34.104661214176474,33.101100177887695,"{""clean"": 11, ""brightness_dark"": 0, ""contrast_low"": 12, ""gaussian_noise"": 12, ""gaussian_blur"": 165}",0.315,4.086317722681359,11.413156256484747,21.135296628254373,0.64,0.46
T013-S0,B,gaussian_blur,P10,39.85961655603677,39.91621783363256,39.34144302741569,"{""clean"": 8, ""brightness_dark"": 83, ""contrast_low"": 32, ""gaussian_noise"": 45, ""gaussian_blur"": 32}",0.785,0.0,0.0,3.972519700949686,0.155,0.09
