client,bank,context,max_error,objective,iterations
79,B,clean,3.608224830031759e-16,5.464826217198782e-33,1
79,B,brightness_dark,9.298117831235686e-16,5.020056770666854e-32,1
79,B,contrast_low,2.7478019859472624e-15,3.125423187875911e-32,1
79,B,gaussian_noise,5.204170427930421e-16,1.5360795939257258e-32,1
79,B,gaussian_blur,1.5994277140458475e-15,1.4807091080245928e-32,1
80,A,clean,1.4481552702150359e-15,6.724655234726463e-32,1
80,A,brightness_dark,1.7763568394002505e-15,1.070429606141272e-31,1
80,A,contrast_low,1.4118005548001376e-15,2.899728272518032e-32,1
80,A,gaussian_noise,1.1115133030353313e-15,2.7548321368582735e-32,1
80,A,gaussian_blur,1.0130785099704553e-15,1.3030119779994893e-32,1
80,B,clean,1.4481552702150359e-15,6.724655234726463e-32,1
80,B,brightness_dark,8.601850760653725e-16,1.1989290062002806e-32,1
80,B,contrast_low,1.0870303928746221e-15,1.6039761476292212e-32,1
80,B,gaussian_noise,8.881784197001252e-16,2.952691345988681e-32,1
80,B,gaussian_blur,8.304451180186202e-16,5.573159776570564e-33,1
81,A,clean,6.661338147750939e-16,2.533801583084457e-33,1
81,A,brightness_dark,6.661338147750939e-16,3.702600318084461e-32,1
81,A,contrast_low,6.698347853141832e-16,1.5413458086174097e-32,1
81,A,gaussian_noise,3.3306690738754696e-16,3.442599775592184e-33,1
81,A,gaussian_blur,1.2212453270876722e-15,1.4661141701647833e-32,1
81,B,clean,6.661338147750939e-16,2.533801583084457e-33,1
81,B,brightness_dark,5.412337245047638e-16,2.621672136797125e-32,1
81,B,contrast_low,1.1102230246251565e-16,4.092601131822876e-34,1
81,B,gaussian_noise,1.033895191682177e-15,5.785613923560781e-32,1
81,B,gaussian_blur,1.4397719795310894e-15,1.0578170219546893e-31,1
82,A,clean,2.220446049250313e-16,2.709843617063603e-33,1
82,A,brightness_dark,8.573125369113575e-16,3.395956159751556e-33,1
82,A,contrast_low,2.2713234704778345e-15,2.8846819448275067e-32,1
82,A,gaussian_noise,2.220446049250313e-16,3.496766555278075e-33,1
82,A,gaussian_blur,1.138963939339125e-15,7.306496726519076e-32,1
82,B,clean,2.220446049250313e-16,2.709843617063603e-33,1
82,B,brightness_dark,8.604228440844963e-16,5.884317833210627e-32,1
82,B,contrast_low,1.9984014443252818e-15,2.9250061030381145e-32,1
82,B,gaussian_noise,9.992007221626409e-16,4.074545538594246e-33,1
82,B,gaussian_blur,1.6758982110016197e-15,4.141351233540178e-32,1
83,A,clean,8.425170224544681e-16,2.1227359105793065e-32,1
83,A,brightness_dark,1.2073675392798577e-15,8.544508568895496e-32,1
83,A,contrast_low,9.575673587391975e-16,4.051976047058458e-33,1
83,A,gaussian_noise,7.216449660063518e-16,8.437980568846577e-33,1
83,A,gaussian_blur,9.575673587391975e-16,4.796769267739459e-33,1
83,B,clean,8.425170224544681e-16,2.1227359105793065e-32,1
83,B,brightness_dark,3.3306690738754696e-16,1.1964839779505703e-32,1
83,B,contrast_low,1.2975731600306517e-15,1.649227978158476e-32,1
83,B,gaussian_noise,3.3615978925643644e-16,3.165747346086519e-33,1
83,B,gaussian_blur,3.677613769070831e-16,4.796769267739459e-33,1
84,A,clean,9.71445146547012e-16,1.6520867804196758e-32,1
84,A,brightness_dark,1.27675647831893e-15,6.38942305378156e-32,1
84,A,contrast_low,1.1657341758564144e-15,1.512193548717017e-32,1
84,A,gaussian_noise,1.2212453270876722e-15,1.2664494017115128e-32,1
84,A,gaussian_blur,1.1657341758564144e-15,1.4089381249407872e-32,1
84,B,clean,9.71445146547012e-16,1.6520867804196758e-32,1
84,B,brightness_dark,1.609823385706477e-15,5.931600917978102e-32,1
84,B,contrast_low,1.6276539558385629e-15,9.679302603314913e-33,1
84,B,gaussian_noise,1.6653345369377348e-15,7.578684794440678e-32,1
84,B,gaussian_blur,5.208476894179316e-16,1.8464853341812624e-32,1
85,A,clean,8.881784197001252e-16,5.436087731309878e-32,1
85,A,brightness_dark,1.3322676295501878e-15,2.4339315830385956e-32,1
85,A,contrast_low,1.1102230246251565e-15,4.018573199585492e-32,1
85,A,gaussian_noise,8.881784197001252e-16,1.923071142126036e-32,1
85,A,gaussian_blur,5.331075523556559e-16,5.90417898576212e-33,1
85,B,clean,8.881784197001252e-16,5.436087731309878e-32,1
85,B,brightness_dark,1.541440587507176e-15,2.4570653118627782e-33,1
85,B,contrast_low,2.1094237467877974e-15,5.646134465869611e-32,1
85,B,gaussian_noise,1.853688569690024e-15,2.4513477073403786e-32,1
85,B,gaussian_blur,1.6653345369377348e-15,3.756315707939636e-32,1
86,A,clean,1.6653345369377348e-15,8.182945314492174e-32,1
86,A,brightness_dark,8.881784197001252e-16,7.345993336706705e-33,1
86,A,contrast_low,8.881784197001252e-16,8.924879732911975e-32,1
86,A,gaussian_noise,3.3306690738754696e-16,1.2187525429325477e-32,1
86,A,gaussian_blur,1.4432899320127035e-15,6.986912726372319e-32,1
86,B,clean,1.6653345369377348e-15,8.182945314492174e-32,1
86,B,brightness_dark,1.8318679906315083e-15,2.5327483401461204e-32,1
86,B,contrast_low,2.7755575615628914e-15,1.0323586355023205e-31,1
86,B,gaussian_noise,6.38378239159465e-16,3.527009673936031e-32,1
86,B,gaussian_blur,9.992007221626409e-16,1.930744769248204e-32,1
87,A,clean,4.3608255921566115e-16,2.6963019221421302e-33,1
87,A,brightness_dark,1.887379141862766e-15,6.784238692380944e-32,1
87,A,contrast_low,1.5681900222830336e-15,5.442256725662994e-33,1
87,A,gaussian_noise,1.4432899320127035e-15,1.4698757520874146e-32,1
87,A,gaussian_blur,1.4014369935149945e-15,1.813533876539012e-32,1
87,B,clean,4.3608255921566115e-16,2.6963019221421302e-33,1
87,B,brightness_dark,1.3385026721923893e-15,1.1706042943228668e-32,1
87,B,contrast_low,2.1510571102112408e-15,2.3726554135189314e-32,1
87,B,gaussian_noise,1.3183898417423734e-15,4.796769267739459e-33,1
87,B,gaussian_blur,1.4432899320127035e-15,1.8597261025489246e-32,1
88,A,clean,1.2212453270876722e-15,2.6025633006301577e-32,1
88,A,brightness_dark,1.4155343563970746e-15,2.1305600009783797e-32,1
88,A,contrast_low,5.2735593669694936e-15,3.4577965665596146e-32,1
88,A,gaussian_noise,2.2620794126737565e-15,1.1874561813362551e-32,1
88,A,gaussian_blur,1.1518563880486e-15,4.658493516263532e-32,1
88,B,clean,1.2212453270876722e-15,2.6025633006301577e-32,1
88,B,brightness_dark,1.942890293094024e-15,3.047934600269706e-32,1
88,B,contrast_low,1.5543122344752192e-15,2.470155616953535e-32,1
88,B,gaussian_noise,7.216449660063518e-16,5.332418533522159e-33,1
88,B,gaussian_blur,1.429412144204889e-15,1.1364491304653744e-32,1
89,A,clean,9.43689570931383e-16,1.2043080683496434e-32,1
89,A,brightness_dark,8.881784197001252e-16,5.3504741267507896e-33,1
89,A,contrast_low,1.1102230246251565e-15,1.2965420570925634e-32,1
89,A,gaussian_noise,8.881784197001252e-16,1.4120978537557975e-32,1
89,A,gaussian_blur,6.106226635438361e-16,6.885199551184368e-33,1
89,B,clean,9.43689570931383e-16,1.2043080683496434e-32,1
89,B,brightness_dark,3.3306690738754696e-16,1.0596376276052429e-33,1
89,B,contrast_low,7.771561172376096e-16,6.124231528236052e-33,1
89,B,gaussian_noise,6.410076658879377e-16,4.564604431474654e-32,1
89,B,gaussian_blur,1.7763568394002505e-15,1.3770399102368736e-32,1
90,A,clean,7.771561172376096e-16,4.8208433920443e-33,1
90,A,brightness_dark,8.881784197001252e-16,2.786730351562187e-32,1
90,A,contrast_low,9.992007221626409e-16,2.0945992777980242e-32,1
90,A,gaussian_noise,1.3322676295501878e-15,1.5840773792585015e-32,1
90,A,gaussian_blur,1.1102230246251565e-15,1.5744477295365653e-32,1
90,B,clean,7.771561172376096e-16,4.8208433920443e-33,1
90,B,brightness_dark,2.220446049250313e-15,9.563445880097868e-33,1
90,B,contrast_low,1.887379141862766e-15,1.01544656317817e-31,1
90,B,gaussian_noise,3.885780586188048e-16,2.2005254247393222e-32,1
90,B,gaussian_blur,1.3327539014491551e-15,1.7935222607106134e-32,1
91,A,clean,1.2667928509520757e-15,1.4643086108419203e-32,1
91,A,brightness_dark,1.2073675392798577e-15,4.4904260359603646e-32,1
91,A,contrast_low,6.661338147750939e-16,2.8774597075360546e-32,1
91,A,gaussian_noise,8.605721169191175e-16,3.019497040934613e-32,1
91,A,gaussian_blur,7.979727989493313e-16,2.941857990051503e-32,1
91,B,clean,1.2667928509520757e-15,1.4643086108419203e-32,1
91,B,brightness_dark,3.702691016893853e-16,1.8055593228630336e-33,1
91,B,contrast_low,1.2073675392798577e-15,6.813579031377468e-32,1
91,B,gaussian_noise,3.597260689518509e-16,5.0796402283213346e-33,1
91,B,gaussian_blur,6.800116025829084e-16,1.9078743511586055e-33,1
92,A,clean,4.440892098500626e-16,1.0363910513233813e-32,1
92,A,brightness_dark,7.771561172376096e-16,4.094406691145739e-32,1
92,A,contrast_low,6.736317613979816e-16,9.247472998596837e-33,1
92,A,gaussian_noise,7.494005416219807e-16,2.629646690473103e-32,1
92,A,gaussian_blur,3.778691371885919e-16,7.583349156024741e-34,1
92,B,clean,4.440892098500626e-16,1.0363910513233813e-32,1
92,B,brightness_dark,1.2212453270876722e-15,1.235860217516675e-31,1
92,B,contrast_low,1.2698175844150228e-15,1.8974171534136904e-31,1
92,B,gaussian_noise,5.551115123125783e-16,2.72609365096937e-32,1
92,B,gaussian_blur,1.5909109664852457e-15,4.7409473920076105e-32,1
93,A,clean,3.3306690738754696e-16,2.4570653118627782e-33,1
93,A,brightness_dark,0.0,0.0,1
93,A,contrast_low,1.1102230246251565e-15,3.1329839675404e-32,1
93,A,gaussian_noise,7.771561172376096e-16,2.2388935603501617e-33,1
93,A,gaussian_blur,0.0,0.0,1
93,B,clean,3.3306690738754696e-16,2.4570653118627782e-33,1
93,B,brightness_dark,0.0,0.0,1
93,B,contrast_low,1.8268314443821518e-15,1.2672393339152654e-32,1
93,B,gaussian_noise,1.4432899320127035e-15,5.5867014714920365e-33,1
93,B,gaussian_blur,0.0,0.0,1
94,A,clean,9.992007221626409e-16,4.522324250664278e-32,1
94,A,brightness_dark,1.3322676295501878e-15,5.176689041925223e-32,1
94,A,contrast_low,1.9096116519548348e-15,2.891452792288243e-32,1
94,A,gaussian_noise,1.5477590699173393e-15,4.0041287250025875e-32,1
94,A,gaussian_blur,7.708624280143636e-16,3.4632132445282037e-32,1
94,B,clean,9.992007221626409e-16,4.522324250664278e-32,1
94,B,brightness_dark,2.527042616025764e-16,2.8260764984729107e-33,1
94,B,contrast_low,1.4502288259166107e-15,1.8115778539392437e-32,1
94,B,gaussian_noise,1.475370282749994e-15,3.592461199389816e-32,1
94,B,gaussian_blur,1.4986313013454486e-15,5.696539663632871e-32,1
95,A,clean,1.070844725025509e-15,6.031771844577774e-32,1
95,A,brightness_dark,1.9984014443252818e-15,2.027763490196711e-31,1
95,A,contrast_low,1.1102230246251565e-15,7.882470150512384e-32,1
95,A,gaussian_noise,3.1165302109383556e-16,1.3072249497528363e-32,1
95,A,gaussian_blur,8.881784197001252e-16,3.0869045889881665e-32,1
95,B,clean,1.070844725025509e-15,6.031771844577774e-32,1
95,B,brightness_dark,6.470226125891674e-16,1.6851887013388314e-32,1
95,B,contrast_low,1.6439571897694525e-15,2.901533831840895e-32,1
95,B,gaussian_noise,1.0824674490095276e-15,3.2993587359783834e-32,1
95,B,gaussian_blur,3.2612801348363973e-16,4.0625084764418256e-33,1
96,A,clean,1.4432899320127035e-15,7.64488863627899e-32,1
96,A,brightness_dark,3.608224830031759e-16,4.202439323963711e-33,1
96,A,contrast_low,4.440892098500626e-16,1.2939841813851741e-33,1
96,A,gaussian_noise,7.771561172376096e-16,1.494551729499876e-32,1
96,A,gaussian_blur,8.204185557491885e-16,2.897320860087548e-32,1
96,B,clean,1.4432899320127035e-15,7.64488863627899e-32,1
96,B,brightness_dark,1.2212453270876722e-15,5.120114849808848e-32,1
96,B,contrast_low,8.881784197001252e-16,1.125465311251291e-32,1
96,B,gaussian_noise,1.9984014443252818e-15,5.771319912254782e-32,1
96,B,gaussian_blur,3.3306690738754696e-16,8.726870060504662e-34,1
97,A,clean,8.330692014105174e-16,1.1074097180226606e-33,1
97,A,brightness_dark,2.0261570199409107e-15,3.1874140579608753e-31,1
97,A,contrast_low,8.951173136040325e-16,5.011028974052539e-32,1
97,A,gaussian_noise,6.38378239159465e-16,4.622231866529366e-33,1
97,A,gaussian_blur,1.5959455978986625e-15,1.3096323621833204e-32,1
97,B,clean,8.330692014105174e-16,1.1074097180226606e-33,1
97,B,brightness_dark,7.771561172376096e-16,3.021904453365097e-32,1
97,B,contrast_low,8.477268739492893e-16,5.1819552566169065e-33,1
97,B,gaussian_noise,4.440892098500626e-16,3.177784408238939e-33,1
97,B,gaussian_blur,1.1102230246251565e-15,6.211124070648836e-33,1
98,A,clean,4.440892098500626e-16,7.830108930149356e-33,1
98,A,brightness_dark,1.1820297257131313e-15,1.5672254922451132e-32,1
98,A,contrast_low,1.5543122344752192e-15,3.105562035324418e-32,1
98,A,gaussian_noise,6.38378239159465e-16,1.0424095823995914e-32,1
98,A,gaussian_blur,6.185542269018211e-16,1.8350501251364632e-32,1
98,B,clean,4.440892098500626e-16,7.830108930149356e-33,1
98,B,brightness_dark,9.43689570931383e-16,5.91019751683833e-32,1
98,B,contrast_low,6.38378239159465e-16,2.2298657637358465e-32,1
98,B,gaussian_noise,3.885780586188048e-16,1.0785207688568521e-32,1
98,B,gaussian_blur,7.771561172376096e-16,1.3198638650128776e-32,1
99,A,clean,6.106226635438361e-16,3.395956159751556e-33,1
99,A,brightness_dark,1.3877787807814457e-15,8.150595709957544e-33,1
99,A,contrast_low,2.0539125955565396e-15,8.60048090790425e-33,1
99,A,gaussian_noise,7.91033905045424e-16,1.4229312096929757e-32,1
99,A,gaussian_blur,1.1657341758564144e-15,6.910778308258261e-33,1
99,B,clean,6.106226635438361e-16,3.395956159751556e-33,1
99,B,brightness_dark,9.43689570931383e-16,3.290932792471689e-32,1
99,B,contrast_low,1.1657341758564144e-15,2.4483384418022736e-32,1
99,B,gaussian_noise,2.0539125955565396e-15,4.7004727705200975e-33,1
99,B,gaussian_blur,1.021538201772194e-15,2.8302142385878052e-33,1
