salt,bank,target,policy,zero,accuracy,gain_pp,capture_vs_P00,capture_vs_T014_class_context
T013-S3,A,gaussian_noise,P00,30.67664385146025,37.532109414857075,6.855465563396829,1.0,0.9865879774822466
T013-S3,A,gaussian_noise,P01,30.67664385146025,33.04118763564185,2.3645437841816044,0.3449136695845339,0.3402876796813852
T013-S3,A,gaussian_noise,P10,30.67664385146025,37.532109414857075,6.855465563396829,1.0,0.9865879774822466
T013-S3,A,gaussian_noise,P11,30.67664385146025,33.04118763564185,2.3645437841816044,0.3449136695845339,0.3402876796813852
T013-S3,A,gaussian_noise,zero_soft,30.67664385146025,32.86939158065743,2.19274772919718,0.3198539484910914,0.31556406013153654
T013-S3,A,gaussian_noise,zero_hard,30.67664385146025,32.76808000195203,2.091436150491783,0.3050757284317088,0.3009840458923628
T013-S3,A,gaussian_noise,uniform,30.67664385146025,32.499557590179315,1.8229137387190708,0.2659066290774031,0.26234028338059706
T013-S3,A,gaussian_blur,P00,30.901579176174376,39.99060549074056,9.089026314566185,1.0,0.9955518160756254
T013-S3,A,gaussian_blur,P01,30.901579176174376,34.12851099462815,3.226931818453773,0.355036029908094,0.353456764347283
T013-S3,A,gaussian_blur,P10,30.901579176174376,39.99060549074056,9.089026314566185,1.0,0.9955518160756254
T013-S3,A,gaussian_blur,P11,30.901579176174376,32.26981761914095,1.3682384429665768,0.15053740583563072,0.14986778776697562
T013-S3,A,gaussian_blur,zero_soft,30.901579176174376,33.24585730799898,2.344278131824608,0.25792401195578446,0.25677671851209255
T013-S3,A,gaussian_blur,zero_hard,30.901579176174376,33.862565586483136,2.960986410308762,0.3257759750968538,0.3243268636414805
T013-S3,A,gaussian_blur,uniform,30.901579176174376,31.263384887993965,0.3618057118195894,0.03980687251831972,0.0396298042279041
T013-S3,B,clean,P00,34.13868991976854,40.33382128017147,6.195131360402929,1.0,1.0057531858604485
T013-S3,B,clean,P01,34.13868991976854,36.008676863187,1.869986943418461,0.3018478276943006,0.3035844143485985
T013-S3,B,clean,P10,34.13868991976854,40.15087572710547,6.012185807336935,0.970469463450716,0.9760527546458377
T013-S3,B,clean,P11,34.13868991976854,35.152114675218556,1.0134247554500135,0.16358406246677243,0.16452519198195098
T013-S3,B,clean,zero_soft,34.13868991976854,35.461960806784454,1.3232708870159129,0.21359851955259393,0.21482739153509664
T013-S3,B,clean,zero_hard,34.13868991976854,35.84063392616792,1.70194400639938,0.27472282787700025,0.2763033593658846
T013-S3,B,clean,uniform,34.13868991976854,34.20201827447402,0.063328354705481,0.010222277950432701,0.010281088615398705
T013-S3,B,brightness_dark,P00,17.54602645421106,35.27542414868305,17.729397694471995,1.0,0.9942094317808804
T013-S3,B,brightness_dark,P01,17.54602645421106,32.424807666744606,14.878781212533545,0.839215266583632,0.8343557333319528
T013-S3,B,brightness_dark,P10,17.54602645421106,35.27542414868305,17.729397694471995,1.0,0.9942094317808804
T013-S3,B,brightness_dark,P11,17.54602645421106,32.424807666744606,14.878781212533545,0.839215266583632,0.8343557333319528
T013-S3,B,brightness_dark,zero_soft,17.54602645421106,30.441163525346735,12.895137071135673,0.7273308035250606,0.7231191448893817
T013-S3,B,brightness_dark,zero_hard,17.54602645421106,22.06213960126146,4.516113147050399,0.2547245667831411,0.25324956680209765
T013-S3,B,brightness_dark,uniform,17.54602645421106,32.424807666744606,14.878781212533545,0.839215266583632,0.8343557333319528
T013-S3,B,contrast_low,P00,19.95526398771052,33.42481451348825,13.469550525777729,1.0,0.9840359709898455
T013-S3,B,contrast_low,P01,19.95526398771052,28.215705251727467,8.260441264016947,0.6132677737247652,0.6034775491940302
T013-S3,B,contrast_low,P10,19.95526398771052,33.42481451348825,13.469550525777729,1.0,0.9840359709898455
T013-S3,B,contrast_low,P11,19.95526398771052,28.215705251727467,8.260441264016947,0.6132677737247652,0.6034775491940302
T013-S3,B,contrast_low,zero_soft,19.95526398771052,26.22403024732475,6.2687662596142335,0.46540277996783985,0.45797307648702673
T013-S3,B,contrast_low,zero_hard,19.95526398771052,23.006033748623356,3.0507697609128375,0.22649380579361883,0.2228780521073092
T013-S3,B,contrast_low,uniform,19.95526398771052,28.1116255098242,8.15636152211368,0.6055407347486627,0.5958738648923048
T013-S3,B,gaussian_noise,P00,30.67664385146025,37.58806563290818,6.911421781447936,1.0,0.9829560618547293
T013-S3,B,gaussian_noise,P01,30.67664385146025,32.90209461061891,2.2254507591586643,0.32199608554239245,0.3165080041773886
T013-S3,B,gaussian_noise,P10,30.67664385146025,37.58806563290818,6.911421781447936,1.0,0.9829560618547293
T013-S3,B,gaussian_noise,P11,30.67664385146025,32.90209461061891,2.2254507591586643,0.32199608554239245,0.3165080041773886
T013-S3,B,gaussian_noise,zero_soft,30.67664385146025,32.73727687216662,2.0606330207063692,0.2981489317057233,0.29306729975565243
T013-S3,B,gaussian_noise,zero_hard,30.67664385146025,32.58288423033109,1.906240378870844,0.2758101645579918,0.2711092731734284
T013-S3,B,gaussian_noise,uniform,30.67664385146025,32.40677112345036,1.7301272719901184,0.2503287061186502,0.2460621191355783
T013-S3,B,gaussian_blur,P00,30.901579176174376,39.91343603069888,9.011856854524506,1.0,0.9855995510244313
T013-S3,B,gaussian_blur,P01,30.901579176174376,34.11615250234575,3.2145733261713727,0.3567048809211233,0.35156817048408234
T013-S3,B,gaussian_blur,P10,30.901579176174376,39.91343603069888,9.011856854524506,1.0,0.9855995510244313
T013-S3,B,gaussian_blur,P11,30.901579176174376,32.662362614362195,1.7607834381878176,0.19538519825731543,0.1925715636792296
T013-S3,B,gaussian_blur,zero_soft,30.901579176174376,33.15336906311437,2.2517898869399917,0.2498696909293954,0.2462714551946255
T013-S3,B,gaussian_blur,zero_hard,30.901579176174376,33.757285344667594,2.855706168493219,0.31688321447976386,0.3123199539184338
T013-S3,B,gaussian_blur,uniform,30.901579176174376,31.71666431644708,0.8150851402727047,0.09044585965249569,0.08914339866551847
