client,target,context,centered_acc,centered_same_label
41,brightness_dark,random_derangement_2,-2.125001698732376,0.013671875
41,brightness_dark,random_derangement_3,-11.124999076128006,0.029296875
41,brightness_dark,random_derangement_4,5.875002592802048,-0.017578125
41,brightness_dark,random_derangement_5,-5.124998837709427,-0.033203125
41,brightness_dark,random_derangement_6,4.874997586011887,0.013671875
41,brightness_dark,random_derangement_7,4.874997586011887,-0.001953125
42,brightness_dark,random_derangement_0,-1.5625011175870895,0.02734375
42,brightness_dark,random_derangement_1,-5.625001713633537,-0.01953125
42,brightness_dark,random_derangement_2,11.875002458691597,0.02734375
42,brightness_dark,random_derangement_3,12.812500074505806,0.04296875
42,brightness_dark,random_derangement_4,-1.5625011175870895,-0.00390625
42,brightness_dark,random_derangement_5,-1.8749993294477463,0.02734375
42,brightness_dark,random_derangement_6,-12.187499925494194,-0.06640625
42,brightness_dark,random_derangement_7,-1.8749993294477463,-0.03515625
43,brightness_dark,random_derangement_0,0.0,-0.0390625
43,brightness_dark,random_derangement_1,0.0,0.0546875
43,brightness_dark,random_derangement_2,0.0,-0.0078125
43,brightness_dark,random_derangement_3,0.0,-0.0703125
43,brightness_dark,random_derangement_4,0.0,-0.0078125
43,brightness_dark,random_derangement_5,0.0,-0.0078125
43,brightness_dark,random_derangement_6,0.0,0.0546875
43,brightness_dark,random_derangement_7,0.0,0.0234375
44,brightness_dark,random_derangement_0,-1.013513549696654,-0.03125
44,brightness_dark,random_derangement_1,-1.013513549696654,0.0
44,brightness_dark,random_derangement_2,3.040540695656091,0.109375
44,brightness_dark,random_derangement_3,-1.013513549696654,-0.03125
44,brightness_dark,random_derangement_4,-1.013513549696654,-0.046875
44,brightness_dark,random_derangement_5,0.3378378343768418,-0.0625
44,brightness_dark,random_derangement_6,-1.013513549696654,-0.0625
44,brightness_dark,random_derangement_7,1.6891892184503376,0.125
45,brightness_dark,random_derangement_0,35.57692393660545,-0.0296052631578948
45,brightness_dark,random_derangement_1,-10.576923936605453,-0.05592105263157898
45,brightness_dark,random_derangement_2,-2.8846152126789093,-0.0296052631578948
45,brightness_dark,random_derangement_3,-10.576923936605453,0.049342105263157854
45,brightness_dark,random_derangement_4,-25.961539894342422,-0.05592105263157898
45,brightness_dark,random_derangement_5,-2.8846152126789093,0.023026315789473673
45,brightness_dark,random_derangement_6,20.192309468984604,0.07565789473684204
45,brightness_dark,random_derangement_7,-2.8846152126789093,0.023026315789473673
46,brightness_dark,random_derangement_0,0.0,0.025390625
46,brightness_dark,random_derangement_1,0.0,0.009765625
46,brightness_dark,random_derangement_2,0.0,-0.021484375
46,brightness_dark,random_derangement_3,0.0,-0.021484375
46,brightness_dark,random_derangement_4,0.0,-0.005859375
46,brightness_dark,random_derangement_5,0.0,0.041015625
46,brightness_dark,random_derangement_6,0.0,-0.005859375
46,brightness_dark,random_derangement_7,0.0,-0.021484375
47,brightness_dark,random_derangement_0,-7.8125,0.01171875
47,brightness_dark,random_derangement_1,1.5625,-0.09765625
47,brightness_dark,random_derangement_2,10.9375,0.07421875
47,brightness_dark,random_derangement_3,-7.8125,-0.01953125
47,brightness_dark,random_derangement_4,-7.8125,-0.00390625
47,brightness_dark,random_derangement_5,-4.6875,0.02734375
47,brightness_dark,random_derangement_6,1.5625,0.01171875
47,brightness_dark,random_derangement_7,14.0625,-0.00390625
48,brightness_dark,random_derangement_0,0.0,0.02734375
48,brightness_dark,random_derangement_1,0.0,-0.01953125
48,brightness_dark,random_derangement_2,0.0,-0.03515625
48,brightness_dark,random_derangement_3,0.0,0.08984375
48,brightness_dark,random_derangement_4,0.0,0.01171875
48,brightness_dark,random_derangement_5,0.0,-0.01953125
48,brightness_dark,random_derangement_6,0.0,-0.03515625
48,brightness_dark,random_derangement_7,0.0,-0.01953125
49,brightness_dark,random_derangement_0,-0.4950494971126318,-0.02734375
49,brightness_dark,random_derangement_1,1.980198035016656,0.00390625
49,brightness_dark,random_derangement_2,0.9900989476591349,0.00390625
49,brightness_dark,random_derangement_3,-0.4950494971126318,-0.02734375
49,brightness_dark,random_derangement_4,-0.4950494971126318,0.03515625
49,brightness_dark,random_derangement_5,-0.4950494971126318,0.00390625
49,brightness_dark,random_derangement_6,-0.4950494971126318,0.00390625
49,brightness_dark,random_derangement_7,-0.4950494971126318,0.00390625
50,brightness_dark,random_derangement_0,16.11570380628109,0.01171875
50,brightness_dark,random_derangement_1,-3.7190083414316177,-0.00390625
50,brightness_dark,random_derangement_2,-1.2396696954965591,-0.03515625
50,brightness_dark,random_derangement_3,4.545452818274498,-0.00390625
50,brightness_dark,random_derangement_4,0.4132237285375595,-0.03515625
50,brightness_dark,random_derangement_5,-18.59504021704197,0.01171875
50,brightness_dark,random_derangement_6,-2.066114917397499,0.01171875
50,brightness_dark,random_derangement_7,4.545452818274498,0.04296875
51,brightness_dark,random_derangement_0,0.0,0.0
51,brightness_dark,random_derangement_1,0.0,0.0
51,brightness_dark,random_derangement_2,0.0,0.0
51,brightness_dark,random_derangement_3,0.0,0.0
51,brightness_dark,random_derangement_4,0.0,0.0
51,brightness_dark,random_derangement_5,0.0,0.0
51,brightness_dark,random_derangement_6,0.0,0.0
51,brightness_dark,random_derangement_7,0.0,0.0
52,brightness_dark,random_derangement_0,2.0833343267440796,-0.037109375
52,brightness_dark,random_derangement_1,2.0833343267440796,0.025390625
52,brightness_dark,random_derangement_2,2.0833343267440796,-0.021484375
52,brightness_dark,random_derangement_3,-2.0833343267440796,-0.021484375
52,brightness_dark,random_derangement_4,-6.250002980232239,0.009765625
52,brightness_dark,random_derangement_5,-2.0833343267440796,-0.005859375
52,brightness_dark,random_derangement_6,2.0833343267440796,0.025390625
52,brightness_dark,random_derangement_7,2.0833343267440796,0.025390625
53,brightness_dark,random_derangement_0,-2.685950230807066,0.01953125
53,brightness_dark,random_derangement_1,-0.20661158487200737,0.01953125
