client,target,n_query,correct,low,high,random_mean,same_label_low,same_label_high,same_label_random_mean,correct_low,correct_high,high_low,correct_random_mean
36,brightness_dark,18,16.66666716337204,16.66666716337204,16.66666716337204,16.66666716337204,0.24074074074074073,0.5,0.3796296296296296,0.0,0.0,0.0,0.0
37,brightness_dark,80,28.749999403953552,5.000000074505806,20.000000298023224,15.312500111758709,0.3125,0.53125,0.40234375,23.749999329447746,8.749999105930328,15.000000223517418,13.437499292194843
38,brightness_dark,25,71.99999690055847,91.99999570846558,91.99999570846558,92.49999672174454,0.90625,0.9375,0.91015625,-19.999998807907104,-19.999998807907104,0.0,-20.499999821186066
39,brightness_dark,160,55.62500357627869,66.8749988079071,66.8749988079071,81.95312544703484,1.0,1.0,1.0,-11.249995231628418,-11.249995231628418,0.0,-26.32812187075615
40,brightness_dark,250,1.2000000104308128,0.0,0.0,0.0,0.9375,0.953125,0.9375,1.2000000104308128,1.2000000104308128,0.0,1.2000000104308128
41,brightness_dark,100,11.999999731779099,64.99999761581421,74.00000095367432,68.12499836087227,0.59375,0.734375,0.642578125,-52.99999788403511,-62.00000122189522,9.000003337860107,-56.12499862909317
42,brightness_dark,320,60.00000238418579,26.5625,65.625,39.06250111758709,0.34375,0.546875,0.41015625,33.43750238418579,-5.624997615814209,39.0625,20.9375012665987
43,brightness_dark,198,7.575757801532745,0.0,0.0,0.0,0.40625,0.65625,0.4765625,7.575757801532745,7.575757801532745,0.0,7.575757801532745
44,brightness_dark,74,18.918919563293457,0.0,0.0,1.013513549696654,0.4375,0.625,0.5,18.918919563293457,18.918919563293457,0.0,17.905406013596803
45,brightness_dark,13,46.153849363327026,23.076924681663513,30.769231915473938,25.961539894342422,0.47368421052631576,0.6578947368421053,0.555921052631579,23.076924681663513,15.384617447853088,7.692307233810425,20.192309468984604
46,brightness_dark,79,7.594937086105347,0.0,0.0,0.0,0.6875,0.84375,0.708984375,7.594937086105347,7.594937086105347,0.0,7.594937086105347
47,brightness_dark,32,68.75,28.125,28.125,35.9375,0.28125,0.53125,0.41015625,40.625,40.625,0.0,32.8125
48,brightness_dark,161,2.484472095966339,0.0,0.0,0.0,0.359375,0.5625,0.44140625,2.484472095966339,2.484472095966339,0.0,2.484472095966339
49,brightness_dark,202,28.71287167072296,0.0,0.0,0.4950494971126318,0.78125,0.84375,0.80859375,28.71287167072296,28.71287167072296,0.0,28.21782217361033
50,brightness_dark,121,40.495866537094116,33.05785059928894,29.752063751220703,35.12396551668644,0.5,0.65625,0.53515625,7.438015937805176,10.743802785873413,-3.3057868480682373,5.371901020407677
51,brightness_dark,12,0.0,0.0,0.0,0.0,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.0,0.0,0.0,0.0
52,brightness_dark,24,45.83333432674408,83.33333730697632,79.16666865348816,81.25000298023224,0.625,0.71875,0.677734375,-37.50000298023224,-33.33333432674408,-4.166668653488159,-35.41666865348816
53,brightness_dark,121,28.099173307418823,0.0,9.090908616781235,2.685950230807066,0.625,0.734375,0.68359375,28.099173307418823,19.00826469063759,9.090908616781235,25.413223076611757
