client,bank,true_context,selected,zero_consistency,selected_consistency,consistency_improvement,selected_agreement,zero_agreement,true_state_rank_by_consistency
18,A,gaussian_noise,gaussian_blur,0.0015147547150197466,0.0014796184165465627,3.513629847318395e-05,1.0,0.9500000000000001,1
18,B,gaussian_noise,gaussian_blur,0.0015147547150197466,0.0014661339724168993,4.862074260284736e-05,1.0,0.9500000000000001,1
18,A,gaussian_blur,gaussian_noise,0.0008348101274166053,0.0007805000462055172,5.431008121108811e-05,1.0,0.9,3
18,B,gaussian_blur,gaussian_noise,0.0008348101274166053,0.0007783735736905086,5.6436553726096753e-05,1.0,0.9,3
19,A,clean,clean,0.0020879315404581174,0.0020879315404581174,0.0,0.9,0.9,2
19,B,clean,clean,0.0020879315404581174,0.0020879315404581174,0.0,0.9,0.9,2
19,A,brightness_dark,gaussian_noise,0.0005548856143933669,0.00045030327413401983,0.00010458234025934705,1.0,1.0,5
19,B,brightness_dark,clean,0.0005548856143933669,0.0005548856143933669,0.0,1.0,1.0,5
19,A,contrast_low,gaussian_noise,0.0002608120423394562,0.00021911646335115903,4.169557898829715e-05,1.0,0.9500000000000001,4
19,B,contrast_low,gaussian_noise,0.0002608120423394562,0.0002239592123299642,3.6852830009491996e-05,1.0,0.9500000000000001,4
19,A,gaussian_noise,contrast_low,0.0026223477112116145,0.0016985947471212133,0.0009237529640904012,1.0,0.9,2
19,B,gaussian_noise,contrast_low,0.0026223477112116145,0.0012961930122339885,0.001326154698977626,1.0,0.9,2
19,A,gaussian_blur,clean,0.0017976456268065204,0.0017976456268065204,0.0,1.0,1.0,3
19,B,gaussian_blur,clean,0.0017976456268065204,0.0017976456268065204,0.0,1.0,1.0,3
20,A,clean,gaussian_noise,0.002740769285886463,0.0027139974163045972,2.6771869581865802e-05,0.9,0.9,2
20,B,clean,contrast_low,0.002740769285886463,0.0023763114094087177,0.0003644578764777453,1.0,0.9,3
20,A,brightness_dark,gaussian_noise,0.00034433076428362495,0.0003245074491029945,1.982331518063043e-05,1.0,1.0,5
20,B,brightness_dark,clean,0.00034433076428362495,0.00034433076428362495,0.0,1.0,1.0,5
20,A,contrast_low,clean,0.0003658881237044205,0.0003658881237044205,0.0,1.0,1.0,4
20,B,contrast_low,clean,0.0003658881237044205,0.0003658881237044205,0.0,1.0,1.0,4
20,A,gaussian_noise,contrast_low,0.001809216345717291,0.0008267571805875271,0.0009824591651297638,1.0,0.9500000000000001,3
20,B,gaussian_noise,contrast_low,0.001809216345717291,0.0004160995051372865,0.0013931168405800045,1.0,0.9500000000000001,3
