client,bank,context,salt,train_half,argmax_size,best_tied,legacy_margin_pp,distinct_level_margin_pp,legacy_margin_quartile,actual_state,actual_true_regret_pp,actual_canonical_agreement,actual_optimal_set_agreement,actual_L1,actual_DU_pp,boot_true_regret_mean_pp,boot_true_regret_p05_pp,boot_true_regret_median_pp,boot_true_regret_p95_pp,boot_canonical_agreement,boot_optimal_set_agreement,boot_L1_mean,boot_DU_mean_pp,boot_DU_median_pp,boot_query_oracle_regret_mean_pp,boot_query_oracle_regret_p95_pp
0,A,gaussian_noise,T013-S0,0,1,False,8.518242628069983,8.518242628069983,3,1,0.0,True,True,1.2080399824747565,4.888722631508827,1.4362008743638193,0.0,0.0,8.518242628069983,0.8359375,0.8359375,0.6898764882967486,5.5412794354018855,5.04446025233289,1.132373595505618,5.617977528089888
0,A,gaussian_noise,T013-S0,1,1,False,8.099498096453464,8.099498096453464,3,1,0.0,True,True,1.2080399824747565,4.364244850675254,1.378835281278494,0.0,0.0,8.099498096453464,0.8359375,0.8359375,0.6898764882967486,5.318572264814977,4.888635371746732,1.8785112359550564,11.235955056179776
0,A,gaussian_noise,T013-S1,0,1,False,8.714049304373466,8.714049304373466,3,1,0.0,True,True,1.2080399824747565,5.289168383069758,1.2060773746386306,0.0,0.0,8.714049304373464,0.8671875,0.8671875,0.6898764882967486,5.399282621403474,4.920939334523461,0.9655898876404494,6.741573033707865
0,A,gaussian_noise,T013-S1,1,1,False,7.2353149710528974,7.2353149710528974,3,1,0.0,True,True,1.2080399824747565,3.976525015529157,1.4970538738680417,0.0,0.0,7.906566319727079,0.8046875,0.8046875,0.6898764882967486,5.4886980925241895,5.1113412864041345,2.054073033707865,11.235955056179776
0,A,gaussian_noise,T013-S2,0,1,False,8.119970196863136,8.119970196863136,3,1,0.0,True,True,1.2080399824747565,4.239865199763887,1.4342782346120067,0.0,0.0,8.313223511337151,0.828125,0.828125,0.6898764882967486,5.368225865184016,5.087059244053485,1.7029494382022472,8.98876404494382
0,A,gaussian_noise,T013-S2,1,1,False,8.491063332038642,8.491063332038642,3,1,0.0,True,True,1.2080399824747565,5.008366361720668,1.219729374092743,0.0,0.0,8.491063332038642,0.859375,0.859375,0.6898764882967486,5.46149053462316,4.951391318406091,1.1411516853932584,7.865168539325842
0,A,gaussian_noise,T013-S3,0,1,False,7.653764642585319,7.653764642585319,3,1,0.0,True,True,1.2080399824747565,4.590236094646964,1.6246224018706203,0.0,0.0,8.485187696291556,0.796875,0.796875,0.6898764882967486,5.643564284047127,5.088633666611946,2.9231039325842696,15.674157303370759
0,A,gaussian_noise,T013-S3,1,1,False,8.966798790596851,8.966798790596851,3,1,0.0,True,True,1.2080399824747565,4.670072087405304,1.1477241850697393,0.0,0.0,8.966798790596851,0.875,0.875,0.6898764882967486,5.1930762931317975,4.899667153117688,0.4740168539325843,3.3707865168539324
0,A,gaussian_blur,T013-S0,0,1,False,2.5604957334794394,2.5604957334794394,2,1,2.5604957334794394,False,False,1.2413603843253325,10.935215088292644,2.785815811858816,0.0,2.5604957334794394,6.973981214170152,0.1953125,0.1953125,0.6224454471983458,7.534521226374458,6.109754526067442,2.054073033707865,10.112359550561798
0,A,gaussian_blur,T013-S0,1,1,False,1.6404237817512113,1.6404237817512113,1,1,0.0,True,True,1.2413603843253325,8.188966959492737,0.9732213357284315,0.0,0.0,5.423601280077311,0.796875,0.796875,0.6224454471983458,7.0943862108827,5.704804973752946,1.053370786516854,3.3707865168539324
0,A,gaussian_blur,T013-S1,0,1,False,2.247394515574235,2.247394515574235,2,1,0.0,True,True,1.2413603843253325,7.960305223701401,1.0253052564639962,0.0,0.0,5.754150671040999,0.8046875,0.8046875,0.6224454471983458,6.928742174578768,5.517986966633804,1.0621488764044944,3.3707865168539324
0,A,gaussian_blur,T013-S1,1,1,False,3.148009166617101,3.148009166617101,2,1,3.148009166617101,False,False,1.2413603843253325,11.133636149581546,3.175473145831661,0.0,3.148009166617101,7.223970211353985,0.2265625,0.2265625,0.6224454471983458,7.701272671852559,6.142163964771191,2.2296348314606744,7.865168539325842
0,A,gaussian_blur,T013-S2,0,1,False,0.687460645262203,0.687460645262203,1,1,0.0,True,True,1.2413603843253325,9.197695047746864,0.8402765211986624,0.0,0.0,4.918337585086884,0.78125,0.78125,0.6224454471983458,7.366382585001233,6.198030419999825,1.4747191011235956,5.617977528089888
0,A,gaussian_blur,T013-S2,1,1,False,1.578850844855226,1.578850844855226,1,1,1.578850844855226,False,False,1.2413603843253325,9.906570889676754,2.030082384907769,0.0,1.5788508448552263,6.499343614051662,0.1796875,0.1796875,0.6224454471983458,7.252333556863006,5.726530784210112,1.5273876404494382,5.617977528089888
0,A,gaussian_blur,T013-S3,0,1,False,1.1101988504641012,1.1101988504641012,1,1,1.1101988504641012,False,False,1.2413603843253325,9.856716430032286,1.6543891600580019,0.0,1.1101988504641012,5.815270499619446,0.15625,0.15625,0.6224454471983458,7.533573549320477,6.110515245111252,3.0547752808988764,13.48314606741573
0,A,gaussian_blur,T013-S3,1,1,False,0.20306044785630709,0.20306044785630709,1,1,0.0,True,True,1.2413603843253325,9.250908089540296,0.7822590580722857,0.0,0.0,5.144878496818357,0.78125,0.78125,0.6224454471983458,7.081192257317859,5.537374640481888,3.2127808988764044,3.3707865168539324
0,B,clean,T013-S0,0,1,False,6.570261655502857,6.570261655502857,3,1,0.0,True,True,1.3362858256225123,3.586881949847699,1.080326764122372,0.0,0.0,9.584592502740849,0.875,0.875,0.6191273481236682,5.911738190252615,5.248533190595611,1.1762640449438204,10.112359550561798
0,B,clean,T013-S0,1,1,False,5.678041394829498,5.678041394829498,3,1,0.0,True,True,1.3362858256225123,3.5132719781626154,1.3439030257439046,0.0,0.0,9.196755928416186,0.8359375,0.8359375,0.6191273481236682,5.726027717089661,5.289084979105003,1.4483848314606744,10.112359550561798
0,B,clean,T013-S1,0,1,False,7.493417092245923,7.493417092245923,3,1,0.0,True,True,1.3362858256225123,4.05927558008262,1.2694068375003078,0.0,0.0,8.834027122070381,0.8515625,0.8515625,0.6191273481236682,5.538079505762479,5.1281846260308575,0.7636938202247192,5.617977528089888
