K,bank,context,salt,macroclass_p05,macroclass_median,macroclass_p95,capture_p05,capture_median,capture_p95,actual_capture,explained,median80,capture_p05_exact,capture_median_exact,capture_p95_exact
160,A,gaussian_blur,T013-S1,39.17063339399822,39.54421913109196,39.76758361120918,0.9031352252387386,0.9439377680602464,0.9683333427834335,0.6648795644870011,False,True,534084891523560150289/591367578849975504165,11610855203643023657261/12300445640079490486632,59554658221920418337737/61502228200397452433160
160,A,gaussian_blur,T013-S2,39.158651999810466,39.483932383570675,39.74065228578054,0.9098068605925359,0.9456479305554975,0.9739346531350287,0.6699453520014914,False,True,18488115795881031387129/20320923700047891030220,11529863666355870203839/12192554220028734618132,23749502130227432510071/24385108440057469236264
160,A,gaussian_blur,T013-S3,39.13123977554768,39.48945859006577,39.77692950366094,0.9054501895526854,0.9448624216356768,0.9764907725333366,0.6601717570152287,False,True,22112085680505633132913/24421095644620214517864,11537287784886167156321/12210547822310107258932,119234872760628475626553/122105478223101072589320
160,B,clean,T013-S0,39.674629860288555,39.98354104596523,40.146054130510436,0.8975196418201584,0.9476021679497197,0.9739497596864896,0.6730070556771528,False,True,18592987038893447210411/20715966729359933519680,7852197993566294876521/8286386691743973407872,20176310817733420729699/20715966729359933519680
160,B,clean,T013-S1,39.64676461899813,39.933953046501586,40.12536643484298,0.9096954450856952,0.9571265382801571,0.9887397419876055,0.660241936294391,False,True,73997595777683048177407/81343262932038002437220,7785579566255416142047/8134326293203800243722,2872404171566185901132/2905116533287071515615
160,B,clean,T013-S2,39.69338808514143,39.942960160991795,40.138412840005216,0.910223272509682,0.9511195201264603,0.9831474668871711,0.6944691024638237,False,True,4663997085562763046358/5124014323104611939665,3898840035289894157269/4099211458483689551732,20150646808215528107461/20496057292418447758660
160,B,clean,T013-S3,39.68093847281608,39.97945080790252,40.15895596094007,0.8946135651733903,0.9427985539525519,0.9717737511832156,0.6766381332071006,False,True,24818900161564783129347/27742593146074738325240,7846703010303971724011/8322777943822421497572,16175714285466489651235/16645555887644842995144
160,B,brightness_dark,T013-S0,34.37534713914795,34.87805658447592,35.1841817793764,0.9503081099110476,0.9786948090397686,0.9959809051816293,0.8798347613748484,False,True,75363857443154779916021/79304655676577480848560,23284516453005778705495/23791396702973244254568,7898592274587507479861/7930465567657748084856
160,B,brightness_dark,T013-S1,34.37764444552564,34.88801029091639,35.20766262057952,0.9482856242150947,0.9770394014529202,0.9950484668394342,0.8826959918194411,False,True,18843536268971932464391/19871160953820124365515,3882981440899010687189/3974232190764024873103,23727321889702010477935/23845393144584149238618
160,B,brightness_dark,T013-S2,34.42789873271718,34.88375211513817,35.25264870028592,0.948617083679111,0.974232151669409,0.9949609900949655,0.8789056673131772,False,True,226797570666588074326923/239082317374021650609680,23292168048140164987965/23908231737402165060968,23787757920865535177441/23908231737402165060968
